vond001jose05_01.TEI.2.text.body.div.head.163.s.1	jozef in Dothan .	None
vond001jose05_01.TEI.2.text.body.div.sp.3147.s.1	ik kennen niet denken , wat die roep wouw beduiden .	None
vond001jose05_01.TEI.2.text.body.div.sp.3152.s.1	hij bouwen te vergeefs op Rubens leus trouwen .	Emotion_Loyalty
vond001jose05_01.TEI.2.text.body.div.sp.3168.s.1	ik waarde broeder , rusten , en matig uw rouw , En schikken uw na de tijd : gij zien , hoe het staat scheren .	Emotion_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3168.s.2	ik geven de moed , zo langen hij leven , nog niet verliezen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3168.s.3	doen jong slijte een wijlen zijn jeugd in slavernij .	None
vond001jose05_01.TEI.2.text.body.div.sp.3168.s.4	Een slaaf raken liggen , door het een of het ander middel vrijen : Indien hij het juk ontloope , en een te landen uiten raak : Of treffen een goed luim , die hij doen meest slaecke : En menig slaaf , zetten in heerlijk bewind , verdoofd zelf het geluk vinden het welgeboren kind .	Emotion_Happiness
vond001jose05_01.TEI.2.text.body.div.sp.3168.s.5	wij weten waar Josephs heil en welvaart zijde liggen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3168.s.6	hebben hand velen aen het geluk : dies zetten uw hier niet tegen , nog wik hebben niet te zwaar , die goed kunnen beslaan .	None
vond001jose05_01.TEI.2.text.body.div.sp.3168.s.7	hebben rad draaien wonderlijk : mare Levi komen hier aen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3176.s.1	ik hebben een ' bok slachten , om het stuk een verf te geven .	None
vond001jose05_01.TEI.2.text.body.div.sp.3176.s.2	Nu mede deze lauw bloed die ruk mede kunst bewreven , En hier en daar besprengt , en dan door het stof sleuren , En mede doen hand en tand rijten en scheuren ; gelijk of enig wild de janhen hebben verbijten .	None
vond001jose05_01.TEI.2.text.body.div.sp.3180.s.1	Wat zien ik , Josephs ruk ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3184.s.1	Nu , niet te luiden krijten .	None
vond001jose05_01.TEI.2.text.body.div.sp.3190.s.1	Och Levi , gunnen ik , die ik ik verlangen blusch , die lief ruk omhelze , en nog voor het lest kussen ; naardien ik Josephs mond nog aanschijn mogen gebeuren .	None
vond001jose05_01.TEI.2.text.body.div.sp.3194.s.1	Nu broeder , geven hij het kleed , en vrijen zijn zitten vinden treuren .	BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.1	nul pluizen , waar in hebben duifken steken , het welk wrede havik vervoerden , Terwijl hebben ik aen harden ontbrack , En haten en nijd zij aas beloerden .	Emotion_Hatred_Envy_Anger
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.2	nul ruk , o vaderlijk geschenk , uw zullen ik nacht en dag omarmen , alles het harden in droef traan drenck .	Emotion_BodyPart_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.3	uw zullen ik in ik bed verwarmen . ik zullen afgezucht , door al het geklagh , mede uw al ik merende spreken , gelijk of jozef bij ik lach : En telkens , alles ik oog leek , zullen ik haar wis mede u wol .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.4	nul wol , o vacht , die het lam bedekken , hebben welk ik blaten horen in het hol , die zijn onnozel traan leken ; die op zijn blaten antwoord geven , torn god en al herder zwijgen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.5	Och Ruben , gij verdiend een straffen , Die het groot schelmstuck op kunnen weg .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.6	het onschuldig kind hebben gij verdoen , En in die jammerpoel stoten .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.7	die oude manna ginght gij verraen , En vinden zijn besteden panden ontbloten .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.8	nul heilig , o onschuldig kleed !	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.9	ik rek en pynige al ik lid .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.10	geren slag vinden sterven zijde te wreed , Voor ik , een ondier zonder rijden .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.11	Och , vader , Ruben zijn die wild , vinden het welk u jozef wereld verslinden .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.12	hij hebben u hartenbloed spillen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.13	u eigen zone zijn doen hond , Die het harden , in het wild woest veld , Vervolghden , mede zij bits bekken .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.14	geloven niet wat uw vertellen ; Hoe wie het verbloemd , of bedekken .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.15	onnozel kleed , onnozel ruk , Och , wat al jammer broed een wrok .	Emotion_Spitefulness
vond001jose05_01.TEI.2.text.body.div.sp.3241.s.1	geven hier die kleed : ik zullen het bekladden , stuckwijs boren .	None
vond001jose05_01.TEI.2.text.body.div.sp.3241.s.2	Besprengkelen mede kunst .	None
vond001jose05_01.TEI.2.text.body.div.sp.3245.s.1	Nu geven hebben zonder woord .	None
vond001jose05_01.TEI.2.text.body.div.sp.3256.s.1	deze bloed verstreck schonen rood , ik vinger een pensee .	None
vond001jose05_01.TEI.2.text.body.div.sp.3256.s.2	zo tarten ik zelf Natuur en het geestig paneel .	None
vond001jose05_01.TEI.2.text.body.div.sp.3256.s.3	Hier moeten ik het sprenkel , daar ' dik , daar dun smet ; Hier scheuren , sleep ; daar ik scherp tand zet ; zo slinger door het slijk , en trap het mede de voeden ; zo het zand vermengelen en slijk door een , en het bloed .	None
vond001jose05_01.TEI.2.text.body.div.sp.3256.s.4	wieden zij ik mede die ruk aldus in slaap niet wieg ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3264.s.1	eest broedermoorden , dan de vader nog bedriegen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3264.s.2	welk een afgrijslijckheit !	None
vond001jose05_01.TEI.2.text.body.div.sp.3264.s.3	ontzien wie schant nog straffen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3264.s.4	Och , eest onschuldig kleed , nu lijk kleed , over graf En lijk de oude man , gij worden nu met schuldig , Ja schuldiger dan wie .	None
vond001jose05_01.TEI.2.text.body.div.sp.3268.s.1	Nu broeder , zijn geduldig .	None
vond001jose05_01.TEI.2.text.body.div.sp.3272.s.1	Indien gij zwijgen , alles wie , ik kunnen niet kwaad vermoeden .	None
vond001jose05_01.TEI.2.text.body.div.sp.3283.s.1	Wat al blanketsel hebben een schellemstuck vinden doel ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3283.s.2	ik hoeven velen logen , om een logen te bewimpelen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3283.s.3	bedrieger , goed bedriegen doen hersenloos simpel , En klein kind , mare geren ' manna , die hersenen hebben .	None
vond001jose05_01.TEI.2.text.body.div.sp.3283.s.4	het verraden wij al wat leven , en al wat niet en leven .	None
vond001jose05_01.TEI.2.text.body.div.sp.3283.s.5	doen putgalm baeuwt wij naar : doen heg krijgen tong , doen nest oor : horen , hoe piepen oud en janhen : hebben vellen hebben oog : hebben geboomte slaan deze gade .	None
vond001jose05_01.TEI.2.text.body.div.sp.3287.s.1	gij zorgen en vrezen te vroeg .	Fear_Worry_Emotion
vond001jose05_01.TEI.2.text.body.div.sp.3303.s.1	Te vroeg niet , mare te spade .	None
vond001jose05_01.TEI.2.text.body.div.sp.3303.s.2	ik paaien zo liggen geren ' manna , die pit hebben achter d'ooren .	None
vond001jose05_01.TEI.2.text.body.div.sp.3303.s.3	die mogen gei zieden , wanneer ik het schelmstuk na zullen spoor ; doen broeder , hoofd voor hoofd , bijzonder ondervraegh ; Op u gebaren lid ; hoe zien een ieder draegh ; Doorsnuffle plaats en tijd ; bespiede , of wie verschelen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3303.s.4	hebben moord zijn geren kunst , mare kunst een ' mogen te heel ; uiten een mond gelijk te stem over een .	None
vond001jose05_01.TEI.2.text.body.div.sp.3303.s.5	ook kunnen ik bockenbloet vinden zijn mens onderscheiden , Door reuk , of kleur , of smaak , en wat wie nu niet droom : Of ook hebben kind doen ruk vinden iemand zijde ontnemen ; Of enig wild omtrent die wildernis woerd .	None
vond001jose05_01.TEI.2.text.body.div.sp.3303.s.6	ik razen vinden ongeduld .	Emotion_BodilyProcess_Other
vond001jose05_01.TEI.2.text.body.div.sp.3308.s.1	hebben kleed zijn nu klaren .	None
vond001jose05_01.TEI.2.text.body.div.sp.3308.s.2	komen Judas , lang ik het geld .	None
vond001jose05_01.TEI.2.text.body.div.sp.3312.s.1	nul schrikkelijk ding !	None
vond001jose05_01.TEI.2.text.body.div.sp.3318.s.1	ik tellen ' er twintig , die zijn voor elk twee zilverling .	None
vond001jose05_01.TEI.2.text.body.div.sp.3318.s.2	daar broeder , elk een paar .	None
vond001jose05_01.TEI.2.text.body.div.sp.3322.s.1	Wat zien ik mede geduld ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3326.s.1	Nu Ruben , nemen u delen : hebben zilveren hebben geren schuld .	None
vond001jose05_01.TEI.2.text.body.div.sp.3330.s.1	Nu Ruben , nemen hebben geld .	None
vond001jose05_01.TEI.2.text.body.div.sp.3335.s.1	zij ik ik hand schenden Aen die vervloekt geld ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3340.s.1	Hoe zullen deze speld nog eend ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3340.s.2	houden vasten , aanvaarden u delen : wie deel in het gelijk .	None
vond001jose05_01.TEI.2.text.body.div.sp.3345.s.1	nul bloetgeldt , hebben zijde ver , die ik nog winning strijken uiten broederlijk verliezen : geren geld zullen ik bevlekken .	None
vond001jose05_01.TEI.2.text.body.div.sp.3351.s.1	zien toen , en wachten uw wel het verbergen stuk t'ontdecken , mede deze beteutertheit : gij zijt'er met aen vasten ; Dies draegh , alles billijk zijn , mede wij gelijk lassen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3355.s.1	hij draege allee die lassen , die raad geven tot verkopen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3359.s.1	gij doemen hij te putten : hebben gij uw niet verlopen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3363.s.1	helaas , om beter willen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3368.s.1	het zijde putten , het zijde koop , tassen aen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3368.s.2	wie zijn al even schonen : elk hebben zijn goed gedaan .	None
vond001jose05_01.TEI.2.text.body.div.sp.3374.s.1	ik hand sidderen : waar toen worden ik dringen ?	Fear_BodyPart_BodilyProcess
vond001jose05_01.TEI.2.text.body.div.sp.3374.s.2	Och moortgelt , och , gei maken ik schuldig aen die janhen , ik ' broeder .	None
vond001jose05_01.TEI.2.text.body.div.sp.3384.s.1	Een half broeder , en slechts vinden vader zijde .	None
vond001jose05_01.TEI.2.text.body.div.sp.3384.s.2	Gebroeders , zetten uw hier , op een lang rijden , En reick ik elk u hand , die niemand mond zullen roer nog reppen vinden deze werk , mare helpen het voor volvoeren , Op halsstraf , wij zien hier een stippen te buit gade .	None
vond001jose05_01.TEI.2.text.body.div.sp.3384.s.3	zo onderworp ik ik de broeder ongenade .	None
vond001jose05_01.TEI.2.text.body.div.sp.3384.s.4	Nu langen ik elk doen hand .	None
vond001jose05_01.TEI.2.text.body.div.sp.3389.s.1	Nu Ruben , zonder zuffen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3389.s.2	tassen toen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3393.s.1	langen hier doen hand .	None
vond001jose05_01.TEI.2.text.body.div.sp.3397.s.1	Hoe laat ik ik verbluffen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.1	zo krijgen doen handelen klemmen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.2	voor het uiterst besluiten , mede macht na Mambre toen , een knaap en het kleed vooruit , wie achter aen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.3	doen knaap mogen tegen vader zeggen : wie vinden deze ruk , slingeren in doen heg , Op het wild woest vellen , zo bloedig en beslijckt .	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.4	zijn het Josephs ruk , of niet ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.5	bezie , wat deze lijken .	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.6	die zieden zullen hij terstond vinden harden en zijn beroven , En zijn droomers liefde doel hebben ongeluk geloven .	BodyPart_BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.7	hout gij uw in het beginnen zo koelen zo droog alles ik .	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.8	Dan stenen en trappen de vloer , tot die ik hij verquick .	EmotionalAction_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.9	ik weten de oude knechten , vinden d'eerste vrezen verrijzen , ook grootvader en het gezin zo geestig te belezen , die elk haasten roep zullen , verwonderen in zijn ' geest : Hoe stillen zijn het huis , alles wassen ' er jozef nooit wezen !	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.10	Nu Ruben , zijn rusten : ik willen vrijpostig voortgaan .	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.11	wassen het ander , jozef zij mede u geboortrecht doorgaan .	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.12	komen volgen ik al gelijk , en spreken uiten een mond .	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.13	die geld na Hebron toen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3423.s.1	goed voor : ik volgen terstond .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.1	ik god , ik schrikken .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.2	och , wat een huis willen ginder liggen , Wanneer die logenbo de vader aen komen zeggen , Hoe het kleed vinden zijde op het veld , en tonen hij die , scheuren , sleuren , slepen , vinden stof en bloed bekladden .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.3	mede wat voor oor zullen hij het horen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.4	hoe zien houden ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.5	mede wat voor oog zijn kind bebloeden ruk aanschouwen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.6	ik dunken ik zien mede wat een jammerlijk stallen hij arm smijten vinden een , en achterover vallen , mede zijn ploot kop ; al het aenge zicht scheppen natuurlijk alles een lijk : doen maagd , kind , knaepen , wij vrouw , moeder , en het geheel huisgezin Toeschieten op het misbaar : de klein Benjamin , Aen zijn voeren staande , op het schreien vinden doen moeder , Beschreien onbewust het verliezen zijn trouw broeder .	Emotion_BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.7	Ja schrey vrijen , arm kind , wan gij verliezen wel het meest .	BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.8	hij roepen op het lest om uw , mede een beangsten geest .	Fear_Emotion_BodyPart
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.9	Zijn blind grootvader komen al beven , op die schreien , doen huisdeur uiten , en laat zien onder d'oxels leien , mede kommerlijcken gang : o slyve stram stok , nul blindeman , bedanken u blintheit : wan doen ruk de alderzoetsten neefs kunnen uw geren droefheid baar ; mare houden doen hand vinden het kleed .	Fear_Emotion_BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.10	o schor vinden honderd jaar En zeventig minnen drie , woerd gij zo doof , alles blind , Of slechten vinden ouderdom , alles het jonghst baren kind , zo zullen gij tandeloos die leed niet moet kauwen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.11	ik broeder , niet meer ik broeder , hoe zien ik zonder flaeuwen de vader zwijmen ?	EmotionalAction_Sadness_Despair
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.12	hoe kunnen Ruben zijn hart grond bedekken , die er niet een woord bersten uiten zijn ' mond ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.13	wie moorders staan beducht , waar vader zijde blijven , En Levi drukken ik hand : zwijgh stillen of het geld uw het leven .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.14	zo blazen hij ik in het oor , wassen ik een zoutpylaer , zo stom , gelijk mooi lot , zo lopen gij geren gevaar , die Ruben het melde zij , mede wenken of mede woord .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.15	gij broederslagers dwingen ik met tot vadermoorden .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.16	zo morre ik binnens monts , half dood vinden schrikken en schromen , En woord terwijl gewaer , hoe vader weer bekomen , alles uiten een ' naar dromen : hoe op die dor wang vinden wederzyde een tra blijven aen doen rimpel hangen .	Fear_Emotion_BodyPart_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.17	hij scheuren in het einde zijn kleed , zijn barsten , zijn baard , zijn haar , alles een krankzinnig mens , en huilen mede groots misbaar : deze zijn Josephs eigen ruk : hebben wild hebben hij verbijten ; Een ongenadig die ik ' troosten ik harden eten .	Emotion_EmotionalAction_BodyPart_BodilyProcess_Sadness_Despair
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.18	Och , vrouw , laat ik gaan .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.19	och , kind laat ik lossen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.20	goed roepen een ' winterbeer en tijger uiten hebben bos , die zijde de vader ook , gelijk de zode , verslinden .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.21	weg troosten vinden kind , vinden vrouw maag vriend .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.22	ik zode , wat tijger dragen uw in zijn ingewand ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.23	Op , vader , zoek u kind : begraef hebben mede u hand .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.24	gij vinden misschien in het woud , in woest wildernis , Een lid , zo zullen gij niet de heel jozef mis .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.25	Ja vinden ik voeden of hand , of hoofd of been , of iets , Tot troosten in mijn rouw : nu hebben ik ander niet Dan het kleed , mede bloed besprengt .	Emotion_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.26	ik kussen die rood smet , deze reet vinden de ruk , daar het wild de tand in zetten .	EmotionalAction_Love
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.27	Och , hebben een heet koorts die jeugdig vieren blussen In d'oogen : ik die zelf luiken en kussen , En het sterven aengezicht mede traan overgieten , En naar de dootsnick nog die bleken mond sluiten ; het hebben ik aen troosten , nog uw aen uitvaart niet gefaelt .	EmotionalAction_BodyPart_Love_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.28	ik zij denken : het kind hebben zijn natuurschult vroeg betalen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.29	Of zo gij sneuvlen mos , nog liefst door mensenhand , Dan op hebben eenzaam vellen , door leeuws of luiperts tand : wan zijn mens harden altijd tot zijn gelijk trekken .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.30	u vijand hebben nog het lijk mede aarde wat bedekken , Of iemand , lang de weg , de dood nog begraven , En het lekker aas misgunt doen kraaien en doen raaf .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.31	nul ramp , voltoit gij zo in het einde het rampzaligh jaar , hebben welk ik Rachel liggen vinden het kraambed op doen baar ; ik goed schofferen zien , vinden mijn oudstgeboren ; ik dochterken verkrachten ; ik zoon , dol vinden torn En wraak , die mogen begaan , aen Hemor en zijn stad ; En al het hebreeuws slachten verlastert en bekladden , mede merkelijk gevaar vinden god , en bloed , en leven .	Emotion_Anger_Vindictiveness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.32	waar laat ik ik vinden rouw ?	Emotion_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.33	waar worden ik geest drijven ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.34	nul honderd zeel jaar , wat stapelen gij op een ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.35	ik hebben in ik jeugd verdrieten en dienstbaarheid lijden ; ik broeder wrok bezuren , velen jaar moet zwerven ; mare het lest vallen ik het zwaar .	Emotion_Sadness_Spitefulness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.36	ik gade mede jozef sterven .	EmotionalAction_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.37	goed kind , graven een graf : ik been worp stijf .	BodyPart_BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.38	zo dunken ik die hij kermen , en god een ' zak om het lijf , En jammeren nacht en dag ; hebben zijde doen zinnen in het oosten Verryze , of daele in het west ; geren mens kunnen vader troost .	EmotionalAction_Despair
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.39	Och , d'ouders telen het kind , en maken het groots mede smarten : hebben klein treden op het kleed , doen groot treden op het harden .	Emotion_Sadness
