vond001gysb04_01.TEI.2.text.body.div.head.296.s.1	Gysbrecht vinden Aemstel .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.9	Wat grafstee , wat altaar , wat kerk hebben zijn rover hand verschonen ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.10	wat heiligdom , kapel , klooster , non Zijn vinden die klauw niet geschantvleckt , en schenden ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.11	Op die ik niet en repp ' , hoe gruwzaam zijn soldaat Na'et schenden martlen durven de godtgewijden staat ; daar al doen volgend eeuw mede laster vinden zullen spreken , En die god streng rechten te zijner tijd willen wreken .	Emotion_Vindictiveness
vond001gysb04_01.TEI.2.text.body.div.sp.2599.s.1	deze , leed !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2599.s.2	wassen een nacht vol ramp , vol ongeval : mare die ik overste willen schuiven op de hals Al wat'er zijn misdoen bij krijgslien zonder orde , En die door geren gezag in tomen houwen worp bij die gelegenheid , die lijden doen rijden niet , nog leren d'ervarentheit , en zijn wel meer geschieden ; bijzonder daar hebben harden vinden wraaklust wassen bezitten .	Emotion_BodyPart_Vindictiveness
vond001gysb04_01.TEI.2.text.body.div.sp.2599.s.3	wij keren een ' dol leeuw , naar het breken vinden zijn keten ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2599.s.4	hij volgen zijn ' wreed aard , en vliegen mede een lopen , En grabbelen blindelings de ree uiten de hopen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2599.s.5	Wanneer het verbolgen zwaard raken uit's krijgsmans schede , hebben keren ' er langzaam in , en achten gebod nog bede , zien vorst nog veldheer aen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2599.s.6	hebben zwaard , tergen vinden wraak En gramschap , vinden in het bloed de vyants zoet smaak .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2599.s.7	doen duisternis de nacht maken al dingen ook gruwelijk : Dan schijnen hebben , wat ik dag zien schamen zij , minnen schuwelijck , In deze bloetdronckenschap , en blind en dartel lusten , Die tot een vonxken toen al het liggen vinden rijden blussen , uiten tam mens scheppen onredelijk dier , ik moeten , ik willen of niet , dan het heir de teugel vier .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2599.s.8	ik meest torn hij eest voor uw vasten komen , wouw wel bemachtigen doen muur vinden Amsterdam , mare in de grond doen stad zo schendig te verdelgen , wassen nooit zijn witten , en het vallen hij bitter te verzwelgen : Hoewel hebben krijghsrecht hij verschonen ; hij vergen niet hebben uiterst vinden zijn rechte , en straffen nog mede verdrieten : zijn tot verzachting en verschoning meer genegen , Dan al te stijf te staan op het punten vinden zijn degen .	Emotion_Sadness
vond001gysb04_01.TEI.2.text.body.div.sp.2599.s.9	verschonen u leven tocht , en gunnen deze eer aen ik .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2605.s.1	ik zijn mede een dood voor al ik leven vrijen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2605.s.2	vertrekken , en wachten uw ik meer tijding te brengen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2605.s.3	ik troosten ik al wat god uw toelaten te gehengen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2607.s.5	Adelgund .	None
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2607.s.6	Veenerick .	None
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2607.s.8	Rafael .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2622.s.1	wie gaaf voorn korten en duidelijck bescheid .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2622.s.2	gei horen , hoe het oorloghsvolck tot storm staat reden : waarom hebben nodig waar , eer zijde deze huis besluit vinden achter mede een vlieden vinden schip en vinden schuit , ik vinden onnut gezin , en die geren noodweer bieden , ontslaan , en mede doen bloem de mennen te voorzien , Die machtig zijn het geweld de vyants af te karn , hebben welk wij komen aen boren mede storrembrugh en leeren .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2622.s.3	ik lief , geven uw schip : al zijn hebben scheiden pijnen , het zijn nodig .	BodilyProcess_Sadness
vond001gysb04_01.TEI.2.text.body.div.sp.2622.s.4	Peter zullen u trouwen leidsman zijn , En deze vluchten volk en uw en uw kind Vervoeren na een wijken , daar niemand uw kunnen hinderen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2622.s.5	troosten uw daar een wijlen te wacht , tot die god wij weder t'zamenbrenge , en gunnen een goed loten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2633.s.1	helaas , wat gade ik aen ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2633.s.2	wat komen ik weder over ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2633.s.3	waar zentge ik , ik lief , Persijn de groot rover u ' vijand in de mond , die op wij vlammen en loeren uiten Zwaenenburgh , daar hij de graeven vlaag voeren ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2633.s.4	het verdrieten hij zulk een slot en vast burcht te durven , Die ongerechte gift .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2633.s.5	u zaad , u wettig erf Te blussen in haar bloed , zijn al zijn wensen en witten , Op die hij onverlet volharde in het nieuw bezitten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2637.s.1	Mevrouw , zijn wel troosten : ik zullen uw zelf geleiden .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2641.s.1	ik nemen oorlof mede een kussen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2646.s.1	ik zullen vinden het huis niet scheiden nog schip gaan zonder uw , ik heer , ik waarde manna .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2650.s.1	ik volgen uw eer gei het weten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2654.s.1	daar weetge luttel vinden .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2659.s.1	doen stroom zijn wijd genoeg , al stoptmen deze have , Een schuit ontslippen hebben liggen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2664.s.1	ik zullen uw hier begraven , Bestulpen onder het puin .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2664.s.2	ik zien deze huis in branden .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2668.s.1	d'Onsterffelijcke god hebben al in zijn hand .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2673.s.1	Och , of doen goed god zien ik wouw ontfermen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2678.s.1	Mevrouw , betrouwen op hij : hij kunnen wij wel beschermen , En voeren zijn eigendom door water vieren en vlammen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2682.s.1	gelijk doen branden tuigen vinden het gloeien Amsterdam .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2686.s.1	het zijn zijn gehengenis .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2686.s.2	wij durven zien daar in mengen ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2690.s.1	Wanneer wij leed geschieden , dan zullen hij het ook gehengen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2694.s.1	ik lief gemalin , gei stellen uw het zwaar voor .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2698.s.1	u droefheid hout geren maat , het benevelen brein geren spoor .	Emotion_Sadness
vond001gysb04_01.TEI.2.text.body.div.sp.2702.s.1	Nu vollegh raad , mevrouw , en laat uw tocht gezeggen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2704.s.1	Adel .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2707.s.1	Och , moederlief , wat raad ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2707.s.2	zijde komen het huis beleggen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2707.s.3	bewaren ik reinigheit , ik ' maeghdelijcken staat .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2715.s.1	Och , dochter , moeder troosten zijn krank toeverlaat .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2715.s.2	doen klockhen dekken vergeefs hebben sidderende kieken Voor een ' doortrapt vos mede schaduw vinden haar wiek : hij grijptze beide , en stroit doen pluim in doen winden , En koelen zijn ' lusten , en rukken doen moer vinden hebben kind .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2719.s.1	zullen gei dan oorzaak zijn die beide u kind sneven ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2723.s.1	ik zij om een manna wel bei ik kind geven .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2727.s.1	bewegen u kroos uw niet , deze jongske kleed en teder ?	BodilyProcess_Love_Compassion
vond001gysb04_01.TEI.2.text.body.div.sp.2731.s.1	Niet luttel , mare ik manna beweeghtme nog al meer .	BodilyProcess_Love_Compassion
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2733.s.1	v .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2735.s.1	Wat schreitge moederlief ?	BodilyProcess_Sadness
vond001gysb04_01.TEI.2.text.body.div.sp.2735.s.2	zijn gei bedroeven om vader ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2739.s.1	Om vader schrey ik , kind , om uw en wij te gader .	BodilyProcess_Sadness
vond001gysb04_01.TEI.2.text.body.div.sp.2743.s.1	u moer keren zien niet aen uw nog uw smarten .	Emotion_Sadness
vond001gysb04_01.TEI.2.text.body.div.sp.2750.s.1	mede smart baren ik het kind , en dragen hebben onder het harden .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2750.s.2	ik manna zijn zelf hebben harden . ik hebben zonder hij geren leven .	BodyPart_Dedication
vond001gysb04_01.TEI.2.text.body.div.sp.2750.s.3	ik zullen uw om lief nog leed bezwijken nog begeven .	Emotion_Happiness_Unhappiness
vond001gysb04_01.TEI.2.text.body.div.sp.2750.s.4	ik beloven uw houden en trouwen te blijven tot doen dood .	Emotion_Love_Loyalty
vond001gysb04_01.TEI.2.text.body.div.sp.2754.s.1	het zijn ook getrouwigheit , wanneer ik scheit uiten node .	Emotion_Loyalty
vond001gysb04_01.TEI.2.text.body.div.sp.2758.s.1	ik scheit om beter willen , om weder te verzaemen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2762.s.1	Indien ik vinden hij schey , wie komen nimmer t'zaemen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2766.s.1	gei schede menigmaal , en zaeght hij weer gezond .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2770.s.1	ik schede nooit , daar het zo bedroeven scheppen staan .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2774.s.1	doen weerhaan vinden doen kans kunnen lichtelijk verkeren .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2778.s.1	het verkeerd nooit zo snel , of het wassen om ik te deren .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2782.s.1	het wassen goed doen kind dan in zekerheid gebroght .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2786.s.1	het wassen goed , en hielme niet doen bannen de echt verknopen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2791.s.1	Een vrouw gedijen tot lassen : zijde weten niet uiten te recht .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2796.s.1	Bestelme slechts een zwaard , ik zijn bereit te vechten , Te sterven aen doen zijde vinden mijn vrome manna .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2800.s.1	gei hebben een vrouwenhart .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2808.s.1	nemen een doen proeven daar vinden .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2808.s.2	heldin staan eer alles onbeweeghde post .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2808.s.3	doen faam vinden vrouw roemen , die stad en volk verlossen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2808.s.4	u moer Baerte tonen hoe velen een vrouw vermogen , Wanneer zijde Ysselstein verdaedight jaar en dag .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2817.s.1	ik waerschouw uw , ik heer , eer overrompelen worp .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2817.s.2	doen triomfeerder stellen zijn vaandel in slaghorden , En d'eer de eerst storms verguntmen aen de fries , Die het volk in orde stellen : wij dienen geren tijdtverlies .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2817.s.3	ik voeren doen stormbrugh aen : ik steeckt'er doen trompet .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2817.s.4	het zijn over tijd de muur en toren te bezet .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2822.s.1	Al langen genoeg meren : dewijl doen node uw pressen , gehoorzaam uw heer , en kussen hij een voor het lest .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2835.s.1	Zeer gaarne , braaf held , vergunme slechts een bede , En ruk , hebben zijn ik willen , deze lemmer uiten doen schede , En stoten hebben door deze barsten , en dopen hebben in deze bloed .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2835.s.2	het zijn goed die gei het zelf dan fries of Kermer doen , alles ik uw hebben de geest zieden geven door u wond , ik zoontje zonder hoofd , ik dochterke schenden , En horen al het huis vervullen mede branden mede moortgeschreeuw .	EmotionalAction_Vindictiveness
vond001gysb04_01.TEI.2.text.body.div.sp.2835.s.3	zo sterven ik nog u vrouw , geren kinderloos weduwe !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2835.s.4	zo mogen ik kind , of gei nog bei deze oog luiken , naardien ik zijn leven liggen niet lang mogen gebruiken .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.1	nul gruwel , Badeloch , zijn ik vinden zulk een ' aard , die ik een vrouw , en nog ik eigen , mede ik zwaard , zo eerlijk voor haar , voor kind , en maag , En deze goed menen ik leven langen dragen , Vermoorden zij , gelijk een gruwelijk tiran ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.2	zo zijn ik lang niet u bedgenoot , u manna : zo hebben gei onbekend dus lang ik verslijten , En ik ik Christendom verzaken , ik ' plegen vergeten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.3	Hoe laetge zulk een woord u ' kuis mond ontgaan ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.4	Of wiltge , die ik uw altzamen zullen verraen , En ik aen uw dood en schennis schuldig maken ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.5	het zijn tijd om weder te bieden : doen vijand genaken .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.6	hebben goddeloos bastertzaet , bewegen door geren misbaar , die ons nicht Klaeris vinden Velzen , voor het altaar En het kruisbeelt , in het gezicht haers bruidegoms verkrachten , En trappelen op hebben harden , en om de dootsnick lachen , zullen dadelijk deze burcht veroveren verwoed .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.7	ik zullen ik vrouw , ik zaad zieden in elckanders bloed verstikken .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.8	Grobber zullen het in een beker schenk , En die , zo lauw alles het zijn , de vader op doel drinken , Op die d'ontruste geest doorwaer ' zijn ingewand , En pijnig ' voor zijn dood hebben lossen en vlotten verstand .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.9	waar zijtge dienaers ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.10	waar ik lijfwacht ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.11	waar ik knaap ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.12	brengen herwaarts ik geweer , op mennen , wapen , wapen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.13	hebben zijn doen jong dag , en mede deze huis gedaan .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.14	nog zullen hebben wraeckeloos zo niet te grond gaan : daar moeten een groots getal mede wij te hemel varen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.15	komen volghme , daerwe flus in het harnas bezig waar , In het mijden vinden de mogen . ik gevoelen een nieuw kracht .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.1	waar wiltge heen ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.2	u zelf verdrinken in doen gracht ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.3	doen slotbrugh branden vasten af .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.4	of hebtge voor te sterven , zo nemen wij t'zamen met : hier zijn u wettig erf , doen huwbaere Adelgund , d'onnoosle Veenerick .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.5	ik haar staan te berg : hoe kloppen ik harden vinden schrikken !	Fear_Emotion_BodyPart_BodilyProcess
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.6	Och vader , het zijn ik schuld : och , zijn zo niet verbolgen .	Offended_Emotion
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.7	bedaren wat : ik gade schip : ik zullen de Deken volgen , Te water en te landen : hij voerme waar het hij lusten , Of na de wild ier , of aen doen noords kussen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.8	Nu vrezen ik geren gevaar , nog gene uitheems strand .	Fear_Emotion
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.9	ik nemen verlof .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.10	ik gade : ik kussen voor het lest u hand , gehoorzaam uw , gelijk een Christe vrouw passen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.11	ik schrey en klagen vergeefs .	EmotionalAction_BodilyProcess_Despair
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.12	och mennen , hout hij vasten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2889.s.1	ik heer , ontfermen uw tocht om u bedrukt vrouw : zijde luisteren na u ' raad : zijde zwijmen : zijde sterven vinden rouw .	Emotion_EmotionalAction_BodilyProcess_Compassion_Sadness_Despair
vond001gysb04_01.TEI.2.text.body.div.sp.2893.s.1	Och , vader , moer sterven .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2893.s.2	wat goed ik leed aen !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2897.s.1	het En zijde gei wat bedaard , hebben zijn mede haar gedaan .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2902.s.1	Om god willen , geven gehoor : gei zien hoe zijde uw min .	Emotion_Love
vond001gysb04_01.TEI.2.text.body.div.sp.2911.s.1	Wat razernij zijn deze !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2911.s.2	wat onverzetbre zin !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2911.s.3	ik rechte mede jammer nog janken hier niet uiten : doen traan doel het hij niet .	EmotionalAction_BodyPart_Sadness_Despair
vond001gysb04_01.TEI.2.text.body.div.sp.2911.s.4	doen wreedheid worden stuiten mede dapperheid en moed .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2911.s.5	waar laat gei uw vervoeren !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2911.s.6	hebben kermen zijn onnut : ik moeten doen hand roer .	EmotionalAction_Despair
vond001gysb04_01.TEI.2.text.body.div.sp.2911.s.7	schip , schip .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2911.s.8	nu zijn troosten , ik lief , doen tijd zijn korten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2917.s.1	Voor het scheiden , laetme toen die ik ik bede storten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2917.s.2	Heer Peter , bidden voor wij , die god deze arm schaar Door zijn engel stuur , en mijn heer bewaere .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2940.s.1	gei die de vrome schillen en wis toevlucht zijn , En vinden de hemel af de jammerlijk strijd de mens gade slaan , en zien doen stellen dal , En wentelen , en zetten doen heerschappij palen ; erbarmen uw over deze bedrukken belegeren slot : beschermen het rechtvaardig hoofd , en berg hebben overschot de uitgeroide stad , genootzaeckt door doen baar , In lang ballingschap , op god genade , te varen , gei hebben hebben huisgezin vinden Noah wel behoeden , die op doen baar drijven en hogen watervloed ; torn het water immer wassen , tot daar doen ster blinken , torn het hemelhoog gebergte en al spits zinken , En al doen wereld lach in een baar zee dompelen over het hoofd , en kennen strand nog rijden .	EmotionalAction_Compassion
vond001gysb04_01.TEI.2.text.body.div.sp.2940.s.2	gei troosten door doen duif die overbleve ziel .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2940.s.3	d'Olijftack zeggen haar aen hoe al water vallen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2940.s.4	vertroosten wij desgelijx in droef ballingschap .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2940.s.5	gei weten daar vinden doen maat , en kennen de lest stappen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2940.s.6	u geest die blaeze in het zeel : u heilig engel stier hebben roeren , en zetten wij op , daar elk uw vrolijk vier .	Joy_Emotion
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2942.s.1	raden .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.1	nul Gysbreght , zetten troosten u schouder onder het kruis uw opleggen vinden god . het zijn al vergeefs deze huis Verdaedight ; hebben wie het in wij behoeden nemen , hebben waar mede Amsterdam zo ver nooit komen : Dus weerstreven niet meer u trouwen gemalin .	Emotion_Loyalty
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.2	verlaat u wettig erve , en kwel uw nergens in .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.3	Al liggen doen stad verwoesten , en willen daar vinden niet ijzen : zijde zullen mede groot glans uiten as en stof verrijzen !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.4	wan d'opperste beleggen zijn zaak wonderbaar .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.5	doen hollands menen zullen , eer drie honderd jaar verlopen , zien mede macht vinden bondgenoot sterken , En schop het rooms altaar mede kracht uiten al kerk , verklaren het graefflijck hoofd verval zijn rechte , En heersen staetsgewijs ; hebben welk een bits gevecht , En endeloozen krijgen en onweer zullen verwekken , die zien gans Christenrijck te bloedig aen willen trek .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.6	In het mijden vinden de twisten , en het woeden nimmer moede , verheffen uw stad haar kroon tot aen de hemel toen , En goed door vieren en ijs een ander wereld vinden , En donderen mede schudden op al vieren doen wind .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.7	u afkomst middelerwijl zullen geenszins onder gaan , mare eeuwig adelijck en eerlijk bestaan , Op slot en in stad ; en loffelijk regeren , En Aemstels oud nader zullen gunnen lof ontberen ; alles u naemhafte stad haar ' schouwburg openen doen , En voeren op het oog toneel u daad te moeten de burgemeester , en drymael twaalf raden , zitten op u ' schillen , vinden kruis overladen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.8	Dus geven uw haastig schip : het zijn tijd , wan zonder god En ons helpen , het wassen ongekomen mede deze slot .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.9	ik zullen uw mede een ' mest en dikken nevel dekken , En voortgaan mede ik ' glans , de volk een leidster strekken , In het mijden vinden de stroom .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.10	scheppen moed , en wanhopen niet , mare volgen gehoorzaam naar hebben geren uw god gebied .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.11	Zijn willen zijn , die gei trekken na het vet land vinden pruisen , daar uiten hebben pools gebergt doen Wijsselstroom komen ruisen , Die d'oevers rijk vinden vlucht genoeglijk bespoelt .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.12	Verhou uw daar , en wachten tot die doen wraak verkoelen .	Emotion_BodilyProcess_Vindictiveness
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.13	gei zullen in deze gewest een stad , Nieuw Hollant , bouw , En in gezond luchten , en welig landouw , Vergeten al u leed , en overbrogten druk ; waar door u nazaat klimmen de berg op vinden het geluk .	Emotion_Sadness
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.14	vallen uw het verwoesten de godtsdienstigheit te lastig , Volhardt bij het oud geloven en god altaar standvastig , Op het spoor de ouder , uw moedig voorgetreen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.15	zo draven ik rechte na god , door al ster heen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.3002.s.1	zijn gei die Rafael ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.3002.s.2	zijn gei die zelf , die beide Tobias en zijn bruid zo veilig thuis leiden ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.3002.s.3	Of lief d'afgezant de hemel , die zo klaar Voor Moses trek , gelijk een vurig pilaar ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.3002.s.4	Of die de vrome lot nog bergen , eer het vieren vinden boven doen stellen steken in branden ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.3002.s.5	of die de gloenden oven verkoelen , en brogt'er gaaf drie jongeling uiten ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.3002.s.6	wie volgen op u liggen : wie zieden het zijn god besluiten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.3025.s.1	Nu buigh ik ik voor god , ik lief , ik uitverkoren .	None
vond001gysb04_01.TEI.2.text.body.div.sp.3025.s.2	Nu weigeren ik geenfins na uw raad te horen , En liggen hier het harnas af .	None
vond001gysb04_01.TEI.2.text.body.div.sp.3025.s.3	hier baten geren tegenweer : Nu god deze huis verlaat , en gelt'er zwaard nog speer .	None
vond001gysb04_01.TEI.2.text.body.div.sp.3025.s.4	Al het volk gade voor , dan het lijk , en niemand hoeve te vrees ; ik zelf mede ik gezin zullen d'allerleste wees .	Fear_Emotion
vond001gysb04_01.TEI.2.text.body.div.sp.3025.s.5	Heer Peter , ik bidden uw , tassen deze heiligh kruisbeelt aen , die voor mijn ouder langen hebben op het altaar staan , En ik zijn aenge-erft .	None
vond001gysb04_01.TEI.2.text.body.div.sp.3025.s.6	ik storten in tijd vinden wreed En oorlog menigmaal hier voor ik vurig bede , zo wel de nacht alles dag .	None
vond001gysb04_01.TEI.2.text.body.div.sp.3025.s.7	horen mennen , horen naar ik .	None
vond001gysb04_01.TEI.2.text.body.div.sp.3025.s.8	Wanneer ik uiten de stroom en Pampus raken voorbij , zo doen te slincke hand in zee zien op wat weilant , die merken heten vinden oud , een liggen en visser eilant , hebben welk een klooster dragen namen Mariengaerd , Een rijk en oud abdy : wie zullen derwaarts wij spoeden , voor winden voor stroom , mede riem en mede zeil , En daar doen vlieden verzien , en voorraad ommedeilen , En leven wijd raad .	None
vond001gysb04_01.TEI.2.text.body.div.sp.3025.s.9	goed schip in die stallen , gelijk ik hebben belasten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.3030.s.2	hoe bitter vallen hebben scheiden vinden zijn land , daar al lopen verliezen !	None
vond001gysb04_01.TEI.2.text.body.div.sp.3034.s.1	doen liefde tot zijn land zijn ieder aangeboren .	Emotion_Love
vond001gysb04_01.TEI.2.text.body.div.sp.3038.s.1	verdelgen stad , wie gaan , en komen nimmer weer ,	None
vond001gysb04_01.TEI.2.text.body.div.sp.3042.s.1	vaar wel , ik Aemsterlant : verwachten een ' ander heer .	None
vond001gysb04_01.TEI.2.text.body.div.p.3044.s.1	uiten .	None
