huyd001achi01_01.TEI.2.text.body.div.head.900.s.1	Achilles , treurspel .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3516.s.2	Niet op het verzoek de held , Die zode ondankbaar ik en mijn deugd vergelden : Niet op doen bede vinden de snood dwingeland .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3516.s.4	u ' dood , ik vriend , u ' dood zullen mijn hand weder wapen te strijd .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3516.s.5	ik zullen u onheil wreken , u moorder straf , of hij zelf zullen ik doorsteken .	EmotionalAction_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3516.s.6	mare , zode ik winnaar kaar , beven , Agamemnon , beven !	Fear_BodilyProcess
huyd001achi01_01.TEI.2.text.body.div.div.sp.3516.s.7	gei , gei zullen doen eerst zijn , die ik de doodsteek geven , alles Hector liggen vellen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3516.s.8	komen , gaanwe , mijn vriend .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3516.s.9	het woord tij , die ik die wreed in het einde doen ondervinden , die , schonen Patroclus liggen verslagen door zijn ' macht , Achilles evenwel mede zijn vermogen lachen .	None
huyd001achi01_01.TEI.2.text.body.div.div.p.3518.s.1	Einde vinden hebben vieren bedrijf .	None
huyd001achi01_01.TEI.2.text.body.div.head.3521.s.1	vijfde bedrijf .	None
huyd001achi01_01.TEI.2.text.body.div.div.stage.3525.s.1	brizeis , cephize .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.1	zijn dwaalen wie ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.2	Ik zien geren ' mens .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.3	zijn zijde al , Die zode langen rusten , op de vijand uitvallen ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.4	ik zien geren ' beweging ; ik horen niet hebben minst luiden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.5	barsten nu , ik zijn een allee , ik ' tranen , barsten nu uiten .	BodyPart_BodilyProcess_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.6	ik geven uw een vrijen lopen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.7	In week zwarigheid storten zien een stervling niet , die een hebben spoor de rijden verlaten , en , door doen drift vervoeren vinden zijn zijn , Te bits in het haaten , of te teder zijn in zijn ' minnen !	Emotion_Hatred_BodilyProcess_Love_Other
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.8	Achilles gramschap kosten zijn waardsten vriend hebben leven .	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.9	Nu woord hij weder door een nieuw toren drijven ; willen al onderstaan , tot koeling vinden zijn moede , eest in Held Hectors , dan in Agamemnons bloeden .	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.10	strijd hij dan voor de Griek , of voor doen Frigiaanen ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.12	ik ' liefde geven ik groot stof tot tranen .	Emotion_BodyPart_Love_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.13	torn ik ik Vaderland zien val , groot god !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.14	Waarom moeten gei ik torn bewaren ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.15	welk een honen hebben ik in het grieks heir , naar die tij , niet lijden !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.16	mare het wassen eest een beginnen vinden ik ' rampzaligheden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.17	Die hand , die mijn Heer , ik waarde Bedgenoot , Die mijn vriend , die ik ' broeder te dood brengen hebben , kussen ik zelf , o schande !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.18	en staan verliggen , die zijde ik ' vijand weerhoudt in hun zege .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.19	wassen het , al op een tij te verlies , niet genoeg Voor een ' rampzalig vrouw !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.20	mare neen , Brizeis dragen zij noodlot mede dulden , en denken , door vrome klacht , En een ' sneeuwwit deugd , die ramp te verzachten .	Aquiescence_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.21	mare , ach !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.22	die deugd lijden zelf ook schipbreuk in hebben einde .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.23	ik aanbidden de oorsprong vinden ik ' droefheid en elend ; ik smeken hij , mede tranen in het zichten , die hij zien wapen ' , Om het overschot ik land mede zijn legerknaapen Te val op hebben lijf , en gans te roeien uiten ; En ik zuchten , om die hij het oor voor ik ' bidden sluiten : Ja noemen hij zelf wreed , wild hij ik durven ontzeggen , doen stad , op ik verzoek , in puin en as te liggen .	Emotion_EmotionalAction_BodyPart_BodilyProcess_Sadness_Despair
huyd001achi01_01.TEI.2.text.body.div.div.sp.speaker.3580.s.1	cephize	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3585.s.1	doen vroomsten zieden zien het meest door het lossen geval bestreen gei zijn gene oorzaak vinden u ' wederwaardigheen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3596.s.1	zode nog Achilles ik beminnen , gelijk voor deze , het zijn zijn , ik hebben rijden om ik ' droefheid te genezen .	Emotion_Love_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3596.s.2	mare hebben gei niet zien , nog zelf vinden deze dagge , mede welk een tros , mede wat verachting hij ik zien ?	Emotion_Disgust
huyd001achi01_01.TEI.2.text.body.div.div.sp.3596.s.3	Hoe streng hij ik gebieden zijn bijzijn weder te ontvluchten ; En hebben gei hij , zelf op die woerd , wel een zieden zucht ?	Emotion_Despair
huyd001achi01_01.TEI.2.text.body.div.div.sp.3596.s.4	deze smarten ik het meest vinden al , die ik ik moeten zieden versmaden vinden hij , om wieden ik zelf mijn eer en plicht verraad .	Emotion_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3609.s.1	het wassen echter , om aan uw zijn ' trouwen minnen te toon , torn Agamemnon hij bestaan zode fel te honen , die hij de strijd verlaten , en rusten nacht en dagge , Hoe groots doen node ook wassen , daar hij wij al in zien .	Emotion_Love
huyd001achi01_01.TEI.2.text.body.div.div.sp.3609.s.2	hij klagen , die hij u zichten zode langen moeten durven .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3621.s.1	hij klagen , die hij geren ' voldoening kennen verwerven .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3621.s.2	Brizeis niet te zieden , wassen hij een ' klein smarten ; mare zode langen zonder wraken te blijven , treffen zijn harden .	Emotion_BodyPart_Sadness_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3621.s.4	hoe woord ik ' ziel thans tussen hopen en vrees drijven !	Fear_Emotion_Hope
huyd001achi01_01.TEI.2.text.body.div.div.sp.3621.s.5	weten gei niet , wat doen oorzaak tocht mogen wees , die Agamemnon ik belasten hebben , aanstonds weer Te karn na doen tent vinden mijn Held ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3634.s.1	Wanneer Achilles het sterflot vinden zijn halsvriend hebben vernemen , zijn hij , vervoeren vinden toren , terstond in het veld komen , Om weder te strijd te gaan .	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3634.s.2	Ik weten allee , die hij de Veldheer zijn ontmoeten in deze razernij , En hij gesprooken hebben in het aanzien vinden doen held .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3634.s.3	hebben overig zullen wij feniks mogelijk melde .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3634.s.4	Ik zien hij naderen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3640.s.2	hebben Achilles steeds doen les vinden die manna volgen , vinden wat al leeds hebben hij zien zelf bevrijden ?	None
huyd001achi01_01.TEI.2.text.body.div.div.stage.3646.s.1	brizeis , feniks , cephize	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3655.s.1	ACh !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3655.s.2	troosten ik in ik leiden , getrouw feniks !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3655.s.3	mogen ik ik op u ' komst verblijden ?	Joy_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3655.s.4	zijn zijn Achilles ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3655.s.5	zijn doen Veldheer ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3655.s.6	Om wat reden Zondt Agamemnon ik terstond weder herwaarts heen ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3666.s.1	droge uw tranen af , Mevrouw ; hout op vinden schreien hebben einde naderen vinden u ' ramp . ik durven ik vlijen , die , zode Achilles hebben geluk hebben , die zijn ' hand .	BodyPart_BodilyProcess_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3666.s.2	hebben vreselijk stalen in Hectors boezem planten , hij , die wij zijn wrok zode bitter deedt bewenen , zien in hebben korten weder mede de Veldheer zullen verenen .	Emotion_EmotionalAction_Sadness_Spitefulness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3682.s.1	het zijn zijn , Achilles hand zijn dapper : mare doen kracht vinden braaf Hector woord niet veiliglyk verachten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3682.s.2	alles deze doen grond zijn , daar ik ik ' blijdschap op moeten bouw ; ik bekennen , die ik op die hopen ik weinig durven betrouwen .	Joy_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3682.s.3	doen zode vinden Priam , mede doen wapen vinden ik Held , In het mijden vinden zijn volk , en meest vinden hebben veld , strijd mede te groots een moede voor Trojes hoog wal .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3682.s.4	En schonen hij het lossen geluk al tegen wild val , Hoe kunnen Achilles hand hij tocht beletten , die hij zijn woede ontwyke , en vluchten ' tot in doen stad ?	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3682.s.5	mare hebben Achilles mede de Veldheer rijden spreken ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.1	torn Hectors woedend hand Patroclus hebben doorstoken , begeven wij heir zien straks te vluchten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.2	doen Frigiaan dor op een nieuw zijn klauwen aan ons schip slaan .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.3	hij wassen rijden bezig , mede doen vlammen daar in te steker , Wanneer Achilles komen , om zijn vriend te wreken .	EmotionalAction_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.4	doen vorstin waar rijden vergaderen bij doen vlieden ; En pleegden t'zaamen raden , wat zij in deze node Te doel staan .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.5	Nestors en Held Tydeus braaf zoon Staan mijden in de kring , schonen zwaard kwetsen , en toon , zelf door zij voorbeeld nog , hoe elk zijn Vaderland behoren te dienst te staan .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.6	doen Veldheer , mede zijn ' hand In een sluier , zoeken , terwijl hij niet kunnen strijd , Door goed raden , doen vlieden en het leger te bevrijden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.7	In deze staan treden hij Achilles te moeten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.8	zijn oog schitteren vinden gramschap ; gans verwoed torn hij de Veldheer zien , en hij beginnen te naderen .	Emotion_BodyPart_BodilyProcess_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.9	hebben wraakvuur deedt hij het bloeden meer koken in zijn ader .	Emotion_BodyPart_BodilyProcess_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.10	hij vliegen straks na hij toen , en , slaan zijn hand Aan het zwaarte , barsten hij dus uiten : nul passen vinden het Vaderland !	BodilyProcess_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.11	boete , boete u lusten nu in Achilles heldentraanen !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.12	verheugen uw in het geluk de snood Frigiaanen !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.13	mare gei zullen uw niet langen verblijden in ik ' smarten .	Joy_Emotion_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.14	Verweer uw , of ik dryf uw het stalen door het snood harden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.15	doen schim vinden mijn vriend rusten eer niet , voor ik ' hand In het bloeden vinden Hector , en in het uw , zijn schande weder aanzien afwissen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3739.s.2	wat gaan ik aan !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3739.s.3	weerhouden hij niemand dan ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3739.s.4	hebben hij hebben stuc begaan ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.1	vrezen niet , Mevrouw .	Fear_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.2	doen wijze Ulysses , en doen held , Een afschrik hebben vinden zulk een ' wreedheid , stellen zien voor de Veldheer , die , tot zijn geluk , wonden , Niet machtig wassen , die hij die vijand wederstondt .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.3	Ulysses vatten hebben woerd , zoeken voor hij te beweren , Hoe hij zijn groot naam en deugd zullen onteren , zode hij hij aantastte , en dor kwetsen , die zijn ' hand brengen hebben buit staan , door het strijd voor zijn landen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.4	tonen hij in het kort ook , hoe doen Veldheer zijde genegen , zien weder mede hij te verzoenen ; hoe doen zege de Trojers zijn helpen vereisen voor doen vlieden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.5	Vorst Agamemnon zelf , bewegen door de node vinden het bang Vaderland , treden hij stoutmoedig nader , En spreken hij minnelijk aan : gei schelden ik voor verrader , Achilles ; ik , die al braden hebben , wat ik kennen , Op hopen , die ik in het einde u ' trotsheid een verwinnen .	Emotion_Pride
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.6	Ik doen ik plicht ; mare nog zullen ik uw klaar blijk doel zieden , hoe minnen ik denken , uw te verongelijken .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.7	zode spreken hij , en bevelen mede een , die ik uw aan zij zeggen , aanstonds na Achilles tent te gaan .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.8	Straks vliegen Achilles voor , en laten zien , onder het scheiden , Dus horen : groot god !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.9	wild mijn hand geleiden !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.10	gunnen ik het geluk , die ik , wanhopen en verwoed , ik wraakvuur blussen mogen in Hectors heldenbloed !	Emotion_Despair_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.11	Of , varen hij voor , zijn ogen op Agamemnon slaan , zijn het sterflot vinden die Held voor ik nog niet aanstaande , En kunnen hij mijn woede ontvluchten in die node , u bloeden zullen mijn vriend verzoenen , naar zijn ' dood .	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.12	gei zullen hebben offeren zijn , die ik voor hij zullen slacht .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.13	zode spreken hij ; en begeven zien , moedig op zijn ' kracht , Straks , mede hebben overschot vinden zijn bende , na hebben heet vinden de strijd , hebben groot vinden het gevaar .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.14	k verwachten de Veldheer hier , die , knarssende op zijn ' tand , nog roemen , tot heil vinden het landen , zode groots een ' smaad en schande Te leiden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.15	echter doen hij goed , alles u Held , Die zijn land welvaren minnen , alles eigen glorie , tellen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3820.s.2	ik vriend ; ik zullen de eerst mens nog vinden , Die zien door gene drift nog hartstocht laten verblind .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3820.s.3	Hoe schonen , hoe heerlijk zullen Achilles heldendeugd Niet blinken door het heelal ; indien hij vinden zijn ' jeugd Wat minderen hebben betrouwen op zijn ' gevreesde kracht !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3820.s.4	Nu willen hij , die hij elk , alles zijn Heer , zullen acht , Om die doen godsspraak hij voorspellen hebben , die zijn ' hand hebben moedig Troje zullen doel val in hebben sant .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3820.s.6	gei weten ik ' liefde , en kennen zijn aarde en zede .	Emotion_Love
huyd001achi01_01.TEI.2.text.body.div.div.sp.3820.s.7	mogen ik staan maken op zijn ' gunst en tederheden ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3820.s.8	beminnen Achilles ik ?	EmotionalAction_Love
huyd001achi01_01.TEI.2.text.body.div.div.sp.3820.s.9	hebben ik wel het minst delen In zijn toren hebben ?	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3826.s.1	nul ja , Mevrouw ; zeer velen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3826.s.2	Ik hebben hij dikwijls , om u afzijn , horen klagen .	EmotionalAction_Loss
huyd001achi01_01.TEI.2.text.body.div.div.sp.3826.s.3	gei kunde , geloven ik , gei kunde hij allee behagen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3831.s.1	deze stellen ik weder rusten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3831.s.2	Ik vrezen in deze staan , die zijn liefde ook wassen wijken voor zijn haten .	Fear_Emotion_Hatred_Love
huyd001achi01_01.TEI.2.text.body.div.div.sp.3835.s.1	Ik zien de Veldheer vinden hebben grieks leger komen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3845.s.2	die de trots aarde de mens kunde betomen , En dwingen na u zijn !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3845.s.3	behagen uw ik gebed , bevredigen hebben gemoed vinden Held Achilles mede de Koning vinden Mycene , op die ik zelf met ik ' blijdschap eindlyk zien herbloeien door zij wreed !	Joy_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.stage.3853.s.1	agamemnon , mede zijn ' recht hand in een sluier , brizeis , ulysses , feniks , cephize .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.speaker.3855.s.1	agamemnon	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.1	MEvrouw , hebben loten moeten zien verklaren in hebben einde .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.2	wie sneuvlen deze dagge in doen algemeen elend , Of zieden de traag vallen vinden Trojes muur naderen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.3	Achilles , die hebben bloeden aan het koken raken in doen ader , Op het horen vinden doen dood vinden zijn waardsten vriend , rechte thans een bloedbad aan , terwijl hij , gans verblinden Door wanhopen , en door rouw verwoed , en uitlaten , Door het veld vliegen .	Emotion_BodyPart_BodilyProcess_Sadness_Despair_Anger_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.4	Duizend vinden doen dapperste soldaat zijn niet bekwaam , hij te weerhouden in zijn varen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.5	zode het gunstig noodlot thans die groot Held niet sparen , zode mogen wij wij , bedekken mede oneer en mede schande , begeven mede doen vlieden na afliggen ' strand .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.6	ik bekennen hebben ongelijk , die ik hij hebben braden ; En mogelijk weten gij , die , torn hij te strijd zij gaan , hij ik ontmoette ; mede wat dolheid , mede wat toorn , hij ik zijn fel haten , en zuchten tot wraken deedt horen ; Hoe hij ik zelf , hebben Ulysses het niet beletten , zijn bloedig zwaarte alreeds hebben op doen barsten zetten .	Emotion_Hatred_Anger_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.7	ik weten , ik hebben niet velen goed vinden zijn komst te wacht .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.8	ik zullen echter pogen , om zijn ' gramschap te verzachten , Hier blijven , tot ik hij zien karn uiten hebben veld , En niet meer vrees voor zijn ' woede , nog wellen .	Fear_Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.9	de ramp , die het grieks volk nu zode langen hebben lijden , hebben ik voortkomen zieden uiten ons onenigheid .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.10	deze twisten hebben hij en ik rijden duur genoeg staan .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.11	het woord tij , die elk vinden wij zien eenmaal zien voldoen , die wij wij bevredigen , en het grieks leger toon , Hoe zeer wie wensen , heen in het einde te verschonen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.13	wat kunnen ik doel , het geren ik niet hebben bezoeken ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.14	Wat hebben die wreed tot bedaren ooit brengen ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.15	die toomeloozen , die , door ijdel gedachte vervoeren , wanen , die hij elk , gelijk een God , moeten acht : schonen ik vinden het algemeen , na billijkheid en eisen , alles Hoofd vinden het grieks heir benoemen zijn op deez ' reizen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.16	Doch het gaa , zode het willen !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.17	ik zullen ik ' vijandschap vergeten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.18	En , god , hebben ik ik in mijn plicht gekweeten ; zode zijn ik ' ziel rusten , en zullen , zelf naar zij ' dood , Vertroosting vinden in u ' goedheid , daar geren node , geren ' wraakzucht vinden een mens ik immer zullen doel beven .	Fear_Emotion_BodilyProcess_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.19	ik veel rijden die bitter haten uiten ik gemoed verdrijven .	Emotion_Hatred
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.20	ik veel een ' voorspelling vinden een heerlyker geluk .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.21	die dan Achilles het zwaarte in Hectors boezem drukk ' , Op die doen vijand zien een voor wij vernederen , En griek in hebben einde ....	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3927.s.1	ik zien Alcimus , ik ' heer .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3927.s.2	het schijnen uiten zijn ijver , of een ' zaak vinden groots gewicht hij aanperst .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3927.s.3	ik lezen doen vreugde uiten zijn vernoegd zichten .	Joy_Emotion_BodyPart
huyd001achi01_01.TEI.2.text.body.div.div.stage.3932.s.1	agamemnon , ulysses , brizeis , feniks , cephize , alcimus .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3939.s.1	nooit zagen gei d'ondergang zode naar vinden Trojes wal , ik Heer .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3939.s.2	doen Hemel geven die zijde in het kort val !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3945.s.1	Wat tijding brengen gei wij ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3945.s.2	spreken , Alcimus .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3945.s.3	wel aan : verhalen ik in hebben korten , hoe al zijn gaan .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.1	gei zagen hoe Peleus zode , verwoed door wraken en toorn , de vijand vallen op het lijf .	Emotion_Anger_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.2	zode ras doen Trojers horen , die hij weder in hebben veld keren zijn , en hij zieden , zien ik heen gans verbazen na hun vasten vlieden .	Emotion_Wonder
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.3	doen schrik wassen algemeen .	Fear_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.4	hoe Hector schreeuwen en razen , het wassen al vruchteloos .	EmotionalAction_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.5	zijn ' stemmen kennen die verbaasd Niet weerhouden , nog doel stilstaan in zij vluchten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.6	doen griek heffen een gejuich aan , die doen luchten weergalmen aan al kanten , waardoor doen vijand meerder verslagen woord .	Joy_EmotionalAction_Pride
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.7	het wassen nu geren strijd meer ; het wassen velen eerder Een schrikkelijk moord .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.8	geren twintig griek zijn kwetsen , daar duizend vinden Trojers , door doen pijn , En het mis vinden zij bloeden , verzwakken , hebben veld beverven .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.9	Die het niet ontvluchten kunnen , mogen geren ' genae verwerven .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.10	Achilles midd'lerwyl zoeken Hector .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.11	deze Held , Die niet gewoon wassen , zonder weerstand , hebben veld Te ruim , wijken ; mare zode , die hij , zelf onder het wijken , velen , die hij naderen , doen storten op doen lijk .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.12	mare hebben hij minderen moede , en meerder vrezen , hebben , liggen wassen hij mede zijn volk komen in doen stad .	Fear_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.13	doen Koning Priam zelf , op het hoogst vinden zijn ' wal stijgen , zien zijn volk , d'een naar de ander , val ; laten straks , om meerder schade en onheil te verhoen , doen poort ontsluiten , om de vluchteling hebben woeden de Griekschen legerknaaps , zijn het mogelijk , te onttrekken .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.14	doen dapper Hector , die zijn roemen niet willen bevlekken , komen vluchten achter aan , en strijd nog , daar hij vluchten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.15	Achilles volgen hij naar , en doen doen ruim luchten weergalm op zijn naam : doch weten hebben zode te maken , die Hector eindlyk niet weer bij zijn volk kunnen raak , nog naderen aan doen poort ; snydt hij de toegang af , En wapenen zijn arm tot een ' gestreng straffen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.16	het verbaasd volk , die rijden het geweer hebben wegge smijten , hebben ook het gevaar vinden die beminnen Held vergeten , En , durvende zijn ogen niet wonen achter uiten , laten hij Achilles woede en raazerny te buiten .	Emotion_BodilyProcess_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.17	hij roepen vergeefs om helpen , ontsluiten te laten zijn oog , En zien zijn ' reukloosheid .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.18	doen griek , nog bewegen Door het droevig noodlot vinden Patroclus , val aan , Om al te gelijk zijn moorder te verslaan .	Emotion_Moved_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.19	mare neen : Achilles deugd kunnen deze wellen niet leiden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.20	zijn ' wraken willen , die hij zelf allee mede hij zullen strijd ; verbieden zijn ' troep hij te naderen , en treden na zijn vijand toen , de oorsprong vinden zijn lijden .	Emotion_Vindictiveness
