noms001mich01_01.TEI.2.text.body.div.head.282.s.1	Michiel Adriaansz doen Ruiter , treurspel .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2341.s.7	nooit zullen gij om een ' manna zode laai vinden stam alles hij ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.2344.s.1	doen ruiter , mede snelbeid bem bij doen hand nemen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.1	denken gei wel , Valkenburg !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.2	die gei spreken tegen ik ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.3	Die liggen , ( horen deze vinden ik , zode gei het niet hebben vernemen , ) zijn uiten velen laag bloeden dan het zijn zijn voortkomen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.4	Ik wassen gemeen matroos , hij wassen gemeen soldaat ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.5	doen deugd , doen heldenmoed , geren afkomst redden een ' staan .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.6	doen manna die mede uw spreken kunnen daar bewijs vinden geven : ik hebben vinden een stuiver dag , alles baangast , moet leven , En het loten vinden koning , ( wat spijt voor het aadlyk rotten ! ) zijn nu in mijn hand , zode zeldzaam werken hebben loten .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.7	doen Hemel kiezen , te spijt de aadlyke onverlaat , zijn werkuig na zijn ' willen , uiten al mens staat .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.8	doen worm , en doen adelaar , doen bodem en klein planten , beschouwen hij mede een ogen , alles het werken stuc vinden zijn hand .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.9	doen zandkorrel zijn zijn werken , gelijk doen bal de aard .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.10	In het korten , doen deugd allee bepaald de mens waard .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.11	doen dwaas zijde mede geboorte en edel bloeden vleien .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.12	Geboorte zijn inderdaad slechts een toevalligheid : zijde kunnen niet tot verdienste wij worp toerekenen , Zolang wij leven niet door weldoen zijn tekenen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.13	geren sterfling hebben zijn ' stam , zijn afkomst in zijn macht ; doen Hemel schikken wij loten , die geven wij wij slachten .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.14	doen manna die op zijn lezen of schoonheid zijn hovaardig , zijn het voorwerp vinden elk spotten , en zijn bespotting waardig , Die op geboorte pogcht verdiend die minderen spotten , Daar doen adeldom , alles het schonen , een gul zijn vinden hebben loten ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.15	laten bord ontvangen mede wij vinden eene hand hebben leven : hebben hij hebben frans bloeden te ver ' vinden het spoor drijven , hij zijn daarom niet minnen ik teder ontferming woerd ' .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.16	zode hij te sparen zijn , dienen hij , alles mens , sparen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.17	Ik zullen de raden voldoen , ik zullen uw vergenoegd , En tevens zullen ik ik na ik beginsel vroeg .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.18	gei , wild gei in u ' rank voortaan aanbidlyk zijn , verlaten u woest begrip , vergaap uw aan geren ' schijn .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.19	wezen mens : deze smeken ik uw .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.20	Ik willen uw niet vernederen , mare vergen uw slechts een zaak : komen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.21	leren vinden ik regeren .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2386.s.1	doen ruiter , doen jong valkenburg , valkenburg .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.1	Indien , gelijk weleer , doen stemmen de droefenis , ( doen groot walgelijk ! ) uw noch behaaglijk zijn , mijnheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.2	duld die een manna die het groot delen zijn leven mede roemen slijten in zijn land dienst , in krijgen en rechtbank tevens , wie streng zuchten voor het rechte ontelbaar maal blijken ' , uw , schreijende , om het behouden vinden u ' gevangensineek ' .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.3	het zijn zijn , ik hebben hij weleer te straffen doel overgegeven , mare ik voldoen allee de plicht ik voorschrijven : ik wassen recht ; door ik ' eed binden aan doen weten , dringen door de node , en tevens aanzetten Door zijn tijd omstandigheid , die geren genae gehengde , dewijl hier dikwyls het volk zijn bloeden in tweestrijd plengen , En durvende in zijn land node een ' raden , geneigd te straffen , Niet weerspreken in hebben vonnissen die hij geven , moeten ik een ' oorlogsman , beschermer vinden ik leven , In weerwil vinden ik harden , te doodstraffe overgegeven .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.4	u edelheid begrijpen die zode ik aan deze stranden u ' tocht vernemen hebben na deze dreigen landen , Ik zeker vinden ik ' pos niet eer ik hebben ontslaan , Voor die ik nederland vlieden en uw hebben op zieden dag , En die ik dus doen straffen , op deez ' of gunnen schijn , schorsen hebben tot u komst , wat ook het gevolg mogen zijn .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.5	Thans , door hebben loten verrassen , versteken vinden vermogen , zijn al ik troosten u deugd !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.6	doen ruiter mededogen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.7	bestaan laten bord velen , hij zien zijn echtgenoot , Mishandlen , en daarby zijn eigen honen wassen groots .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.8	Ik twijfel of niet elk , zode fel tot toren ' drijven alles hij , doen grimmigheid en wraken gehoor zij geven .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.9	hebben frans volk zijn fier , zijn bloeden worden liggen verhitten ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.10	denken die doen mens vertoornen bezwaarlijk zien bezitten !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.11	voegen hier opmerksaam bij die niemand wij vertonen , die deze gevangene ooit een ' enig ' sterfling hoonde : hij zijn bekennen voor fier , mare heus .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.12	zijn harden zijn teder ; die vinden zijn ' hooner wassen hebben tegendeel , mijnheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.13	doen wereld kennen hij voor twistziek , liggen genegen bij wieden zijn vriend niet wassen baldadigheid te plegen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.14	nog meer , laten Bordes dienst aan deze gewest braden , verplichten wij die niet zacht mede hij te werken te gaan ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.15	zijn het heden tij om bloeden te storten , of te sparen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.16	hij zijn een oorlogsman : indien wie hij bewaren , Wat hebben uw edelheid te wacht vinden een ' manna vinden wie erkentnis ik zien het all ' beloven kunnen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.17	zijn leven , eedle held !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.18	door uw gul beveiligen , zijde aan u ' dienst , te dienst vinden Nederland , heiligen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.19	Doch zijn all ' het geren hij hebben voor ik en het landen bestaan , Te weinig om de held doen dood te doel outgaan , Welaan !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.20	ik dienst , ik trouwen , de staan zolang blijken , zijde het rechte vergunnen een gul vinden uw hand te smeken : ik schenk ' , te lot vinden het geren ik hebben voor het landen verrichten , genadig aan hij die ik behouden bij het levenslicht .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.21	En om u gul deze landen altijd te doel gedenken , zullen ik doen helft ik goed te nut de armoede schenk .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.22	ontzeggen die bede niet aan een ' trouwhartig ' manna , Die , zonder tros te zijn , zichzelv ' beroemen kunnen die hij deze rijk kussen belangeloos regeren , En het aanzien vinden wij volk bij het heidendom vermeerde .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.2444.s.1	zien aan doen voeren de admiraals werpen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.2453.s.1	doen ruiter , hij omhelzen , en opheffen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2459.s.1	staan op , eerwaard held !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2459.s.2	uw eedle erkentenis vragen ik niets dan de prijs die zijde hoogst waardig zijn .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2459.s.3	u landvoogdy wassen het eelst die ik deze volk kennen wensen ..	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2459.s.4	ik vinden velen groot , mare slechts weinig eedle mens !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2459.s.5	Ik zullen ...	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2464.s.1	doen ruiter , valkenburg , doen jong valkenburg , een hoofdman .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2475.s.1	Op u bevel zijn hier doen raden byeen , mijnheer , en wachten u ' lassen om in deze zadel te treden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2475.s.2	mare burger en soldaat , door ongeduld bezitten , verlangen uiten u ' mond laten Bordes loten te weet , rotten saam ' bij deze kasteel , en elk vinden wij raden liggen de wensen vinden het zuchten harden uiten zij bedrukt zichten .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2475.s.3	doen menigte groeien aan ; terwijl laten Bordes gade , nabij doen poort die dringen tot schreeuwen om genadig .	None
noms001mich01_01.TEI.2.text.body.div.div.head.2478.s.1	Zevende toneel .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2480.s.1	doen ruiter , valkenburg , doen jong valkenburg , mevrouw laten bord , een hoofdman .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.1	verschonen een vrouw , mijnheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.2	die , door zij smarten verheerd , Onaangemeld verschijnen , en stout gehoor begeren .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.3	doen raden zijn rijden bij een , u strengheid zijn blijken , Dus komen ik voor laten bord uw geren genadig smeken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.5	ik hebben horen hoe gei de tweestrijd doemen , En die laten Bordes wraken bij uw worden moord genoemd ; ik weten die , ( ik wassen hebben zelf die deze terstond ontdekken , ) doen jong Valkenburg uw hier te raadsman strekken , En het zijn ik wel bewust die gei , zode gei hij horen , ik ' echtgenoot op nieuw zullen doemen tot doen koord .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.6	Ik twijfel daaraan niet , gei zullen hebben vonnissen vel ; Dus kunnen het ik witten niet zijn uw door gesmeek te kwellen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.8	volstrekt bewust vinden uw zuchten voor het rechte , Die ik benepen harden thans al hopen ontzeggen , willen ik uw aan deze kussen gelegenheid verschaffen die gei u ' roemen , mijnheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.9	vergroten kunde door straf .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.10	zode gij op het beledigen rechte te wreken glorie dragen , Wat roemen baard uw doen straffen vinden zij die het rechte belagen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.11	Ik , ik allee vervallen deez ' dagge tot die verwoedheid : Ik hebben het rechten belagen : misbruikende al doen goedheid vinden grijs Valkenburg , zoeken ik ik ' echtgenoot Door een strafwaarde list te onttrekken aan doen dood : Ik bieden hij ik gewaad om het ogen de wachten te ontvlieden , Doch hij wild op die wijze ' geenszins zien helpen zieden bleden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.12	Die weigring treffen ik harden , en spoorde op het sterkst ik aan Tot een nog stout , doch strafwaardiger bestaan : Ik wild in het naast bos het Fantynsche volk beroeren ; Ik wild alles hoofdmannin hebben na deze muur voer , laten bord redden , all ' wat ik hierin weerstaan doel sneuvlen , of , vol moed , zelf sneuvlen op deez ' grond .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.13	Om ik , om ik allee zien hij zijn barsten bestrijden , allee mijn eer te wraken zijn hij brengen in het leiden ; hij doen voor ik het geren ik niet voor myzelf kennen doel ; Dus wild ik , tros het rechten , hij voor doen dood behoen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.14	Ziedaar wat strafbre drift ik moedig harden beroerd !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.15	danken ik ' gemaal die ik ik opzetten niet volvoerde : hij hebben bewerken , te spijt de drift die ik bezielen , die Valkenburg ik hier in heus gyzling houden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.16	komen , straffen , schonen het ik zijn mislukken om hij het rechten te ontrukken , de kwaad willen , mijnheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.17	doen voor het rechten ik bukken ; tonen die gei zelf de willen vinden het kwaad u gul ontzeggen , Vereeuwig dus u zuchten voor doen eer vinden het heilige rechte : wan bij zode streng een ' held zijn het zeker kwaad heten , die ik voor ik ' gemaal zode velen ik willen vermeten .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.18	doen meer : voorkomen terstond , in zijn land verwarren staan : het Ontwerp door ik beramen , zode gei ik in vrijheid laten : wan zode het ik zijn mislukken laten Bordes boeien te breken , het zijn ik nog niet beletten laten Bordes dood te wreken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.19	Ikzelf , ik klagen ik aan : ik dierbare echtgenoot Getuige , in het sterven zelf , wat ik voor hij besluiten .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.20	hebben volk , door ik geween rijden tot gemor bewegen , eisen ik ' gemaal behouden , luidkeels , mede schreijende oog : ik invloed op deze volk , zij deel in ik pijn , tonen een ' gestrengen raden wat eens zijn loten kunnen zijn ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.21	bewaren hij ; en , indien gij u glorie stellen in straf , ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.22	wild gei het dreigen landen een zeker rusten verschaffen , voorkomen ik woede .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.23	Ikzelf hebben uw ik feit ontdekken , ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.24	kunnen het zijn , ontruk ik het liggen , die ik te walgen verstrekken !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.1	doen wanhopen hebben u ' geest te ver ' vinden het spoor drijven .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.2	ik kunnen doen wanhopen liggen een dreigement vergeven !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.3	het zijn u geluk , ik kind !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.4	die ik doen drift kennen , die ik myzelv ' bezitten ... die ik doen Ruiter zijn !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.5	het zij ik niet moeilijk zijn om uw mede grond te toon die u Fantynen , en al die deze kussen bewonen , Volstrekt onmachtig zijn een enkel ogenblik , te nadeel vinden het rechten , ik harden te slaan mede schrik .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.6	doen wanhopen , inderdaad !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.7	doen uw uzelf bezwaar .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.8	gei durven ik een ' toeleggen die ondoenlijk zijn verklaren !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.9	laten bord zijn hier geren manna die alles getuige gelden , En niemand straffen een ' willen nog niet te werken stellen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.10	gedeeltelijk zijn ik u witten , rijden voor u komst , blijken ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.11	het lusten ik niet lang vinden u vreemd ontwerp te spreken !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.12	ik zullen ik gemoed voldoen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.13	wachten hier u vonnissen af , En oordelen of deze harden bedragen scheppen in straffen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.14	die straks doen raden verschijnen ' .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.15	gei zullen getuige wees Of iemand vinden ik ' aard ooit nodigen hebben te vrees .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.2569.s.1	hij luisteren valkenburg iets in het oor , waarna bij tegen de landvoogd vervolgen :	None
noms001mich01_01.TEI.2.text.body.div.div.head.2575.s.1	achtste toneel .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2583.s.1	doen ruiter , doen jong valkenburg , mevrouw laten bord , laten bord .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2583.s.2	Raadsbeeren , hoofdlieden , en soldaat , aan de ingang .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2583.s.3	doen raadsbeeren plaats zien in twee rei , te recht en linker zijden vinden de admiraal en de landvoogd .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2583.s.4	laten bord en zijn gemalin plaats zien tegen elkander over , vooraan op hebben toneel , waarna valkenburg , mede een ' degen in doen band , verschijnen , en zien aan doen linker zijden de admiraals plaatsen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.1	Ik hebben , doorluchtig raden , mijn achten dubbel woerd ' !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.2	zien wat wanbedrijf de schuldig bezwaren ; En tevens inzien , na het voorschrift mijn plicht , Wat u ' gevangene schuld mede rijden kunnen verlicht .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.3	doen landvoogd hebben deze zaak niet in ik hand stellen ; Neen , zij zijn ik door doen vrouw de schuldig gemeld .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.4	hebben vonnissen die gei gaaft steunen en op weten en rijden ; gei doen de schuldig mede rechte te strafplaats tred ; En daar aan het vonnissen niet volkomen zijn voldoen , Drongt gei , mede rechte , op nieuw op die voldoening aan .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.5	deze wassen u plicht .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.6	hebben hoofd vinden deze dreigen strand , eisen u ' gevangene bloeden nog heden vinden ik hand ; hij geven in zuchten voor het rechte , in strengheid , uw niet toen : Thans eisen ik harden vinden ik die ik ik ' plicht voldoen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.7	Indien mijn uitspraak een ' de rad mogen mishagen , hij voegen daarom geren ' haten de landvoogd toen te dragen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.8	zode zij iemand , alles een lid de raad , mishaaglyk schijn ' , ik hopen die zijde hij alles mens niet zullen mishaaglyk zijn .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.9	gei stoten een ' manna te neder , door gramschap aandrijven , gei hebben hij op de grond verwoed een winden ' geven , doen raden dringen , na doen weten , rechtvaardig op u straffen ; Doch daar doen Hemel uw bewijs vinden bijstand geven , En uw , alles zijn ' het een lot vinden het geren gei voor deze land verrichten , op het wonderbaarst rukken te uiten de beul hand ; Daar gei u opperhoofd , zelf mede u lyfsgevaard , zode loffelijk hebben ontrukken aan zijn beulenschaar '; Daar gij onvoorbeeldlyk wreed in gade en eer beledigen , En enigszins uiten node , die beide hebben verdedigd ; Daar gij alles een eerlijk manna doen waarheid hebben verklaren , En zelf betuigen die gei , schonen gei onkundig waard die gei u ' vijand wonden in het sant te neder slaan , Rechtvaardig hebben verdienen daarvoor u straffen te dragen , En rijden het schavot betreden , zelf zonder mortery , laten ik , op zijn hemel spoor , uw mede de doodschrik vrijen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.10	leven !...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.11	Edelmoedig held !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.12	u deugd ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.2607.s.1	Tegen laten bord .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.2627.s.1	mevrouw laten bord , mede vervoering .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2655.s.1	laten ik spreken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2655.s.2	u moede zijn Valkenburg , u trouwen zijn het landen blijken : maken , door het gebruiken vinden beide , op nieuw , wanneer gei strijd , die elk doen Ruiter danken ' die hij uw hebben bevrijden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2655.s.3	ik herstellen uw in u ' rank .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2655.s.4	aanvaarden vinden ik deez ' degen : gebruiken die in zijn land dienst , trekken Englands bende tegen ; mare denken die niets uw eren , hoe stout gij u ' vijand tarten , Dan een bezadigd aard , en een menslievend harden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2655.s.5	Ziedaar ik ' streng aard : gade , doen thans u Fantynen , ik geven uw daar vrijheid toen , tot ik bederven verschijnen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.2646.s.1	hij geven laten bord hebben geweer , waarmee valkenburg zijn uitkomen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2676.s.1	o Held !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2676.s.2	beschamen ik niet : ik zullen heen geleiden , ja !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2676.s.3	mare tartende , in u ' dienst , al oorlogsongenae .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2676.s.4	doen Ruiter !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2676.s.5	eedle ziel !... u deugd verdiend rechtvaardig ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2676.s.6	mare het mensdom zijn geren ' vorst alles held doen Ruiter waardig .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2676.s.7	o ik gemaal !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2676.s.8	deze ziel voelen uw erkentenis , Die door u traan spreken , meer dan uitdruklyk zijn .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2676.s.9	laten wij die steunen de land alles ons vader eren .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2676.s.10	Ziedaar hebben zijn geluk vinden mennen die regeren !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.2661.s.1	hij mede verwondering aanziende , en in traan uitbarsten .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.2674.s.1	zijde ombelst , nevens zij ' gemaal , doen voeren de admiraals .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.2674.s.2	doen ruiter , naar heen te aanzien opgehest , nemen heen beide in zijn arm , terwijl hij , mede nadruk , en in verrukking , tegen de landvoogd vervolgen :	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.2679.s.1	laten bord , snikkende .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2684.s.1	doen tranenvloed , o held !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2684.s.2	die ik u deugd ontwrong , En die ik nog ontvloeien , boeien mede ik harden ik tong , deze klink , zwaaien te dienst de redder vinden ik leven , zullen nooit dan mede ik kracht in het veld ik vuist begeven .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.2688.s.1	valkenburg , tegen mevrouw laten bord .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2690.s.1	Hoe juichen ik harden , ik kind , bij het vlijen vinden u pijn !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.2694.s.1	doen jong valkenburg , uiten een diep gepeins bekomende , tegen de admiraal .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2696.s.1	hebben loten schenken ik een ambt ; gei leren ik het woerd ' te zijn !	None
noms001mich01_01.TEI.2.text.body.div.div.head.2700.s.1	laatst toneel .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2702.s.1	al doen vorig , en doen hoofdman .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.2705.s.1	doen hoofdman , schielijk uitkomen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2712.s.1	Daag op , mijnheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2712.s.2	aan het hoofd vinden uw waterscharen : wie zieden een kloek vlieden wij naderen lang doen baar .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2712.s.3	zode velen wij ogen kunnen zieden , wenden zijde zien Oostwaarts heen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2712.s.4	het Fantynsche volk rukken aan , het zijn al op doen been , Om zode het doen Britsche vlieden geluk mogen te land ; mede nadruk zijn vijand volk te ontvangen op doen strand .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.2716.s.1	doen ruiter , tegen laten bord .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2725.s.2	thans wissen u drift , in het landen te dienst te staan , hebben kwaad uiten die zijde doen , door eens te ver ' te gaan .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2725.s.3	Wat wij betreffen , mijnheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2725.s.4	laten wij doen wereld lederen die wie doen kunst verstaan vinden strijd en regeren , En die menslievendheid , geren rank , geren aadlyk bloeden , hebben zijn sieraad zijn vinden de manna vinden eer en moede .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.2720.s.1	Tegen de landvoogd .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2727.s.1	EINDE .	None
noms001mich01_01.TEI.2.text.body.div.div.cf.p.2731.s.1	doen Gecommiteerden tot doen zaak vinden de Schouwburg aanzien , volgens Octroy door doen heer staat vinden Holland en Westvriesland , de 5den November , 1772 .	None
noms001mich01_01.TEI.2.text.body.div.div.cf.p.2731.s.2	aan heen verlenen , hebben rechte vinden deze privilege , allee voor de tegenwoordig Druk vinden MICHIEL ADRIAANSZ doen RUITER , Treurspel , vergunnen aan Jan Helders .	None
noms001mich01_01.TEI.2.text.body.div.div.cf.p.2734.s.1	In Amsteldam .	None
noms001mich01_01.TEI.2.text.body.div.div.cf.p.2734.s.2	de	None
noms001mich01_01.TEI.2.text.body.div.div.cf.p.2736.s.1	September , 1780 .	None
