hoof001achi01_01.TEI.2.text.body.div.head.500.s.1	P.C. hoofd speld vinden  Achilles en Polyxena	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.35	doen Prins vergeven t ' ik nu , doch hij en denken niet slecht t ' gemeen volcxs schade dan s ' dochter dood , de hei vergelden mede hebben bloed d ' ontvangen heerschappij .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.36	doen moer hebben bij haar haar dochter wtvercoren , Die ik bedriegen mos , wan rad wassen verliezen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.37	Ulysses zand ik heen , ik hebben allee bestaan ; Op welk plaats wanneer die Aiax wassen gaan , doen schip liggen nog wel op doen winden en wacht , t ' zijn soud ' doen prins meer dan t ' gemeen goed acht .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.38	ik ginck te Troien ook wtrechten alles gezant doen zaak , ik vertrouwd vinden hebben gemeen land .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.39	ik komen aldaar de raad en al doen prins zat .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.40	ik claechde Paris aen , heraijschde vrouw en schat .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.41	Antenor op wij zijde ' creeg ik , een coninxs stemmen , mare Paris en doen geren , die schuldig zijn mede hij , aanzien haar hand nauw vinden ons mogen onthoude , t ' welk , Menelaus , ghij zowel alles ik aenschoude .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.42	vinden wij gemeen node wassen die de eerst dag .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.43	ik hebben meer wtgerecht , dan ik vertalen mogen In deze lang crijch mede wijselijk doel en raden , wan t ' sinds hebben slaan , geschieden alles wijden te landen treden , Schuijlden doen vijand langen cleenhartich in doen stad .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.44	wijden aanzien eest deze jaar middel om slaan gehadt .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.45	god sijdij enten gevecht , mare wat sijdij daar buiten ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.46	smeren hebben ik uw moet in een kas sluijten , gelijk alles hebben geweer , tot dat komen doen tijd , die ik uw bruijcken mogen te veld ' in openen strijd .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.47	wan waartoe dienen ghij ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.48	dan , vraechdij wat ik drijve ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.49	doen vijand liggen ik laag en ons schanse stijf , Tot s ' lang crijchs verdrag geeff ik doen gans moeten .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.50	Hoe zijde wapenen , hoe zijde moet zijn te voeden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.51	Hierin ik onderwijs en raad ' haar tallen staan , Off warren voor gezant nu hier nu daar zenden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.52	doen koning hebben gedroompt , die hij Juppijn boten Te karn t ' huijswaerts mede doen geheel vlieden , En kunnen door de nader vinden god liggen elk bewegen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.53	die Aiax zien vertoog en zetten hij daar een tegen , En vechten al wat hei mogen !	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.54	waarom beletten hei niet die ijderman omt zeer fluxs na doen schip vlijt ?	Fear_EmotionalAction
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.55	te wassen niet groot voor hij , die stadig groot kont spreken .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.56	mare wat ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.57	hei vlucht selff , en zijn aent strand wijken .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.58	ik zien hebben zelf aen en schaemdet ik te zien .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.59	ik roepen terstond : wat dingen doen uw , gezel , vlijen En Troien half gestoord lossen laat uit uw hand ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.60	Wat voeren ghij doch na huijs dan een buijt vinden schande ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.61	mede deze woord keren ' ik al hebben volk allee En Agamemnon roepen terstond de hopen bij een .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.62	Een woord en dor ghij doel , o Aiax , niet vermelden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.63	Thersijtes en ontsach doen prins niet te schelden , mare wereld vinden ik bestrafft ; k ' zijn opgereesen voor En doen ' hebben volk zijn moed weder grijpen door ik woord .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.64	Al t ' geren , die t ' sinds die tijd dan Aiax hebben bedreven , komen ik altsaemen toen , ik hebben hij uw geven .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.65	alles hei tijgen op doen vluchten , doel hebben ik hij keren .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.66	mare wat griek isser doch die uw achten off begeren ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.67	Wat Diomedes doen , die doen hei mede ik t ' saemen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.68	zijn een klein zaak die hei ik achten bekwaam , En kiezen ik tot gezel uit zo velen duizend manna , alles enen die hij goed in al helpen kan ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.69	te wassen ik beurt niet , nochtans nemen ik bij nacht gevangene zijn vijandts spie , die ik ook om brengen , na die ik al de raden vinden Troien hebben verstaan .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.70	mede ik beleeffde ' lof mogen ik te rug gaan , wassen lijckwel niet te vreen , mare alles een vroomheijts pleeger , vermoorden ' ik Rhesus mede zijn selschap in zijn laag .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.71	Dus komen ik hier , naedien ik hebben ik wil wens , Op zijn waag selff alles een zegenen Prins .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.72	Weijgert ik t ' wapen , goed uw gul tot Aiax wonen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.73	ik hebben mede ik zwaarte vernielen Sarpedons bende , Iphetides en Ceranos ik vlucht doen , Alastor , Chromius en ook Alcander mede , Noemen en Pritanus , Halinus vinden gelijk , deze moeten altemael voor mijn aenval wijken .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.74	Dan toon , Charapos , en Ennomos en voor Chersidamos hebben ik mede deze hand vermoorden , En menig slechten soldaat ; ook zijn ik niet verlegen Om uw te toon die ik wond hebben gecreegen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.75	doen plaats daar zij staan , o burger !	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.76	haar versieren .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.77	geloven geren woord , niet diemen liggen schonen versieren .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.78	zien doen litteken hier , deze zijn doen barsten , gezel , Die ' ik voor gemeen nut zo dikwijls hebben gaan stillen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.79	mare Aiax hebben zijn bloed zo menig jaar sparen , En hebben zijn groot barsten vinden wond wel bewaren .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.80	Dan , die hei hebben beletten doen griecse vlieden te schenden , zijn die zo groot zaak ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.81	die willen ik wel bekennen , wan te verduijstren t ' god en wassen noijt ik bedrijff .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.82	mare die hei d ' eer zien allee niet toen en schrijff .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.83	Patroclus , die dekken wassen mede Achilles wapen , hebben ook weren de branden , tot wij bederff geschapen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.84	hei wanen , die hei allee een harden hebben ' in zijn barsten , die Hectors toren fel stoutlijck verwachten dor , hebben koning en mede ik Achilles selff vergeten , aldaar hei in de raad doen negenst ' zijn geseeten , En boven dander nergens om dan door hebben loten .	Emotion_Anger
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.85	Dan zeggen , ghij sterken held , die mette prins spotten , welk wassen de wtgang doch vinden vechten mede uw bei Dan die ghij ongewont laten Hector vinden uw scheiden ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.87	wat zijn ik een smarten te denken aen de dag , die ik de griek muur , Achilles , val zien .	Emotion_Sadness
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.88	doen traan nog doen rouw , nog vrees condt ik schaeden enten dode lichaam kouten op deesen hals te laden .	Fear_Emotion_BodyPart_Sadness
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.89	Op deesen hals dragen ik Achilles , en mede hij doen wapen , die ik wens datmen ik nu toestem .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.90	ik hebben kracht , die voor die gewicht niet vrees , En een gemoed , die uw vinden d ' eer zullen dankbaar wees .	Fear_Joy_Honor_Emotion_BodyPart
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.91	doen blauw seegodin heeftse doen wapen schonen zeer constelijck doel smeen , eergierich voor haar zoon , Op die een slechten soldaat , daar wijden noijt geest in zagen , de hemel gaaf woerd onwaardig zullen dragen ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.92	hebben gene , datmen in de schillen houwen zien , verstaan hei , weten ik wel , enten alderminste niet .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.93	bezien hijt een te rechte , hei zolder in verwarren : hebben aardrijk , en doen Zee , doen lopen de gunnen ster .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.94	Gij zout uw schamen zelf , die ghij begeren goed doen wapen , die ghij doch enten minst niet verstaan .	Emotion_Desire
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.95	mare hei saijt die ik laat zijn in doen crijch komen , En daerentusschen denct niet , die hei zo de vrome Achilles ook beschelt .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.96	zijn veinzen zonde wezen ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.97	wijden veijnsden al baij , wij vinden wij beijden meest ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.98	Dan , soot vertoeven voor een misdaad zullen verstrekken , ik hebben ik na de crijch zien voor Achilles trek .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.99	hij houden zijn moer thuijs , en ik ik cuijsse vrouw , hij gafmen d ' eerst tijd , en al doen resten aen oud .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.100	ik zullen ik misdaad nu doch wel verdaden connen Gemeen mede zulk manna , nochtans zijn hei gevonnen Door mijn cramerij , vinden alles bij een schrapen , mare ik zijn doort vernuft vinden Aiax niet betraept .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.101	goed zijn botten tong mede ik te schelden toon , verwonderen daar niet in , uw goed hei niet verschonen : Die valschelijck vinden ik misdadich wereld noemen , zijn hebben uw luijden eer die ghij die hebben verdoempt ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.102	mare Palamedes kont zijn onschuld niet betogen , Ghij saecht doen stuk selff , o griek , voor uw oog .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.103	Ghij saecht die goud , die liggen begraven in zijn tent .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.104	mare zeker , die verraden wassen klaar genoech bekennen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.105	die Philoctetes op hebben eijlant zijn blijven , Verdaet uw eijgen zaak , geren schuld ik ik kan geven .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.106	Ghij allee laten hebben toen ; ik hebben hebben wel geraen , Op die hei mogen doen moijt vinden deze crijch ontgaan , En zacht door de rusten zijn overwreede pijn .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.107	hei doen ' alzo en leven , ik zullen deze raad bevinden Niet slechtelijck getrou , mare nog geluckich mede .	Joy_Emotion
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.108	Die maken zijde ook getrou de gunnen diese doen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.109	Dewijl ik profeteren , datmen niet uit kan rooien Dardanus oude rijk , nog slecht t ' slot vinden Troijen , te zijde die hei er zijde , bevelen ik niet doen zaak , laat Aiax derwaarts gaan , op die hei willig maken Door zijn welspreeckentheijt , een manna vol rasernijen vinden ziekte en gramschap , om mede hij op weg te tijd .	Emotion_Anger
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.110	Off voeren hij door vernuft loosselijck herwaarts aen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.111	doen vloed vinden Simois zullen eer te rug gaan En zonder brand staan Jda , de berg daar boven , En griek aen doen stad vinden Troien helpen beloven , Eer s ' plomp Aiax geest de griek komen te staat , En ik trouhartichaijt tot uwaerts uw verlaat , daar in ik eewichlijck volharden zullen standvastig .	Emotion_Loyalty
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.112	harden Philoctetes , al vallen ghij nu zo lastig doen koning , t ' volk , en ik , hoewel die ghij vervloect Gestadelijck ik hoofd , en niet en wensen off zoeken Dan ik verhopen dood en vinden ik bloed te zuigen , Nochtans zo zullen ik zien , uw hart moeten te buijgen , En doen al wat ik kunnen , die ik uw herwaarts stuur .	BodyPart
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.113	ik zullen , iont ik t ' geluk , uw pijl brengen hier , gelijk ik Helenus hier hebben brengen binden , de god schikken ondect , gelijk ik hebben vinden Middel om Pallas beeld te krijgen op wij zijde .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.114	En Aiax niettemin gelijct hij nog bij ik ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.115	wan zonder t ' beeld ik kont hij niet vinden Troien wreken .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.116	waar wassen doel Aiax ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.117	waar wassen zijn vermetel spreken ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.118	waarom zwijgen hei doch ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.119	hier en Ulysses niet hebben bloot geweer nog wreed wapen aen en zien , mare stoutelijck darff gaan doort mijden vinden doen wachten binden , en niet allee bij donker naar nacht , mare tot enten hoog slot , en maken luttel werk vinden doen godin zelf te roof uit haar kerk , En gaan mede zulk roof dwars door de vijand waag , t ' welk hebben ik niet gedaan , vergeefs soud ' Aiax dragen zijn zeven dubbel schillen vinden os huid grof .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.120	die nacht , die nacht , brengen icker d ' overwinning off !	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.121	doel wannen ik Troia , alles ik Troien maken winlijck .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.122	Aiax , zien niet op Diomedes dus onminlijck vasten mede uw wees stuurs en spreken binden ' smonts .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.123	hei hebben zijn delen aen d ' eer , wijden maeckent onder wij .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.124	alles ghij ( uw hoogst roemen ) doen schip ginckt beschermen , Al de gemeen hopen sachmen rondom uw zwerm , Verselschapt vinden hebben volk , en waerdij niet allee , uw helpen hebben ganse heijr , en ik niet meer dan een , welk , te waar hei weten en houden die een vechter minnen dan een wijze manna zijn en ongelijk velen slecht , hei soud ' ook zelf na doen wapen talen gaan .	Emotion_Hope
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.125	de ander Aiax soud ' daar vrijelijk ook na staan , Die goed gematicht zijn .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.126	Eurypylus de cloecken En ook Andromons zoon zullen deze eer zoeken , Idomeneus en voorts Meriones te lot Soud ' deze begeren , en Plisthenes iongste zoon .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.127	deze machmen immers wel in kracht uw gelijk !	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.128	Nochtans zijde wil ik enten rad garen wijken .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.129	Tot vechten zijn god , ik kennen , uw recht hand , Doch moeten gematicht zijn vinden wij uw rouw verstand .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.130	kracht hebdij zonder geest , ik zorg voor t ' geren mogen gebuur , Ghij eijscht te vechten , ik doen veldheer leijt te voeren tijd en gelegenthaijt , en na ik raden doen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.131	Ghij zijde vinden lichaam sterk , en ik zijn vinden moeten .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.132	zo velen een stuurman wijze doen roeier goed te boven , zo velen ik moeten een hoofd boven zijn crijsluij loof , zo velen moeten , Aiax , ik zijn boven uw achten .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.133	En hebben ik god verstand , k ' en hebben geren minderen kracht .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.134	dankbaar vinden ik verdienst wild , prins , uw verklaren Voor zorg die ik dragen doen tijd vinden negen jaar .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.135	gunnen uw waecker nu doen prijzen vinden deze gevecht .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.136	wij arbeijt zijn op eijnt , ik hebben hebben al slechten , Watter wassen in de weg , Troien hebben ik bederven , Door die ik middel hebben tot die bederff verwerven .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.137	Nu bidden ' ik uw altsaem door wij gemeen hopen En god , daar ik snachts de vijand mede ontsloop , Doort val vinden doen stad , wie ondergang wijden zweren , En door hebben geren , die nog zijn wijselijk uit te voer - Isser nog ijet waar in moijt en perikel steken , zo daar tot Troias vallen nog enig dingen gebreect - , daar door bidden ' ik uw , die ghij mijn wild gedenken , Off wild ghij ik niet , wild Pallas doen wapen schenk .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5994.s.1	zo velen alles d'eedel ziel t ' lichaam te boven goed , zo veel boven kracht t ' vernuft te lof staat .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5994.s.2	daarom deze prins uw deze hoog geachte prijzen , Ulysses , tot een lof en tot een lot toewijzen .	None
hoof001achi01_01.TEI.2.text.body.div.div.stage.5995.s.1	gaan in doen heer mede Ulysses .	None
hoof001achi01_01.TEI.2.text.body.div.div.stage.6001.s.1	Aiax tasten aent zwaarte ; doorsteeckt zijn zelf .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6022.s.1	Nu , deze zijn zeker t ' ik , off eijscht Ulysses t ' mede ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6022.s.2	tegen ik zelf zullen ickt bruijcken hier te stede .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6022.s.3	die dicwijls natten wezen vinden bloed zijn de Troianen , zullen in sijns meester barsten doen weg naar t ' hart baan En druipen vinden zijn bloed , op die koem aen de dag , die niemand Aiax dan Aiax verwinnen mogen .	None
hoof001achi01_01.TEI.2.text.body.div.div.stage.6026.s.1	2 soldaat .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.speaker.6028.s.1	1ste soldaat	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6047.s.1	beweeglijk ongeluk !	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6047.s.2	laijt Aiax hier verklaren ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6047.s.3	Wat droef tijding zullen ik nu doen griek dragen ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6047.s.4	Op mijn schouder willen ickt dood lichaam laan , En daar mede bij zijn bloed en naast vriend gaan .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6047.s.5	Die zijde enten leven vinden zijn eer aanzien versteken , zulle doen griek na zijn dood nog wel om smeken .	EmotionalAction_Despair
hoof001achi01_01.TEI.2.text.body.div.div.stage.6050.s.1	koor .	None
hoof001achi01_01.TEI.2.text.body.div.div.stage.6050.s.2	A.B.	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.1	koor A 1 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.2	wij oijt te wereld voor brengen hebben in zijn leven rusten zoeken ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.3	nog hier en leven geren sterfflijck mens , Off hei trachten na een zeker wens , En wanen , die die volkoming zoet Soud ' schenk rusten aen zijn moeten .	Aquiescence_Emotion_BodyPart
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.4	B 2 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.5	zulk vintmen , die voor zeker houden , die hei bezit hebben zorgelijk goud , hebben welk ik uit doen mijn graven , waarom Peru de Spangiaert slaven , Op die het hij gans bevrijden zullen vinden ongerusthaijts wreed rouw .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.6	A 3 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.7	doen Spangiaert mede goddeloos geweld Peru , mede zorg zien zelf kwellen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.8	de indiaan erffgenaem vinden goud en vinden doen zorg te saem In vrezen vinden zo velen wreethaijt leven , alles hei omt goud bedrijven hebben .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.9	B 4 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.10	mare doen geltgier en merct deze niet , Die ander achterdencken vlijt En bannen vinden hart doen rusten gewis , Die soeckend ' daerse niet en zijn , A 5 .	Aquiescence_Emotion_BodyPart
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.11	vergeten doen god altegaer , En knielen voor ander geren outaer Dan voor Geval , beroven vinden reden , En brengen te offeren al hebben geren die hei de ander eest ontrect , te plaats daert geren duecht en strekken .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.12	B zes .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.13	In deze Godin wonen rijden niet ; nog zien wij haar eer aenbiet ; Stroijt zot gaaf in doen winden , Niet wetend ' zelf wiese vinden ; goed zien dan off beschaijdenhaijt In een sinloose vrouw leijt .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.14	A zevende .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.15	Dan , soot Geval , niet door zijn been , mare door haar zot macht allee , hij leijt te trappen eest voorstellen , En hopen zijn kast op mede geld , doen welk wanneer vol zullen zijn , hei wanen , die zijn onrusts pijnen Soud ' vlijen uit hebben begeerich hart , bedriegen , voelen een niewe smarten .	Emotion_Greed_BodyPart_Sadness
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.16	B 8 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.17	verlaat hei schonen hebben snood gewin , hei beeld zien selff wat ander in , En gh ' lijk alles vinden te voorn achten , Vercreech hei t ' geren , daar hei na trachten , die voor gewis t ghewenschste god Te vreen zullen ' stillen zijn moeten .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.18	A 9 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.19	wereld stag alles eest bedriegen grof .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.20	Een ander botten de minnen een hoff In d ' oog vinden een schoon vrouw , En maken een wellust vinden zijn rouw , roepen d ' altelichte Venus aen , En wanen , geren goethaijt cond ' bestaan , B 10 .	Emotion_Sadness
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.21	te waar door d ' eijgenschap vinden haar , In welk alles wechgenomen waar de gans onnoemelijcken straal , Die haar eer doen acht altemael , En wij inbeelt door zijn kracht haar groothaijt , waarom datmens ' achten , A 11 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.22	versmaden wijden zullen haar bieden , En acht wij wij eijgen god ; zo meest dan t ' geren , die godhaijt stichten , In doen Godin vinden Cypers liggen ; Te rechte wereld zijde ook meest vuren In t ' geren zijde meest op aarde ciert .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.23	B 12 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.24	doen minnen gelijk t ' geval zijn blind , zo datmen niet mede voorsicht winden .	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.25	Dan , zo doen minnaar onverdacht Vercrijcht zijn wellust onverwacht , Terstond hei lichtelijk die bewenen alles cleender die hei hebben menen .	Emotion_Greed_Desire
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.26	de aard bekennend ' vinden doen minnen , krijgen hei ijet ander in zijn sin. A 13 .	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.27	doen groot luijden op aard ' haar ziel noijt aanzien rein bewaren vinden doen begeren na eer en staat ; Niet dunken haar voor hebben heersen goed , En acht t ' alderhoochste god , die haar een hoop kind groeten , En hebben crijsvollick dichten omringen , daar zorg liggen voor heen dringen , Die meest in zaal hoog onthouden , mede Jasp en Marber opbouwen ; B 14 .	Worry_Emotion_Desire
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.28	die menig edelman voor haar rij , mede knecht gecleet in turcxse zijde , Die stijf vinden goud en parel craect , die nijd en smaad zijn meest maken ; En datmen voor haar eer beven aldaar doen zon zijn opgang hebben , En mede een schrikken haar nader verhalen te plaats daar doen zon daelt ; wij aarde creijts in stuk barsten vinden haar roemen , te nauw persen , Om t ' volk mede angst te beladen , Die tegen ons voeren gaan ; A 15 .	Fear_Emotion
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.29	die na haar dood en laatst uier haar nemen leeff en eewich duur , En zonder enich haar genot verwonderen wereld vinden vollick zot .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.30	B zestien .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.31	lopen hier om over berg en zee , voeren dondrich schutten en bliksem mede , Coopt t ' ijdel vollixs licht gul , zoeken mede bedriegerij en cunst het verdrukken vinden uw meed'gesel , Tot die uw weder een ander vellen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.32	A 17 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.33	betrouwen op doen gunst alles doen wind , Die uw uw Prins te dragen schijnen , spelen mede Venijn en zoeken zijn staat , Op die een ander uw verraad , Off ghij een einde ' nemen schandelijk zonder te komen aen hebben rijk .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.34	B 18 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.35	mare off uw wel gelukken schonen , En veijlich ghij besadt doen kroon , doen gans wereld volgen daar aen , Die soud ' nog te begeren staan .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.36	de iongen griek maken geclach , Wanneer hijt al dwingen zien , Omdat hei niet genaken mogen doen werrelden , die , na hij denken , In groots getal nog waar vrijen , En plaag die mede slavernij .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.37	A 19 .	None
