stee033adag01_01.TEI.2.text.body.div.head.207.s.1	Ada , gravin vinden Holland en Zeeland ; treurspel .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.9	hoe ik ongeluk verdragen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.10	dreigen Lodewyk !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.11	waartoe verwijzen ik ik !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.12	ik plicht stemmen in u dood ; ik liefde spreken uw vrijen .	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.13	moeten ik ( o streng plicht !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.14	vereisen gei gruwelstuk ? ) Voor het onrechtvaardig stalen het onschuldig hoofd doel bukken ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.15	Of moeten ik , wreed minnen !	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.16	ik ' edel stam te smaad , ik schuldig manen aan lafhartig staatsverraad ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.17	Aan bloedig oproer ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.18	aan verwoesting mijn land ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.19	ik angst voorspellen ik niets dan woeden , moord , brand .	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.20	zijn vinden ik uitkomst ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.21	wij verlossen ik uiten de node ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.22	graven Willem zijn gezond ; hij dreigen : ik ' vader dood doen ik doen teerheid vinden een waard moer durven .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.23	mogen ik zij spreken , ach !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.24	ik bruigom zij niet sterven ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.25	hij sterven ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.26	Neen , hij leven !... o Vaderland !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.27	o eer !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.28	ik ' minnaar doodsgevaar ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.29	Ik overwegen niet meer ; Ik willen zijn dierbaar hoofd vinden die gevaar bevrijden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.30	o node !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.31	ontschuldig ik .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.32	o Holland !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.33	zien ik leiden .	None
stee033adag01_01.TEI.2.text.body.div.div.head.2472.s.1	Elfde toneel .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.2474.s.1	Ada , Lodewyk .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2482.s.1	Verzaker vinden u minnen !	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2482.s.2	grootmoedig bruidegom !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2482.s.3	kennen gei het arglistig hoofd vinden Utrechts priesterdom ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2482.s.4	die schandelyken slaaf vinden snood zelf belang ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2482.s.5	weten gei zijn wreedheid ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2487.s.1	Ja : graven Willem zijn gevangene , u nut vluchten beletten , al het hofgezin ontstellen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2491.s.1	hebben smartlykste ongeluk zijn uw nog niet gemeld .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2495.s.1	staan Utrechts dwingeland na Willems heldenleven ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2499.s.1	nog dreigen wij fel wede .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2503.s.1	Hoe doen u angst ik beven !	Fear_Emotion_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2508.s.1	ik dreigen u dierbaar hoofd ; gei zijn in lyfsgevaar .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2508.s.2	storten neder voor het moorden stalen , of streven na het echtaltaar .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2514.s.1	Ik , die geren dood ontzie , in wanhopen ongeduldig , wachten uiten u ' lief mond ik vonnissen .	Emotion_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2514.s.2	Ik zijn schuldig ; Ik zelf , door drift misleiden , hebben uw verraden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2518.s.1	gei ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2533.s.1	Ik hebben graven Willem aan de bisschop dwingelandij Onwetend ' blootgestelt .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2533.s.2	Ik denken uw , door het ontdekken vinden heimelijk verraad , een gewis bederven te onttrekken .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2533.s.3	Ik ijveren uw te vallen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2533.s.4	Hoe wassen ik ziel beducht !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2533.s.5	doen wacht , omkopen tot u besluiten vluchten , mare door ik blind drift beschuldigd bij u moer , verklaren u geheim , verrieden u ' behoeder : En ik , ik misdaad zien ; ik , roekeloos , ongetrouw , Verwoed pijnigen door een vruchteloos naberouw , Ja het wroegend leven moed , en u genadig onwaardig , duchten zijn bisschop woede niet : verwys ik ; wezen rechtvaardig .	Emotion_Anger
stee033adag01_01.TEI.2.text.body.div.div.sp.2533.s.6	ik wanhopen eisen doen dood in u ' verdiend haten .	Emotion_Hatred_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2542.s.1	Neen , gei verdiend ik minnen ; gei stemmen in geren verraad .	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2542.s.2	Ik willen uw deze dagge tot echtgenoot verkiezen , En door geren wreed dood ik ' bruidegom verlies .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2542.s.3	ik keuren zijn rijden braden ; ik dwingen ik .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2542.s.5	verwin Die fel wanhopen ; denken hoe teder ik uw beminnen .	Emotion_Love_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2554.s.1	mijn Ada minnen ik nog !..	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2554.s.2	Ik zij gelukkig sterven , zode gei de bijstand vinden graven Willem niet moeten durven .	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2554.s.3	hij zijn in hechtenis ; hij worden dreigen , gezond , zijn edelmoedigheid mede snood wraken belonen ; En uw , doorluchtig wezen !	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2554.s.4	zijn al helpen onttogen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2554.s.5	vrezen , Holland !	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2554.s.6	vrezen ; voorzien oneindig oorelogen , verwoed weerwraak , en u ' wis ondergang .	Fear_Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2554.s.7	Ikzelf , gelieven bruid !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2554.s.8	verraden u die belang !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2554.s.9	o Gruweldaad !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2554.s.10	ik wrochten ontelbare yslykheden !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2559.s.1	ik vergeven uw al .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2559.s.2	laten ik liefde uw overrijden .	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2559.s.4	die wij echtverbond de wreedsten slag weerhouden ' !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2563.s.1	begeren gei die ik leven , en uw vallen aanschouwen ' ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2567.s.1	begeren gei die ik uw voor het moorden stalen doen bukken ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2577.s.1	wijd , wijd aan ik allee u dodelijk ongeluk .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2577.s.2	Ik haten , verfoei myzelv ' .	Emotion_Hatred
stee033adag01_01.TEI.2.text.body.div.div.sp.2577.s.3	ik plengen ' ik schuldig bloeden !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2577.s.4	Ik lijden doen fel smarten in het wroegende gemoed .	Emotion_BodyPart_BodilyProcess_Sadness_Despair_Remorse
stee033adag01_01.TEI.2.text.body.div.div.sp.2577.s.5	Ik vrezen geren streng wraken dan in die pijn te leven .	Fear_Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2577.s.6	zode gei ik wanhopen weten , gei zullen ik niets vergeven .	Emotion_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2577.s.7	u gul , u liefde , die ik hartewee vergroten , ...	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2577.s.8	Vaarwel , mevrouw .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2581.s.1	vertoeven .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2581.s.2	zijn vliegen gei heen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2585.s.1	te dood .	None
stee033adag01_01.TEI.2.text.body.div.div.head.2588.s.1	Twaalfde toneel .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.1	hij vluchten !...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.2	Ontmenschte !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.3	moeten ik ongeluk nog groeien ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.4	hij zien ( o bitter smarten ! ) vergeefs ik traan vloeien !	Emotion_BodyPart_BodilyProcess_Sadness_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.5	Ik smeken hij vruchteloos !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.6	hij doemen ik minnen !..	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.7	Welaan , Ik volgen u weten , o plicht !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.9	zullen hij vergaan ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.10	Neen , hij verhoor ' ik bede !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.11	ik doodsangst duld geren weten .	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.12	verblind bruidegom !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.13	ik willen u dood beletten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.14	o Liefde !	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.15	sterk ik talen ; geven , geven ik zucht klemmen ; bewegen ik Lodewyk ; of , Ada !	BodilyProcess_Sadness_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.16	sterven mede hij .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.2603.s.1	Einde vinden hebben vieren bedrijf .	None
stee033adag01_01.TEI.2.text.body.div.head.2607.s.1	vijfde bedrijf .	None
stee033adag01_01.TEI.2.text.body.div.stage.2610.s.1	Amstel , Reinoud .	None
stee033adag01_01.TEI.2.text.body.div.sp.2617.s.1	Wat nieuw staatsorkaan zijn yllings opkomen ?	None
stee033adag01_01.TEI.2.text.body.div.sp.2617.s.2	zijn Diedriks broeder hier in hechtenis nemen ?	None
stee033adag01_01.TEI.2.text.body.div.sp.2617.s.3	En dreigen ik Lodewyk vermetel mede doen dood , zode hij zijn droef bruid niet kiezen tot echtgenoot ?	Emotion_Sadness
stee033adag01_01.TEI.2.text.body.div.sp.2629.s.1	In uw afwezendheid zijn Willems eer schenden ; En zijn bisschop dreigement , de wreedsten al vinden , vernemen ik uiten doen klacht de angstig erfgravin .	Fear_Honor_Emotion
stee033adag01_01.TEI.2.text.body.div.sp.2629.s.2	zijde , eest verwinnares vinden zij getergde minnen , pogen nu mede Lodewyk in echtverbond te tred , En tegen Diedriks willen die bruigom te overrijden .	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.sp.2629.s.3	Voor Adaas oog belang bieden hij zijn leven aan : mare kunnen zijn teder harden zij wanhopen langen weerstaan ?	Emotion_Despair
stee033adag01_01.TEI.2.text.body.div.sp.2629.s.4	Hoeveel zijn moede vermogen , nog zijn doen liefde sterk .	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.sp.2635.s.1	verlossen Oostvrieslands graven op het spoedigst uiten zijn ' kerker ; Betoon u zuiver trouwen ; betoon u ' heldenmoed ; En zien doen onnozelheid voor dwingelandij behoeden .	Emotion_Loyalty
stee033adag01_01.TEI.2.text.body.div.sp.2639.s.1	mogen Ada zien rusten op Willems deugd verlaat ?	None
stee033adag01_01.TEI.2.text.body.div.sp.2645.s.1	zijn land adel , zij getrouw tot heil de onderzaten , verlaten zien op die graven in zij bestemmen vluchten .	None
stee033adag01_01.TEI.2.text.body.div.sp.2645.s.2	gei voeden een ijdel vrezen , zode gei de landvoogd duchten .	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.sp.2651.s.1	u woerd zijn ik genoeg ; ik zullen ik ' plicht betrachten .	None
stee033adag01_01.TEI.2.text.body.div.sp.2651.s.2	mare het zijn een stout bestaan ; het paleis hebben nieuw wacht ; doen leus bisschop waken ...	None
stee033adag01_01.TEI.2.text.body.div.sp.speaker.2654.s.1	Amstel	None
stee033adag01_01.TEI.2.text.body.div.sp.2663.s.1	gade , Reinoud ; spel geren ' tij ...	None
stee033adag01_01.TEI.2.text.body.div.sp.2663.s.2	ik zien Adelheide .	None
stee033adag01_01.TEI.2.text.body.div.sp.2663.s.3	Ik rusten op u getrouw vlijt .	None
stee033adag01_01.TEI.2.text.body.div.sp.2663.s.4	ik lusten door stout talen de node zij voor te dragen : Ik hebben te velen gewagen , om niet nog meer te waag .	None
stee033adag01_01.TEI.2.text.body.div.sp.2663.s.5	ik zien wat goed vinden twee onz ' al heil bereiden ' , Of Reinouds heldenstuk , of zij grootmoedigheid .	None
stee033adag01_01.TEI.2.text.body.div.sp.stage.2658.s.1	terwijl Reinoud vertrekken , vervolgen Amstel .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.2666.s.1	Adelheide , Amstel .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2671.s.1	gei , die mede lid uiten de adel hebben spreken , verklaren ik zij besluiten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2671.s.2	worden nog het ontzag verbreken ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.1	zij erkennen die ontzag niet alles een ' plicht vinden staan , mare noemen Adaas echt heerszuchtig landverraad .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.2	Ik moeten , vorstin , ik moeten , in het veinzen onbedreven , doen waarheid in hebben einde aan uw te kennen geven .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.3	graven Diedriks laatst willen worden inderdaad verkrachten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.4	ik werken u ' ondergang , door het misbruik uw macht ; verdelen , verzwakken al het landen ; en maken uw Ada schuldig , Opdat een twistend volk nog zij nog Willem huldigen ' .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.5	kunnen zijde , indien zijde huwen , zijn streng wraken ontgaan ?	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.6	doen bloem de edel spannen waarlijk mede hij aan .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.7	verdrukken onnozelheid nopen ik tot mededogen .	Emotion_Compassion
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.8	herroepen uw oud deugd ; ontsluiten intyds uw oog ; vergunnen Oostvrieslands graven doen wettig voogdij ; En doen adel veilig uw voor wraken en tirannie !	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.9	ik laten uw allee ; besluiten : u loten zijn in u hand : verkiezen de roemen de deugd , of't lot de dwingeland .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.1	ik wijd , ik oog verraad ; en , tot ik bitter spijt , ik harden , ik wroegend harden verdiend die bits verwijten : ik hebben Utrechts kerklyk hoofd te velen gehoor geven .	Emotion_BodyPart_Remorse
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.2	hij dwingen doen ontstellen bruid !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.3	hij dreigen zij ' minnaar leven !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.4	zijn deze , verdrukken , die grootmoedig ik beschamen !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.5	Een loten die gei verdiend ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.6	een dwang die ik betamen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.7	geloven niet , die ik ook onschuldig bloeden zij plengen ; het zijn veinzen ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.8	mare te wreed ; ik moeten , nog willen het gehengen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.9	u rampspoed baard ik ziel een onverdraagbre smarten .	Emotion_BodyPart_Sadness_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.10	o Willem !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.11	Adelheide , in het groots gevaar verwarren , geven uw , na Diedriks willen , het voogdijschap zijn staat , Indien zij veilig op u woerd zien mogen verlaat .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.12	mare neen ; ons oud haten , die gruwzaam hebben woeden , Die Holland traan kosten en dierbaar burgerbloed , ontzeggen , o vijand !	Emotion_Hatred
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.13	uw die vreselijk staatsvermogen : Ik kunnen u wraakzucht nooit in het landbestier gedogen .	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.14	ik angstig kroos !	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.15	schepmoed ; ik doemen de bisschop dwang .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.16	graven Willem zijn verrassen ; hij zullen , uiten staatsbelang , u ' onvermydbren echt in het einde moet stem : In zijn kerker zullen ik aanbod goed klimmen : Oostvriesland , hij beloofd , zijde nog zijn eigendom !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.17	zijn stemmen winne ieder harden voor uw bruidegom !	None
stee033adag01_01.TEI.2.text.body.div.div.stage.2724.s.1	Adelheide , Ada , Vander Are , Lodewyk .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.speaker.2726.s.1	Andelheide .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2728.s.1	ik dochter , wezen troosten ; ik willen uw de dwang ontrukken .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2732.s.2	durven gei spotten mede ik hooplooze ongeluk ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2739.s.1	ik hebben doen plechtigheid verrichten voor het echtaltaar .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2743.s.2	hoe !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2743.s.3	verrichten ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2747.s.1	o Schaamte !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2747.s.2	o groots gevaar !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2756.s.1	u wreed gul , vorstin , schenken ik verliefd zin Een onwaardeerbaar pand , doen schoon de gravinnen : mare , in die vreemd geluk , stellen gei mijn echtgenoot , Uzelve , en het gans landen , aan wraken en woede bloot .	Emotion_Anger_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2756.s.2	vinden deze ontijdig feest zullen Holland eeuwig gruwen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2756.s.3	Wat blindheid !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2756.s.4	schandlyk door bedreiging wij te huwen !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2760.s.1	zode spoedig voor het altaar doen plechtigheid verrichten !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2768.s.1	ik moer , zien ik smarten mede deernis : ik hebben zwichten ; doen ontmenschte bisschop hebben hebben middel uitvinden , Waardoor ik , tegen danken , ik glorie hebben schenden .	Emotion_Compassion
stee033adag01_01.TEI.2.text.body.div.div.sp.2768.s.2	Ik wild uw smeken ; het zijn tyrannig ik beletten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2768.s.3	gei hebben , ik wanhopen zien , wij uiten de node redden .	Emotion_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2775.s.1	u echt behoeden u landen ; u minnen hebben niets misdrijven .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2775.s.2	moeten gei , ontrouw !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2775.s.3	u loten in Willems hand geven ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2775.s.4	Ondankbre !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2775.s.5	zorgen ik niet voor u bestreen geluk ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2775.s.6	verfoeien gei het nut bestaan geyk een gruwelstuk ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2780.s.1	o leus dwingeland !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2780.s.2	o bronaer ons plaag !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2780.s.3	het voegen uw die wreed roemen op snood helpen te dragen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2785.s.1	Verleidend hoofd de kakken !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2785.s.2	doortrapt huichelaar !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2785.s.3	het ontbreken uw aan geren ' glimp ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2791.s.1	Bedwing zij tong .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2802.s.1	Barbaar !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2802.s.2	wassen het Adelheides willen door doodschrik heen te dwingen , En , eer ik Willem spreken , de toeleggen door te dringen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2802.s.3	geloven gei die u talen , naar het misbruik vinden het gezag die ik uw hier verlenen , op ik nog iets vermogen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2802.s.4	zijn zij verhaasten trouwen een nut bestaan te noemen ?	Emotion_Loyalty
stee033adag01_01.TEI.2.text.body.div.div.sp.2802.s.5	zij weigring wassen gronden ; u wreedheid zijn te doemen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2806.s.1	Ik vinden , mare ach !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2806.s.2	te spae , ik waard moer weer .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2817.s.1	gei schelden en lasteren ik , terwijl ik het onheil kaar !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2817.s.2	Besef u dwaling , die mijn achtbaarheid ontheiligt ; zien het graaflyk huis , door ik , voor Willems haten beveiligen , zijn ' trots moede fnuiken , zijn leven in u macht , En all ' doen muiter tot gehoorzaamheid brengen .	Emotion_Hatred
stee033adag01_01.TEI.2.text.body.div.div.sp.2817.s.3	zijde beven voor zijn hoofd : vergroten hunn ' schrik door dreigen .	Fear_Emotion_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2821.s.1	Ik willen door weldaen tot erkentenis hij neigen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2829.s.1	doen meer ; betrouwen wij loten aan Willems gloriezucht .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2829.s.3	wagen ik ooit te velen , wanneer ik al duchten ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2829.s.4	vertonen hij doen eeuwig eer de waar heldenstukken ; trachten Ada door hemzelv ' aan zijn wraken te onttrukken ; ik onderwerpen ' zien aan zijn ' willen !	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2833.s.1	Wat onbescheid !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2839.s.1	stellen al aan zijn deugd en edelmoedigheid .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2843.s.1	Natuur vereisen ik zorgen voor u dreigen staat .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2847.s.1	behoren ik het erfdeel nog ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2851.s.1	Hier kunnen geren kennen baat .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.2856.s.1	Adelheide , Ada , Vander Are , Lodewyk , Hildegaard .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2860.s.1	Wat jagen uw angstig hier ?	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2864.s.1	doen hoog node , vorstin .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2868.s.1	Wat node ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2872.s.1	Hoe beven ik !	Fear_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2876.s.1	spreken .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2876.s.2	Verraad ik het hofgezin ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2890.s.1	ik brengen doen mare ' vinden een de yslykste euveldaad .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2890.s.2	u hoofdman Reinoud zelf hebben vluchten uw verraden , doen rusteloos stad door muiterij beroerd , Ja Willem , loods vermomd , uiten deze paleis voeren .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2890.s.3	u vijand , rijden bekennen , hebben morrend volk naderen , ontdekken aan het muitgespan , die meer en meer vergaderen , het Voltrekken vinden de echt .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2890.s.4	ik roepen , , graven Willem leev ' !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2890.s.5	 die Adelheide mede zij vloekverwanten beev ' !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2890.s.6	zode schreeuwen ik .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2890.s.7	doen edel , in die oproer toeschieten , verlenen Willem helpen , alles laf deelgenoot vinden zijn geheim verraad ; zijde voer krygsvolk aan .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2894.s.1	erbarmelijk echt !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2898.s.1	ik moeten die woelen rotten weestaan ,	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2904.s.1	Ziedaar doen bitter vlucht ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.stage.2902.s.1	tegen de bisschop .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2909.s.1	laten wij geren ' tij verspillen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2913.s.1	Ik zullen , door ik gezag , doen muitelingen stil .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2918.s.1	o Lodewyk !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2918.s.2	beschermen u nieuw heerschappij : gei hebben ook held uiten de adel op u zijde ' .	None
