meij001verl01_01.TEI.2.text.body.div.head.2412.s.1	doen verloofd koninksbruidt , treurspel .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3958.s.1	Lafhartigh Prins , en gheeft de moed zode niet verliezen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3961.s.1	Zwijgh moer , ik willen vinden gheen verraadery meer horen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3966.s.1	Niet altijd zeilen doen kiel in stroom , en teeghen wind .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3966.s.2	mislukken wij deze kans ; het kunnen karn .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3966.s.3	het lukken zijn blind , En weiff'ligh : het willen voortaan wij kronen , mede zijn ' ghonsten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3972.s.1	die zijn hachelijk .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3972.s.2	Voor ik , ik zijn , door u ' leus kunst , En naghebootste schimme , een om de tuin gheleidt ; En hebben ik , op u ' raad , in doodtsghevaarlijkheidt Ghesteeken : mare ik hopen ik te tweede malen ' te hoed .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3990.s.1	verwijfd , en zonder harden , zijn gij zode bang te moed Voor wat ghevaars ?	Fear_Emotion_BodyPart
meij001verl01_01.TEI.2.text.body.div.div.sp.3990.s.2	Hier wonen een onversaagd geest ; Een mannenhart schoeien zien op mijn vrouwenleest .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3990.s.3	Ik zullen , en zonder uw ; ik vinden de Dwinglandt wreken , hij bonze vinden de tronen , door al weerstandt breken , En zet , alles Vorstin , ik in ik vader stoel .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3990.s.4	Ghaat heen gij , voegen uw bij zijn dochter , uw boedel , Om , in zij ' gheile schieten , mede strelen , en mede kus , D'ontsteldheidt , week uw het bloed noch roeren , in slaap te sussen , Terwijl ik ' manhaft zulk een heldenwerk bestellen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3990.s.5	Daar komen hij aantreen , mede doen Koningin verzeldt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3990.s.6	Gha , vallen zijn ' trots te voeden : mare ik zweren , hebben willen uw rouw .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.3993.s.1	Ghrimoald , Heddewigh ghekleedt alles Mathilde , Fastarad te zijden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3996.s.1	Dus zullen ik , door u ' helpen , verspieden , wat zijde brouwen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.3997.s.1	Heddewigh	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4000.s.1	mare Vader , zwemen deze kleed , en tooisel , al wat naar doen Koningin ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4010.s.1	zode zelf , die ik verwonderdt staan , En uw voor zij , zode ik wassen onkundig , aanzien zullen .	Emotion_Wonder
meij001verl01_01.TEI.2.text.body.div.div.sp.4010.s.2	weshalve , zode gij slechts doen strijken weten te houwen , Die ik uw gheweezen hebben , ik zijn zeker , die wij schip , Ver vinden te strand , op die toeghedreighde klip , Door deez ' holghaande zee , en overdichten neevel , In spijt de broed'ren min , en zijn Koninginnen wrevel , Ghewenschte rijden bezeilt .	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.4014.s.1	Ik willen ik vader lassen , En lusten , behartigen , ghelijk het een ' dochter passen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4021.s.1	Ik zullen inmiddels tijd , en hullipmidd'len , zonder Verzuim , navorsschen , om in het ongheval , zijn onder ik ' vijandin ik dreigen te pletten , te verzien .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4021.s.2	gij , wat uw voorvallen , doen ik weten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4024.s.1	het zullen geschien .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.4027.s.1	Heddewigh , Fastarad .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4047.s.1	Wat nopen ik schoon , zij schonen lichaam te beladen , mede Kaledoonsche plegen , en koninginssieraaden ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4047.s.2	Of liggen gij toen , ik harden , het welk vinden u ' schoonheidt tuigen En overvloeien , en voor zij ' menuet buight Neerslachtigh , uw willen noch diep t'onderwerpen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4047.s.3	zode ploeghtghe het strand .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4047.s.4	Ghemerkt doen vlam , week het snerpen En blaak'ren , het aanzien , mede zode mild overvloed vinden branden , ghepropt ; die zode ' er noch een vonk die ghloedt , mede kracht , zien inwringt , hebben terstond zullen barsten moet , En storten ylinks neder , gheborsten , voor u ' voeren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4047.s.5	Dies staken die opzetten , zode an doen behoudenis uw trouw minnaar uw noch iets gheleeghen zijn .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4052.s.1	Gheen toeleg , om u ' ziel in nauw minneprangen Te kluisteren , hebben ik , mede deze ghewaadt , omhangen .	Emotion_BodyPart_Love_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.4052.s.2	uiten helen een and're bron spruiten deez ' verwisseling .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4067.s.1	of zijn u ' schonen misnoeghdt mede zij ' verovering , En hartenheerschappy , week over al doen heer , En prat Prinssen , die deze prachtig Hof hanteren , zien uitstrekken ; en pogen zijde noch , onder haare macht , En mingheboden , al hebben Vorstelijk gheslacht , Welk koorts hier , mede Mathild ' , ghelandt zijn , te doel duiken , En deze uitheems ghetooy , tot wapen , te ghebruiken ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4072.s.1	Betoom uw achterdocht ; nocht duidt tot achterstel vinden uw minnen deze kleed .	Suspicion_Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.4072.s.2	ik Ghehoorzaam mare het bevel de Konings .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4075.s.2	scheppen hij in deze praal vermaken ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4079.s.1	Neen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4079.s.2	Gheen vermaken ; mare een oog ghewight vinden zaak , Een harden noodtdwang persen hij , deze te handen te slaan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4083.s.1	kunnen gij , dus toerusten , dan noodtdwang weerstaan , En stuiten ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4092.s.1	Stuiten niet , mare midd'len , om te stuiten , Opdelven ; en , opdat u ' minnenyver buit al argwaan , week uw , mede onrust , pijnen , gheraak ' , willen ik uw open het gheheimslot vinden doen zaak .	Suspicion_Emotion
meij001verl01_01.TEI.2.text.body.div.div.sp.4092.s.2	gij hebben liggen al ghehoordt , hoe trots Mathilde Vader Ghehoondt , en hij doen wraken ik ' broeder te ghader belasten hebben ; doch vergeefs , te oorzaak zij minnen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4098.s.1	Ik hebben het verstaan , en hoe , voor het hoofd de Koningin , hij het errifrecht heen hebben gheveilt vinden eerstghebooren ; Doch vrucht'loos .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4104.s.1	Dies beducht , of minnen zij mogen bekoren tot slinckschen toeleg , hebben hij ik , om , hoe het daar staan geschapen , te verspien , vermomdt mede deze ghewaadt .	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.4104.s.2	stellen dies u harden gerust , en bannen al arghvermoeden .	Suspicion_Emotion
meij001verl01_01.TEI.2.text.body.div.div.sp.4108.s.2	die veel ik nu in mijn boezem woeden , velen fel , dan voorheen .	Suspicion_BodyPart_BodilyProcess
meij001verl01_01.TEI.2.text.body.div.div.sp.4111.s.1	Hoe die ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4115.s.1	Vermits het ghevaar , zijn in gij steken .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4118.s.1	wij ik ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4121.s.1	Ja gij .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4124.s.1	vinden wij , en zijn ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4127.s.1	vinden uw broeder .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4131.s.1	Die zullen ik verdeedighen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4131.s.2	Te teder zijn broeder harden , om zuster te beledigen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4136.s.1	uw schijnen vergeten reeds , Mevrouw , wat rol gij spelen , Daar gij gheen zuster , mare Mathilde , door verbeelden , Voor welk hoofd , bij heen , doen rijkskroon staan te winden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4140.s.1	D'onmaatelijke liefd ' , die zijde de koningin toedragen , ik , voor die ghevaar , bescherremdt hout .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4145.s.1	mare zode doen kroon , mede zij ' bekoorlijk tintelghoudt , doen minnen vermeesterde , en heen aanriedt , te voltrekken hebben vaderlijk ghebodt ?	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.4151.s.1	Dan zullen ik ik ontdekken , Eerz ' heen misghingen in zode bijstren euveldaad .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4157.s.1	mare , zode hun overmoed uw daar gheen tijd toen laten , En waarschuwen mede doen slag ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4160.s.1	die willen doen Heemel karn !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4163.s.1	En zode hij zien niet kreunen u ongeval te weer ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4168.s.1	zode lopen ik lijfsghevaaar .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4171.s.1	Ik vinden ik opperghoedt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4175.s.1	Wat raad dan , Prins ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4175.s.2	hoe woord uw , en ik ' ramp verhoeden , En vader ooghemerk niet in de wind gheslaaghen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4184.s.1	ik besef gheen beet'ren , dan die wie de aanslagh waaghen , En ik , rondom uw , mede een wakend oog , zweef , Om , zode doen kroonzucht een vinden uw broeder drijven tot zulk een overdwaalsch bestaan , uw te bevrijden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4187.s.1	Welaan ...	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4187.s.2	mare zacht ; daar komen ' er een : voegen uw te zijden .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.4190.s.1	Trasimond , Fastarad , Heddewigh .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.1	ruimen op , nul menselijk gheslacht , ruimen op , en schrik Voor het laelijk opzicht vinden een wanghedrochte , alles ik , Ghedoemdt vinden Vader , zode ik zijn Scepterstaf willen erf , de waarde leevensdraadt ik leven af te kerf ; En vinden Mathilde , zode ik willen winden zij gemoed , ik ' dolk te dompelen in het vaderlijk bloed .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.2	Hoe dobbert , te ghena vinden water , wind , en weder , ik ' roerloos kiel , gheslingerdt op , en needer , En staagh dreigen , te muil te worp inghewipt de vreesselijke Scille , oft woedend Charibd !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.3	mare hoe , ik moed , zultghe uw , dus vuig , laten kluisteren vinden het wreev'ligh lot , en naar zijn ' lust lederen luisteren , gij , die zeeghaftigh velen heirleeghers hebben ghetart ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.4	nul neen : deez ' handen , deze harden suffen noch niet , zonder harden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.5	Op , op , ik Hoplien ; op , ik ' wakker soldaaten , Beschorst u ' lende , mede stalen harnasplaaten , u ' boezem mede moed , uw arm mede gheweer , En trekken een op , te dienst vinden uw Leegherheer .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.6	zode , zode spitsbroeder .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.7	die ghaat heerlijk .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.8	ik verghaape Gheen tijd .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.9	doen krijghsklaroen roepen fluks wij heir te wapen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.10	Elk , onder zijn ' banier , in orden , mede de vaart .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.11	doen vijand tonen ghelaat , alles t'eene malen volschaardt , vinden treffen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.12	klink daar gheen trommel , en trompet ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.13	nul ja ; zijn ' voortoght komen vooruit , op wij anzetten , mede vol rennen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.14	ik voeren ' zij ons te gemoed , En wijken hunn ' ijver , en manhaftheidt , niet een ' voeden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.15	zode , mannenbroeders , zode .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.16	Zijn ' moed beghint te zak , hij deinzen , hij nemen doen vluchten .	Fear_BodilyProcess
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.17	ik volgh ' hij op doen hak , ik jaagh ...	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.18	mare hout : Daar stuiven hij , mede zijn oorloghsmaght , Op ons voortoght aan , week in deez ' strijd verkrachten , En afghevochten , zullen ghenoodtzaakt zijn te vlijen , zode ons traagheidt zij verwaarlozen helpen te bieden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.19	Welaan , ik ' held ; niet te marren : streven ik na , En hout ik ' stapsteen warm .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.21	hout daar , hout daar , vervloeken ghespuis , ik te verderf beschooren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.22	vallen aan , vallen aan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.23	mare hoe ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.24	gheeft gij de moed verliezen , spitsbroeder , en krimpen uw te eerst het harden zode kleed ; die gij de rug bieden , en u ' Veldtheer laten allee zode talleloos een heir vinden redderen , en knaap , te oorlogh afgherecht , en opgheghroeidt in het wapen , Bestormen ?	Fear_BodyPart_BodilyProcess
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.25	kwijt gij dus u ' krijghseedt , eer , en plegen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.26	En troktghe , in trots schijn , te vellen , om ik zode liggen de schoppen te gheeven , en , alles trouw'looze soldaaten , In het uiterst ghevaar te lijden , en te laten ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.27	zijn deze doen trouwen , beloofdt an mijn Veldtheerstaf ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.28	zijn deze doen hopen , die ik u ' moedighe optoght ghaf ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.29	zijn deze hebben lot ....	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.30	mare ( ach ! ) ik ' weeklaght lopen verliezen !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.31	zijde , die het betreffen , vlieden reedts te ver , om die te horen , En leev'ren ik te roven aan zijn vyandts onghenaan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.32	Wat raad dan ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.33	zullen ik met behoud'nis zoeken aan ik ' voeren , d'oorloghsramp , ghereedt ik t'overvallen , Ontduikend ' mede doen vluchten !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.34	oft zullen ik tegen al ik kant , en een heir bevechten ghansch allee ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.35	Daar zwellen ik ' moed , te ghroot ; hier zwichten ik ' macht , te kleed .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.36	mare houden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.37	wij daar ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.38	hebben schijnen doen koningin .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.39	Ik spreken zij aan , of zijde viellicht , door ik deemoedigh smeken , En het weederspannigh lot , welk ik de rug bieden , zij onbeweeglijk harden , in het einde , vermurwen laten , En haar minnaar tonen een gheinster vinden meedooghendheidt .	Emotion_EmotionalAction_Compassion_Desire_Despair
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.40	Gheduchte Koningin , die , door uw oppermooghendheidt , doen volken niet allee brengen onder u ' gebied : mare , door u ' schoonheidt , ook al , wat u ' schoonheidt zien , In diep kluister slaan , vergheef een ' trouw minnaar ; die hij doen liefde hebben gheprikkeldt , om verwinnaar Te worp , door hebben stalen ; nadat hij , door ghebeen , En tranen , en ghesmeek , en plegen , en dienstbaarheen , Gheen stappen ghevoorderdt hebben : mare het hoofd ghestaag ghestooten , u ' toren tergen , en haten , voor weedermin , ghenooten .	Emotion_EmotionalAction_BodyPart_BodilyProcess_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.41	ik bekennen , Mevrouw , het wassen wel doen recht weg niet , mede Gheweldt vinden wapen , uw , tot ik bruiloftsbedt , Te prang .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.42	mare ( helaas ! ) niet machtig , uw te durven , En schrikkende , door het hoofd vinden Vader , te verwerven , scheiden ik , vinden al , deze hebben draaghelijkste kwaad : Ja , uw zijn het schande ' wezen ( zode ik hadd ' die euveldaad Bestaan ) te schakel , mede heil'ghe huw'lijksbanden , u ' koninklijk handen an ik ' verwaten ' hand , Noch vers bekroozen vinden hebben bloed de vadermoordt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.43	Vergheef het ik ' minnen dan , en herroepen die wreed woord , Welk vader hoofd eisen , om u ' weedermin te winden , En , het bijster onweer vinden die wreevelighe zin Opklaarende , door een zielzoete zonneschijn , Bestraal ik mede ghena vinden u ' ghemaal te zijn .	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.45	zijde keren ik ' bede de nek , en wenden haare oor vinden mijn klacht af .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.46	En achten gij dan ik ' toorn zode luttel , en ik ' macht zode krachteloos , zode kleed , verwaand Koningin , die gij ik noch allee , En vinden u oorloghsvolk verlaat , durven braveren , En trots ?	Emotion_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.47	denken vrijen , zode ik ' minnen een komen te karn In haten ; u ' hoofd , hoe schonen , hoe minnelijk , lopen ghevaar .	Emotion_Hatred_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.48	gij zwijgen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.49	spreken op , oft gij woord fluks de slag ghewaar .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.50	mare , welk een draaiboom komen ik daar hebben hoofd te bieden ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.51	het schijnen Fastarad , bestuwdt mede honderdt oorloghslieden , zij ' lijfwacht .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.52	Teeghen zulk een ' helpen vallen ik te zwak .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.53	goed , die ik wijken , en wachten ik ' slag af , mede ghemak .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.stage.4263.s.1	hij krijgen Heddewigh in het oog .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.stage.4271.s.1	hij spreken zij aan .	None
