focq001mini02_01.TEI.2.text.body.div.head.227.s.1	doen minnen in het Lazarus-huys .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1954.s.1	Hoe zijn u Naam ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1958.s.1	ik Naam ? ik geloven die die kerel zijn .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1962.s.1	zode zijn gei dan geren neef vinden Jonker Amadis ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1967.s.1	zijn neef ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1967.s.2	wel degelijk : het zijn nog geren manen lijden , die ik en hij te jachten op Kabbeljauwen rijden .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1971.s.1	zeggen , kennen gei Roeland wel ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1977.s.1	Zeer wel , zode ik aars niet weten ; zijn hebben die manna niet die zode graag pompoen eed ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1981.s.1	hebben zijn een eerlijk manna .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1985.s.1	Wel , heten ik uw die liegen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1991.s.1	 Neen , neen , deze zijn niet zot , of ik moeten ik wel bedriegen ,  En zelf zot zijn dan ik hij hebben achten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1991.s.2	 Helaas !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1991.s.3	zijn hebben doen minnen in zotheid zode velen macht ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1999.s.1	 het schijnen schier , alles of zijde iets vinden ik verstand moeten peinzen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1999.s.2	 Daarom volharden ik goed in ik nog zot te veinzen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1999.s.3	Wel aan , ik willen te jachten ; ik zadelt ik ik paard : zijn zijn doen brak ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1999.s.4	die ik straks doen hond paren : brengen hier doen valk , mede doen wind , en doen fret .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2003.s.1	zijn zijn doen vuur-roers , mede doen hoorn en doen net ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2010.s.1	zijn zijn doen jager ; sa , wie moet op de trillen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2010.s.2	mare , brengen geren valk , mits ik zelf vlieg willen ; Ja , zode oog , die ik zelf doen ster en planeet zullen kunne vang , om voor wildbraad op te vreten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2015.s.1	Sa , geven ik garen aan , op die ik net braay , wan ginder in het verscheiden , daar komen een papegaai .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.2019.s.1	Joris-vaar , Isabella , Ferdinand .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2029.s.1	Ik hebben uw , juffrouw , hier een nieuw rok doel manen , Die ik uw pas willen ; wild dan die praatjes steken , En gaan mede ik in huis : en gei , heer kerel !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2029.s.2	zullen , zode het uw believen , aan ik toereekenen doen schuld , die ik uw beletten gade , uw niet mede zij te moei : wan zot hoef hier geren zot voor te broeden :	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2033.s.1	Hoe komen die wijsheid jouw tocht uiten doen bokke-baart ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2037.s.1	Gans bloed !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2037.s.2	wat zijn jouw mond mede zulk een neuzen bewaren !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2044.s.1	gelijk gei zeer wel zeggen , doen wijsheid horen ik garen : mare of die gintse hok uw met wel zullen bewaren , Om uw die praat mede elkander te verbien , die zullen gei lichtelijk in het kort mee een zieden .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2050.s.1	Ik liggen mede uw , ja tocht , ik zijn vrijen in al zaak : wan ik hebben vrijheid vinden ik huik een broek te manen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2050.s.2	Ja zelf , vinden ik harden een knap-sak , alles ik willen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2054.s.1	komen , komen , al praat genoeg ; gade mede ik , en zwijgen stillen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2058.s.1	varen wel dan , waard zot !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2063.s.1	o hemels zottinne !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2063.s.2	Ik zeggen uw duizentmaal varen wel .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2067.s.1	komen , komen naar binden .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.speaker.2072.s.1	Ferdinand , allee .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2094.s.1	hout staan , gaa langzaam , ik denken !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2094.s.2	willen gei niet door doen winden verzwinden , het zijn nodigen , die gei zijn verdenken , zode gei hebben recht spoor wild vinden , die gei het verstaan tot leidsman wachten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2094.s.3	gei gaan wel , daar doen willen uw liggen , Door d'eerste drift aandrijven ; mare laas !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2094.s.4	doen rijden die beschreyt het Gevaar , zijn in g ' uw hebben begeven , Door het hol vinden u lossigheit ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2094.s.5	o Neen , o neen , kaar lief weder : wan doen beroving vinden u zin , ontroven u ziel zij glans en eer , En voorts , door een zottin te min , storten al doen vreugde vinden het min neder .	Joy_Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2094.s.6	wegge minnen , wie dwang ik tegenstreeft ; wegge dwaas , en al te zot verkiezen ; Vermits hebben gans geren rijden geven , zijn brein en rijden te verlies , Om een die brein nog rijden hebben .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.2098.s.1	Valerius , Ferdinand .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2106.s.1	ik weten , Ferdinand , die gei ik zotheid eer zullen vloek , Dan ik bedanken voor die ik uw komen bezoeken : wan , vriend , om uwentwil komen ik nu herwaarts niet , mare om ik zelf , die door zeker vreemd verdrieten , Helaas !	Emotion_Sadness
focq001mini02_01.TEI.2.text.body.div.div.sp.2106.s.2	hebben leven , mede ik vrijheid hebben verliezen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2112.s.2	vriend Valerius , wat doen gei ik hier horen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2112.s.3	hebben iemand ik verspieden ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2112.s.4	weten iemand zijn ik zijn ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2112.s.5	En die ik in deze huis ik niet verbergen kennen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2121.s.1	Tot nog toen , waard vriend , zijn u verblijf verbergen ; En voor ontdekken te zijn en hebben gei niet te zorg , Vermits die uw deze kleden bewaren tot goed loten ; mare ach !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2121.s.2	ik Ferdinand !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2121.s.3	ik zelf , ik zelf zijn zot ; En wild ik zotheid zien niet lang kunnen verschuilen , zij het wij wel nodigen zijn vinden kleed te ruilen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2129.s.1	zeggen ik , Valerius , wat voorval die deze zijn , die dus u brein verdraaien uiten zijn gestaltenis ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2129.s.3	wat doen u verf , wat doen u geest verdwijnen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2129.s.4	Wat hebben in het einde u staan veranderen in doen mijn ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2136.s.1	hebben ik hier gisteren , in het val vinden doen nacht , geren zeker zottin in het Laz'rus - huis brengen , wie schoonheid , bij doen zinnen , bij Hemel en planeet , Ja bij d'onsterff'lykheid schier niet zijn af te meten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2140.s.2	zijn zijde d'uwe liggen , deze hemels zottin ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2144.s.1	wassen zijde doen mijn , alles ik ik , eilaas , doen haare vinden .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2149.s.1	komen , gaan mede ik in huis , om uw wat neder te stillen , zijn gei ik , zode het uw lusten , u voorval zullen vertellen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2157.s.2	gei zuchten .	BodilyProcess_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2162.s.1	Ik zuchten , ik vriend , mede reden ; Nadien ik mede ik harden , ik brein verliezen , mede een .	BodilyProcess_Love
focq001mini02_01.TEI.2.text.body.div.div.stage.2164.s.1	Einde vinden hebben Tweede bedrijf .	None
focq001mini02_01.TEI.2.text.body.div.head.2168.s.1	Derde bedrijf .	None
focq001mini02_01.TEI.2.text.body.div.sp.2210.s.1	zijn dan het geval nog niet vermoeien , vinden , in ik onluk , zode verbolgen , ik mede een kwelling te vervolgen , Die al daag nog wassen , en groeien ?	None
focq001mini02_01.TEI.2.text.body.div.sp.2210.s.3	in doen plaatsen vinden hier t'ontvluchten hebben dreigend onluk vinden ik dood , zode strekken deze huis ik , in ik node , Een dood vinden duizend ongenuchten .	None
focq001mini02_01.TEI.2.text.body.div.sp.2210.s.4	wan passen , alles of door vlaag op vlaag , ik ziel nooit smarts genoeg kunnen vinden , zode worden doen waard vinden ik vriend , Op nieuw ik tot een dubbel plaag .	None
focq001mini02_01.TEI.2.text.body.div.sp.2210.s.5	Valerius , wieden ik gedachte bekennen zijn , alles zijn eigen harden , komen en vermeerderen nog ik smarten , In plaatsen vinden helpen vinden hij te wacht .	Emotion_Sadness
focq001mini02_01.TEI.2.text.body.div.sp.2210.s.6	vermits hij met door ik zottin , mede ik , in een staan brengen zijn ; En zwaard die hij doen ziel verkrachten zijn , Door het vuur vinden deze zelfde minnen .	Emotion_BodyPart_BodilyProcess_Love
focq001mini02_01.TEI.2.text.body.div.sp.2210.s.7	hij zwaard te sterven duizend dood , zode zijde niet blussen zijn heet branden ; wan weinig rijden , en verstaan hebben doen verhit minnen vinden nood .	Emotion_BodilyProcess_Love
focq001mini02_01.TEI.2.text.body.div.sp.2210.s.8	Daarom zode trachten hij hier vinden daan zij uiten deze Laz'rus - huis te licht ; kwansuis alles iemand vinden zijn nicht , zijn vinden doen zorgen op hij moeten staan .	None
focq001mini02_01.TEI.2.text.body.div.sp.2210.s.9	o Liefde !	None
focq001mini02_01.TEI.2.text.body.div.sp.2210.s.10	in hoe velen zielsgevaren En leven , en sterven , en kwijnen die geren , Die gij in u slavernij doen treden , Wanneer u keten hij bezwaar !	None
focq001mini02_01.TEI.2.text.body.div.sp.2210.s.11	mare echter , spijt deze smarten en pijn , het zijde ik ik wijze of zot willen schrijven , laten ik bij ik zottin slechts blijven ; wild gei ik niet puur zot doel zijn .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.2213.s.1	Anna , Ferdinand .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2228.s.2	of ik vinden ik zelf geren tijding dan zullen horen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2228.s.3	Hier , zeggen ik , daar ik eest ik zelf hebben verliezen ; mare neen , ik dolen misschien , mits ik geheugenis , liggen met , mede ik verstand , ik rijden ontvlogen zijn .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2228.s.4	wan d ' al te wrede minnen doen ik hebben harden ontrukken , breken gewis , mede een trekken , ook , al ik brein aan stuk ; Ja zode , die spijt doen naam vinden zot , en dwaas minnen , Ik in ik zelf doen daat nog tienmaal zot vinden .	Emotion_BodyPart_BodilyProcess_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2228.s.5	Een zot , helaas !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2228.s.6	vervoeren ik wel-bepaalde zin , Die rijden al zot zijn , dan hij , die zijde beminnen ; zode die ik vinden een zot zijn hebben Camelcon , Nadien die ik zijn verf dus schielijk overwinnen .	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2236.s.1	naar die ik horen kunnen , uiten deze zij gedachte , zode zullen het ik nodigen zijn ik wat voor zij te wacht : het zullen goed zijn , die ik trachten doen zotheid vinden zij minnen , weder door ik zotheid te verdrijven uiten zij zijn : Dies ik ik zot nog gade veinzen dan voor deze .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2241.s.1	zullen dan een zot , helaas !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2241.s.2	ik overwinnaar wees ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2241.s.3	En zullen ik ....	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2250.s.1	hebben gei hier niet in passant , misschien gevoelen , proeven , tassen , ruiken of zien , Een zeker Oliphant die ik flus hebben verliezen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2250.s.2	kleden in het groeien Fluweel vinden het gat tot aan zijn oor , En netten gefigureert mede laars aan hebben been .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2255.s.1	En hebben gei ik hier zelf niet eer zien , allee , wanhopig in ik druk , en treurig in ik leiden ?	HeavyHeartedness_Emotion_Sadness_Despair
focq001mini02_01.TEI.2.text.body.div.div.sp.2259.s.1	Die een , o Zuster !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2259.s.2	lijden , zullen zich ook een verblijden .	Joy_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.2264.s.1	o woord !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2264.s.2	die , indien gei Prophetyen woerd , ik doen gelukkigste zullen manen hier op aarde !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2270.s.1	o Pinxsternakelen , o geil , en rood kroot !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2270.s.2	Indien gei lopen kosten op u gesplitste poten , Hoe zullen gei draven op hebben roer vinden doen Trom !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2274.s.2	hoe schielijk keren zijn zotheid wederom !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2279.s.1	zode gei het geren ik verliezen ik weder kunde bestellen , zullen ik , tot bergloon , uw vereren twee-paar bel .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2284.s.1	Gelukkig zullen ik zijn , indien ik uw het verstaan , die gei verliezen hebben , weder stillen kennen te hand .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2290.s.1	komen , geven hebben ik wederom , indien gei het hebben vinden , Of ik zweren , karonje !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2290.s.2	die ik voor jouw oud zonde , Al zijn jouw nog zode mooi , uw smijten zullen mede slik .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2294.s.1	zeggen een , u vrijster , zijn die wel zode mooi alles ik ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2301.s.1	Wel deeglyk ; wan zijde doen elk die zij zien ontvonken , Vermits zijde zijn vinden sneeuw en peper t'zaam klinken .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2301.s.2	zijde zijn hebben die ik binden mede een onbreekb're band , Mits zijde door het zelfde vuur , die ik verteren , verbranden .	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2305.s.1	Om zij allee , helaas !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2305.s.2	hebben gij u verstaan verliezen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2312.s.1	hebben brand vinden zij ogen die maken hebben volk tot moor , En het lachen vinden zij mond geest zulk zoet trekken , die wel een water-snip zij vlieg in zij bek .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2319.s.2	in plaatsen die deze ik minnen dienen om te karn , zode doen zijn zotternij ik liefde nog vermeeren .	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2319.s.4	mede wat schoon Geest zij hij niet zijn verciert , Indien vinden deze kwaal zijn brein genezen worden .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2328.s.1	het schijnen die gei bij uw zelf staan te Philosopheeren ; de , om ik reden daar bij te Copuleeren , zode weten die Amor ( aars een vreemd snaakse venten ) doen ziel , doen ziel hebben lijf regeren , naar het temp'rament : zijn uiten ik induceer , die , naar doen temp'ramenten , doen minnen vaak wonderlijk in het lijf moeten redementen .	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2333.s.1	houden op : hier vinden genoeg ; mare zeggen , zijn zijn ik lint vinden hopen , die ik uw geven ?	Emotion_Hope
focq001mini02_01.TEI.2.text.body.div.div.sp.2341.s.1	die zijn al aan doen winden : wan zijn niet helen zot in het min , nog in het hoop , zode moeten ik dadelyk die Troef-blad laat lopen , En discarteeren die behendig uiten doen wegen , zode dra ik goed kaart en speld in hand krijgen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2345.s.1	Wat kreegt gei dan ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2361.s.1	Ik krijgen een Koningin vinden hart , Die zelf doen Koningin vinden Vrankryk wel mogen tarten , In velen provincie te winden in een uur .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2361.s.2	Hoewel hier tegen , door een vreemd avontuur , ik vijand in hebben speld , hoewel ik vriend in het leven , Door een verdoemen steken , ik gans kaart vergeven , En ieder maken , door het zieden vinden hebben zelfde blad , die ik doen winst vinden het speld schier al verzekeren hebben .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2361.s.3	deze doen wel haasten door twisten wij vriendschap al verzwinden , Tot vijand maken doen twee getrouwste vriend ; Vermits doen vriendschap , in doen minnen en het spel , stuiten ; wan daar ik spelen of mind , daar heest doen vriendschap uiten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2365.s.1	zode zijn ik hopen dan wegge ?	Emotion_Hope
focq001mini02_01.TEI.2.text.body.div.div.sp.2369.s.1	zode doen ik hopen mede een .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2373.s.1	wild gei een ander ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2377.s.1	Hoe ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2377.s.2	te geven , of te leen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2381.s.1	Te geven , zode gei wild .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2385.s.1	zijn hebben gei dan hebben lint ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2389.s.1	Hier op ik hoofd .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2393.s.1	zode oog ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2397.s.1	Hoe nu dan , zijn gei blind ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2401.s.1	Wel , maken hebben dan een lossen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2405.s.1	gei moeten hebben zelf ontbinden .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2409.s.1	staan dan zode langen wat stillen , ik zullen doen knoop wel vinden .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.2411.s.1	hij ontbinden zij Hooft-strik .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2418.s.1	Ontknoopse , zij zijn voor uw .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2418.s.3	zode ik dor , ik zij hij omhelzen , en hij druk aan ik barsten : mare waarom durven ik niet ?	EmotionalAction_BodyPart_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2418.s.4	geren mens zijn hier op weg , Een zot , gelijk hij zijn , wat zijn daar aan liggen ?	None
focq001mini02_01.TEI.2.text.body.div.div.stage.2420.s.1	zijde omhelzen hij .	EmotionalAction_Love
