vond001gysb04_01.TEI.2.text.body.div.head.296.s.1	Gysbrecht van Aemstel .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.6	Wie stopt den Aemstel toe met dooden ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.7	wie de straeten ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.8	Waer ziet men niet de vlam van dien gestichten brant ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.9	Wat grafsteê , wat altaer , wat kerck heeft 's roovers hant Verschoont ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.10	wat heilighdom , kapellen , kloosters , nonnen Zijn van die klaeuwen niet geschantvleckt , en geschonnen ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.11	Op dat ick niet en repp ' , hoe gruwzaem zijn soldaet Na'et schennen martlen durf den godtgewijden staet ; Daer al de volgende eeuw met laster van zal spreecken , En dat Godts streng gerecht te zijner tijt wil wreecken .	Emotion_Vindictiveness
vond001gysb04_01.TEI.2.text.body.div.sp.2599.s.1	Dit , leider !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2599.s.2	was een nacht vol ramps , vol ongevals : Maer dat men oversten wil schuiven op den hals Al wat'er is misdaen by krijgsliên zonder orden , En die door geen gezagh in toom gehouden worden By die gelegentheit , dat lijdt de reden niet , Noch leert d'ervarentheit , en is wel meer geschiet ; Byzonder daer het hart van wraecklust was bezeten .	Emotion_BodyPart_Vindictiveness
vond001gysb04_01.TEI.2.text.body.div.sp.2599.s.3	Wie keert een ' dollen leeuw , na 't breecken van zijn keten ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2599.s.4	Hy volght zijn ' wreeden aert , en vlieght met eenen loop , En grabbelt blindelingh den reedsten uit den hoop .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2599.s.5	Wanneer 't verbolgen zwaert geraekt uit's krijgsmans scheede , Het keert ' er langsaem in , en acht gebodt noch bede , Ziet vorst noch veltheer aen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2599.s.6	het zwaert , geterght van wraeck En gramschap , vint in 't bloet des vyants zoeten smaeck .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2599.s.7	De duisternis des nachts maeckt alle ding oock gruwelijck : Dan schijnt het , wat men daeghs zich schamen zou , min schuwelijck , In dees bloetdronckenschap , en blinde en dartle lust , Die tot een vonxken toe al 't licht van reden bluscht , Uit tamme menschen schept onredelijcke dieren , Men moet , men wil of niet , dan 't heir den teugel vieren .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2599.s.8	Mijn meester toen hy eerst voor uwe vesten quam , Wou wel bemaghtigen de muur van Amsterdam , Maer in den gront de stadt zoo schendigh te verdelgen , Was noit zijn wit , en 't valt hem bitter te verzwelgen : Hoewel het krijghsrecht hem verschoont ; hy verreght niet Het uiterst van zijn recht , en straft noch met verdriet : Is tot verzachting en verschooning meer genegen , Dan al te stijf te staen op 't punt van zijnen degen .	Emotion_Sadness
vond001gysb04_01.TEI.2.text.body.div.sp.2599.s.9	Verschoon uw leven toch , en gun dees eer aen my .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2605.s.1	Ick ben met eenen doot voor al mijn leven vry .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2605.s.2	Vertreck , en wacht u my meer tijdingen te brengen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2605.s.3	'k Getroost my al wat Godt u toelaet te gehengen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2607.s.5	Adelgund .	None
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2607.s.6	Veenerick .	None
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2607.s.8	Rafaël .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2622.s.1	WY gaven Vooren kort en duidelijck bescheet .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2622.s.2	Gy hoort , hoe 't oorloghsvolck tot stormen staet gereet : Waerom het noodigh waer , eer zy dit huis besluiten Van achter met een vloot van schepen en van schuiten , My van onnut gezin , en die geen nootweer biên , t'Ontslaen , en met de bloem der mannen te voorzien , Die machtigh is 't gewelt des vyants af te keeren , Het welck ons komt aen boort met storrembrugh en leêren .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2622.s.3	Mijn liefste , geef u scheep : al is het scheiden pijn , 't Is noodigh .	BodilyProcess_Sadness
vond001gysb04_01.TEI.2.text.body.div.sp.2622.s.4	Peter zal uw trouwe leitsman zijn , En dit gevlughte volck en u en uwe kinderen Vervoeren naer een wijck , daer niemant u kan hinderen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2622.s.5	Getroost u daer een wijl te wachten , tot dat Godt Ons weder t'zamenbrenge , en gunne een beter lot .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2633.s.1	Helaes , wat ga ick aen ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2633.s.2	wat komt my weder over ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2633.s.3	Waer zentge my , mijn lief , Persijn den grooten roover Uw ' vyant in den mont , die op ons vlamt en loert Uit Zwaenenburgh , daer hy des graeven vlagge voert ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2633.s.4	't Verdriet hem zulck een slot en vasten burgh te derven , Die ongerechte gift .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2633.s.5	uw zaet , uw wettige erven Te blusschen in haer bloet , is al zijn wensch en wit , Op dat hy onverlet volharde in 't nieuw bezit .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2637.s.1	Mevrouw , zijt wel getroost : ick zal u zelf geleiden .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2641.s.1	'k Neem oorlof met een kus .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2646.s.1	Ick zal van 't huis niet scheiden Noch scheep gaen zonder u , mijn heer , mijn waerde man .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2650.s.1	Ick volg u eer gy 't weet .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2654.s.1	Daer weetge luttel van .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2659.s.1	De stroom is wijt genoegh , al stoptmen deze haven , Een schuit ontslipt het licht .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2664.s.1	Men zal u hier begraven , Bestulpen onder 't puin .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2664.s.2	ick zie dit huis in brant .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2668.s.1	d'Onsterffelijcke Godt heeft alles in zijn hant .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2673.s.1	Och , of de goede Godt zich mijnes wou ontfermen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2678.s.1	Mevrouw , betrouw op hem : hy kan ons wel beschermen , En voert zijn eigendom door water vier en vlam .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2682.s.1	Gelijck de brant getuight van 't gloeiende Amsterdam .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2686.s.1	't Is zijn gehengenis .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2686.s.2	wie durf zich daer in mengen ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2690.s.1	Wanneer ons leet geschiet , dan zal hy 't oock gehengen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2694.s.1	Mijn lieve gemaelin , gy stelt u 't zwaerste voor .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2698.s.1	Uw droefheit houd geen maet , 't benevelt brein geen spoor .	Emotion_Sadness
vond001gysb04_01.TEI.2.text.body.div.sp.2702.s.1	Nu vollegh raet , mevrouw , en laet u toch gezeggen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2704.s.1	Adel .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2707.s.1	Och , moederlief , wat raet ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2707.s.2	zy komen 't huis beleggen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2707.s.3	Bewaer mijn reinigheit , mijn ' maeghdelijcken staet .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2715.s.1	Och , dochter , moeders troost is krancke toeverlaet .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2715.s.2	De klockhen deckt vergeefs het sidderende kiecken Voor een ' doortrapten vos met schaduw van haer wiecken : Hy grijptze beide , en stroit de pluimen in de wint , En koelt zijn ' lust , en ruckt de moeder van het kint .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2719.s.1	Zult gy dan oirzaeck zijn dat beide uw kinders sneven ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2723.s.1	Ick zou om eenen man wel bey mijn kinders geven .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2727.s.1	Beweeght uw kroost u niet , dit jongske kleen en teêr ?	BodilyProcess_Love_Compassion
vond001gysb04_01.TEI.2.text.body.div.sp.2731.s.1	Niet luttel , maer mijn man beweeghtme noch al meer .	BodilyProcess_Love_Compassion
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2733.s.1	Ve .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2735.s.1	Wat schreitge moederlief ?	BodilyProcess_Sadness
vond001gysb04_01.TEI.2.text.body.div.sp.2735.s.2	zijt gy bedroeft om vader ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2739.s.1	Om vader schrey ick , kint , om u en ons te gader .	BodilyProcess_Sadness
vond001gysb04_01.TEI.2.text.body.div.sp.2743.s.1	Uw moeder keert zich niet aen u noch uwe smert .	Emotion_Sadness
vond001gysb04_01.TEI.2.text.body.div.sp.2750.s.1	Met smerte baerde ick 't kint , en droegh het onder 't hart .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2750.s.2	Mijn man is zelf het hart . 'k heb zonder hem geen leven .	BodyPart_Dedication
vond001gysb04_01.TEI.2.text.body.div.sp.2750.s.3	'k Zal u om lief noch leedt bezwijcken noch begeven .	Emotion_Happiness_Unhappiness
vond001gysb04_01.TEI.2.text.body.div.sp.2750.s.4	'k Beloofde u hou en trouw te blijven tot de doot .	Emotion_Love_Loyalty
vond001gysb04_01.TEI.2.text.body.div.sp.2754.s.1	't Is oock getrouwigheit , wanneer men scheit uit noot .	Emotion_Loyalty
vond001gysb04_01.TEI.2.text.body.div.sp.2758.s.1	Men scheit om beters wil , om weder te verzaemen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2762.s.1	Indien ick van hem schey , wy komen nimmer t'zaemen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2766.s.1	Gy scheide menighmael , en zaeght hem weêr gezont .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2770.s.1	Ick scheide noit , daer 't zoo bedroeft geschapen stont .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2774.s.1	De weerhaen van de kans kan lichtelijck verkeeren .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2778.s.1	't Verkeerde noit zoo snel , of 't was om my te deeren .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2782.s.1	't Was best de kinders dan in zekerheit gebroght .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2786.s.1	't Was best , en hielme niet de bant des echts verknocht .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2791.s.1	Een vrouw gedijt tot last : zy weet niet uit te rechten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2796.s.1	Bestelme slechts een zwaert , ick ben bereit te vechten , Te sterven aen de zy van mijnen vromen man .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2800.s.1	Gy hebt een vrouwenhart .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2808.s.1	Neem eens de proef daer van .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2808.s.2	Heldinnen stonden eer als onbeweeghde posten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2808.s.3	De faem van vrouwen roemt , die stadt en volck verlosten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2808.s.4	Uw moeder Baerte toont hoe veel een vrouw vermagh , Wanneer zy Ysselstein verdaedight jaer en dagh .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2817.s.1	Ick waerschouw u , mijn heer , eerwe overrompelt worden .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2817.s.2	De triomfeerder stelt zijn vaendels in slaghorden , En d'eer des eersten storms verguntmen aen den Vries , Die 't volck in orden stelt : ons dient geen tijdtverlies .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2817.s.3	Men voert de stormbrugh aen : men steeckt'er de trompetten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2817.s.4	't Is over tijdt den muur en torens te bezetten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2822.s.1	Al lang genoegh gemart : dewijl de noot u prest , Gehoorzaem uwen heer , en kus hem eens voor 't lest .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2835.s.1	Zeer gaerne , brave helt , vergunme slechts een bede , En ruck , het is mijn wil , dit lemmer uit de schede , En stoot het door dees borst , en doop het in dit bloet .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2835.s.2	't Is beter dat gy 't zelf dan Vries of Kermer doet , Als ick u heb den geest zien geven door uw wonden , Mijn zoontje zonder hooft , mijn dochterke geschonden , En hoor al 't huis vervult met brant met moortgeschreeuw .	EmotionalAction_Vindictiveness
vond001gysb04_01.TEI.2.text.body.div.sp.2835.s.3	Zoo sterf ick noch uw vrouw , geen kinderlooze weeuw !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2835.s.4	Zoo magh mijn kint , of gy noch bey deze oogen luicken , Naerdien ick 's levens licht niet langer magh gebruicken .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.1	O gruwel , Badeloch , ben ick van zulck een ' aert , Dat ick een vrouw , en noch mijn eigen , met mijn zwaert , Zoo eerelijck voor haer , voor kinderen , en magen , En deze goe gemeent mijn leven lang gedragen , Vermoorden zou , gelijck een gruwelijck tyran ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.2	Zoo ben ick langer niet uw bedgenoot , uw man : Zoo hebt gy onbekent dus lange my versleten , En ick mijn Christendom verzaeckt , mijn ' plicht vergeten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.3	Hoe laetge zulck een woort uw ' kuischen mont ontgaen ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.4	Of wiltge , dat ick u altzamen zal verraên , En my aen uwe doodt en schennis schuldigh maecken ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.5	't Is tijt om weer te biên : de vyanden genaecken .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.6	Het godloos bastertzaet , beweeght door geen misbaer , Dat onze nicht Klaeris van Velzen , voor 't altaer En 't kruisbeelt , in 't gezicht haers bruidegoms verkrachte , En trappelde op het hart , en om den dootsnick lachte , Zal daetlijck dezen burgh veroveren verwoet .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.7	Ick zal mijn vrouw , mijn zaet zien in elckanders bloet Versticken .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.8	Grobber zal 't in eenen beker schincken , En dat , zoo laeuw als 't is , den vader op doen drincken , Op dat d'ontruste geest doorwaer ' zijn ingewant , En pijnig ' voor zijn doot het los en vlot verstant .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.9	Waer zijtge dienaers ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.10	waer mijn lijfwacht ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.11	waer mijn knapen ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.12	Brengt herwaert mijn geweer , op mannen , wapen , wapen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.13	Het is de jongste dagh , en met dit huis gedaen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.14	Noch zal het wraeckeloos zoo niet te gronde gaen : Daer moet een groot getal met ons ten hemel vaeren .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2868.s.15	Komt volghme , daerwe flus in 't harnas bezigh waren , In 't midden van den moort . 'k gevoel een nieuwe kracht .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.1	Waer wiltge heene ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.2	uw zelf verdrincken in de gracht ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.3	De slotbrugh brant vast af .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.4	of hebtge voor te sterven , Zoo neem ons t'zamen meê : hier zijn uw wettige erven , De huwbaere Adelgund , d'onnoosle Veenerick .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.5	Mijn hairen staen te bergh : hoe klopt mijn hart van schrick !	Fear_Emotion_BodyPart_BodilyProcess
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.6	Och vader , 't is mijn schult : och , zijt zoo niet verbolgen .	Offended_Emotion
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.7	Bedaer wat : ick ga scheep : ick zal den Deken volgen , Te water en te land : hy voerme waer 't hem lust , Of naer den wilden Yr , of aen de noortsche kust .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.8	Nu vrees ick geen gevaer , noch geene uitheemsche stranden .	Fear_Emotion
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.9	Ick neem verlof .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.10	ick ga : ick kus voor 't lest uw handen , Gehoorzaem u , gelijck een Christe vrouwe past .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.11	Ick schrey en klaegh vergeefs .	EmotionalAction_BodilyProcess_Despair
vond001gysb04_01.TEI.2.text.body.div.sp.2884.s.12	och mannen , houdt hem vast .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2889.s.1	Mijn heer , ontferm u toch om uw bedruckte vrouwe : Zy luistert naer uw ' raet : zy zwijmt : zy sterft van rouwe .	Emotion_EmotionalAction_BodilyProcess_Compassion_Sadness_Despair
vond001gysb04_01.TEI.2.text.body.div.sp.2893.s.1	Och , vader , moeder sterft .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2893.s.2	wat gaet my leider aen !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2897.s.1	't En zy gy wat bedaert , het is met haer gedaen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2902.s.1	Om Godts wil , geef gehoor : gy ziet hoe zy u minnen .	Emotion_Love
vond001gysb04_01.TEI.2.text.body.div.sp.2911.s.1	Wat razery is dit !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2911.s.2	wat onverzetbre zinnen !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2911.s.3	Men recht met jammeren noch jancken hier niet uit : De traenen doen 't hem niet .	EmotionalAction_BodyPart_Sadness_Despair
vond001gysb04_01.TEI.2.text.body.div.sp.2911.s.4	de wreetheit wort gestuit Met dapperheit en moedt .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2911.s.5	waer laet gy u vervoeren !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2911.s.6	Het kermen is onnut : men moet de handen roeren .	EmotionalAction_Despair
vond001gysb04_01.TEI.2.text.body.div.sp.2911.s.7	Scheep , scheep .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2911.s.8	nu zijt getroost , mijn lief , de tijt is kort .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2917.s.1	Voor 't scheiden , laetme toe dat ick mijn bede stort .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2917.s.2	Heer Peter , bid voor ons , dat Godt deze arme schaere Door zijne engel stuure , en mijnen heer bewaere .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2940.s.1	Gy die der vromen schilt en wisse toevlught zijt , En van den hemel af den jammerlijcken strijt Der menschen gade slaet , en ziet de steden daelen , En wentelen , en zet de heerschappijen paelen ; Erbarm u over dit bedruckt belegert slot : Bescherm 't rechtvaerdigh hooft , en bergh het overschot Der uitgeroide stadt , genootzaeckt door de baeren , In lange ballingschap , op Godts gena , te vaeren , Gy hebt het huisgezin van Noah wel behoed , Dat op de baeren dreef en hoogen watervloet ; Toen 't water immer wies , tot daer de sterren bloncken , Toen 't hemelhoogh geberghte en alle spitsen zoncken , En al de weerelt lagh in eene baere zee Gedompelt over 't hooft , en kende strant noch ree .	EmotionalAction_Compassion
vond001gysb04_01.TEI.2.text.body.div.sp.2940.s.2	Gy trooste door de duif die overbleve zielen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2940.s.3	d'Olijftack zey haer aen hoe alle watren vielen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2940.s.4	Vertroost ons desgelijx in droeve ballingschap .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2940.s.5	Gy weet daer van de maet , en kent den lesten stap .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2940.s.6	Uw geest die blaeze in 't zeil : uw heilige engel stiere Het roer , en zette ons op , daer elck u vrolijck viere .	Joy_Emotion
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2942.s.1	Ra .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.1	O Gysbreght , zet getroost uw schouders onder 't kruis U opgeleit van Godt . 't is al vergeefs dit huis Verdaedight ; hadden wy 't in ons behoed genomen , Het waer met Amsterdam zoo verre noit gekomen : Dus wederstreef niet meer uw trouwe gemaelin .	Emotion_Loyalty
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.2	Verlaet uw wettigh erf , en quel u nergens in .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.3	Al leght de stadt verwoest , en wil daer van niet yzen : Zy zal met grooter glans uit asch en stof verrijzen !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.4	Want d'opperste beleit zijn zaecken wonderbaer .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.5	De Hollantsche gemeent zal , eer dry hondert jaer Verloopen , zich met maght van bontgenooten stercken , En schoppen 't Roomsch altaer met kracht uit alle kercken , Verklaeren 't graefflijck hooft vervallen zijn recht , En heerschen staetsgewijs ; het welck een bits gevecht , En endeloozen krijgh en onweêr zal verwecken , Dat zich gansch Christenrijck te bloedigh aen wil trecken .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.6	In 't midden van den twist , en 't woeden nimmer moe , Verheft u stadt haer kroon tot aen den hemel toe , En gaet door vier en ys een andre weerelt vinden , En dondert met geschut op alle vier de winden .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.7	Uw afkomst midlerwijl zal geensins onder gaen , Maer eeuwigh adelijck en eerelijck bestaen , Op sloten en in steên ; en loffelijck regeeren , En Aemstels oude naem zal geenen lof ontbeeren ; Als uw naemhafte stadt haer ' Schouburgh open doet , En voert op 't hoogh tooneel uw daeden te gemoet Den burgermeesteren , en drymael twalef raeden , Gezeten op uw ' schilt , van kruissen overlaeden .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.8	Dus geef u haestigh scheep : 't is tijt , want zonder Godt En onze hulp , 't was ongekomen met dit slot .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.9	Ick zal u met een ' mist en dicken nevel decken , En voorgaen met mijn ' glans , den volcke een leidstar strecken , In 't midden van den stroom .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.10	schep moedt , en wanhoop niet , Maer volgh gehoorzaem na het geen u Godt gebiet .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.11	Zijn wil is , dat gy treckt naer 't vette lant van Pruissen , Daer uit het Poolsch gebergt de Wijsselstroom komt ruisschen , Die d'oevers rijck van vrucht genoeghelijck bespoelt .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.12	Verhou u daer , en wacht tot dat de wraeck verkoelt .	Emotion_BodilyProcess_Vindictiveness
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.13	Gy zult in dit gewest een stadt , Nieuw Hollant , bouwen , En in gezonde lucht , en weelige landouwen , Vergeten al uw leet , en overbrogten druck ; Waer door uw naezaet klimt den bergh op van 't geluck .	Emotion_Sadness
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.14	Valt u 't verwoesten der godtsdienstigheit te lastigh , Volhardt by 't out geloof en Godts altaer stantvastigh , Op 't spoor der ouderen , u moedigh voorgetreên .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2991.s.15	Zoo draeft men recht naer Godt , door alle starren heen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.3002.s.1	Zijt gy dat Rafaël ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.3002.s.2	zijt gy dat zelf , die beyde Tobias en zijn bruit zoo veiligh t'huis geleide ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.3002.s.3	Of liever d'afgezant des hemels , die zoo klaer Voor Moses trock , gelijck een vierige pilaer ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.3002.s.4	Of die den vromen Loth noch berghde , eer 't vier van boven De steden stack in brant ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.3002.s.5	of die den gloênden oven Verkoelde , en brogt'er gaef dry jongelingen uit ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.3002.s.6	Wy volgen op uw licht : wy zien 't is Godts besluit .	None
vond001gysb04_01.TEI.2.text.body.div.sp.3025.s.1	Nu buigh ick my voor Godt , mijn lief , mijn uitverkoren .	None
vond001gysb04_01.TEI.2.text.body.div.sp.3025.s.2	Nu weiger ick geenfins naer uwen raet te hooren , En legh hier 't harnas af .	None
vond001gysb04_01.TEI.2.text.body.div.sp.3025.s.3	hier baet geen tegenweer : Nu Godt dit huis verlaet , en gelt'er zwaert noch speer .	None
vond001gysb04_01.TEI.2.text.body.div.sp.3025.s.4	Al 't volck ga voor , dan 't lijck , en niemant hoef te vreezen ; Ick zelf met mijn gezin zal d'allerleste wezen .	Fear_Emotion
vond001gysb04_01.TEI.2.text.body.div.sp.3025.s.5	Heer Peter , 'k bid u , tast dit heïligh kruisbeelt aen , Dat voor mijne oudren lang heeft op 't altaer gestaen , En my is aenge-erft .	None
vond001gysb04_01.TEI.2.text.body.div.sp.3025.s.6	ick storte in tijt van vrede En oorlogh menighmael hier voor mijn vierge bede , Zoo wel des nachts als daeghs .	None
vond001gysb04_01.TEI.2.text.body.div.sp.3025.s.7	hoort mannen , hoort na my .	None
vond001gysb04_01.TEI.2.text.body.div.sp.3025.s.8	Wanneer men uit den stroom en Pampus raeckt voorby , Zoo doet ter slincke hant in zee zich op wat weilant , Dat Marcken heet van outs , een laegh en visschers eilant , Het welck een klooster draeght genaemt Mariengaerd , Een rijcke en oude abdy : wy zullen derrewaert Ons spoên , voor wint voor stroom , met riemen en met zeilen , En daer de vloot verzien , en voorraet ommedeilen , En leven wijder raet .	None
vond001gysb04_01.TEI.2.text.body.div.sp.3025.s.9	gaet scheep in die gestalt , Gelijck ick heb belast .	None
vond001gysb04_01.TEI.2.text.body.div.sp.3030.s.2	hoe bitter valt Het scheiden van zijn lant , daer alles loopt verloren !	None
vond001gysb04_01.TEI.2.text.body.div.sp.3034.s.1	De liefde tot zijn lant is yeder aengeboren .	Emotion_Love
vond001gysb04_01.TEI.2.text.body.div.sp.3038.s.1	Verdelghde stadt , wy gaen , en komen nimmer weêr ,	None
vond001gysb04_01.TEI.2.text.body.div.sp.3042.s.1	Vaer wel , mijn Aemsterlant : verwacht een ' andren heer .	None
vond001gysb04_01.TEI.2.text.body.div.p.3044.s.1	UIT .	None
