hoof001achi01_01.TEI.2.text.body.div.head.500.s.1	P.C. Hoofts spel van ‘ Achilles en Polyxena ’	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.40	Ick claechde Paris aen , heraijschde vrou en schatten .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.41	Antenor op ons sijd ' creeg ick , eens coninxs stem , Maer Paris en de geen , die schuldich sijn met hem , Hebben haer handen nau van onsen moort onthoudē , t ' Welck , Menelaus , ghij soowel als ick aenschoude .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.42	Van ons gemeene noot was dat den eersten dach .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.43	Ick heb meer wtgerecht , dan ick verhalen mach In desen langen crijch met wijslijck doen en raeden , Want t ' sint het slaen , geschiet als wij te lande traden , Schuijlden de vijant lang cleenhartich in de stat .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.44	Wij hebben eerst dit jaer middel om slaen gehadt .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.45	Goet sijdij int gevecht , maer wat sijdij daer buijten ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.46	Gesmeert hadt men u moeten in een casse sluijten , Gelijck als het geweer , tot datter quam de tijt , Dat men u bruijcken mocht te veld ' in open strijt .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.47	Want waertoe dienden ghij ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.48	dan , vraechdij wat ick drijve ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.49	De vijant leg ick laech en onse schanse stijve , Tot s ' langhe crijchs verdrach geeff ick de gasten moet .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.50	Hoe sij gewaepent , hoe sij moeten sijn te voet .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.51	Hierin ick onderwijs en raed ' haer tallen stonden , Off warde voor gesant nu hier nu daer gesonden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.52	De Coning hadt gedroompt , dat hem Juppijn geboot Te keeren t ' huijswaerts met de geheele vloot , En konde door den naem van godt licht elck beweegen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.53	Dat Aiax sich vertooch en set hem daer eens teegen , En vecht al wat hij mach !	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.54	Waerom belet hij niet Dat ijderman omt seerst fluxs nae de scheepen vliet ?	Fear_EmotionalAction
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.55	Ten was niet groots voor hem , die stadich groots cont spreecken .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.56	Maer wat ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.57	hij vluchten selff , en is aent strant geweecken .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.58	Ick sach het selven aen en schaemdet mij te sien .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.59	Ick riep terstont : wat ding doet u , gesellen , vlien En Troien halff gestoort los laten wt u handen ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.60	Wat voert ghij doch nae huijs dan eenen buijt van schanden ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.61	Met dese woorden keerd ' ick al het volck alleen En Agamemnon riep terstont den hoop bij een .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.62	Een woort en dorst ghij doen , ô Aiax , niet vermelden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.63	Thersijtes en ontsach de Princen niet te schelden , Maer wert van mij bestrafft ; k ' ben opgereesen voort En deed ' het volck sijn moedt weer grijpen door mijn woort .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.64	Al t ' geen , dat t ' sint die tijt dan Aiax heeft bedreeven , Compt mij altsaemen toe , ick heb hem u gegeeven .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.65	Als hij teech op de vlucht , doen heb ick hem gekeert .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.66	Maer wat grieck isser doch die u acht off begeert ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.67	Wat Diomedes doet , dat doet hij met mij t ' saemen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.68	Isset een cleene saeck dat hij mij acht bequame , En kiest mij tot gesel wt so veel duijsent man , Als enen die hem best in alles helpen can ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.69	Ten was mijn beurte niet , nochtans nam ick bij nachte Gevangen 's vijandts spie , die ick oock omme brachte , Nae dien ick al den raedt van Troien hadt verstaen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.70	Met mijn beleeffde ' loff mocht ick te rugge gaen , Was lijckwel niet te vreên , maer als een vroomheijts pleeger , Vermoord ' ick Rhesus met sijn selschap in sijn leeger .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.71	Dus quam ick hier , naedien ick had mijns willen wins , Op sijnen wagen selff als een gesegent Prins .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.72	Weijgert mij t ' waepen , gaet u gunst tot Aiax wenden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.73	Ick hebbe met mijn swaert vernielt Sarpedons benden , Iphetides en Ceranos ick vluchten dede , Alastor , Chromius en oock Alcander meede , Noemen en Pritanus , Halinus van gelijcken , Dees moesten altemael voor mijnen aenval wijcken .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.74	Dan Thoon , Charapos , en Ennomos en voort Chersidamos heb ick met desen hant vermoort , En meenich slecht soldaet ; oock ben ick niet verleegen Om u te toonen dat ick wonden heb gecreegen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.75	De plaetse daer se staen , ô burgers !	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.76	haer verciert .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.77	Gelooft geen woorden , niet diemen licht schoon versiert .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.78	Siet de litteekens hier , dit is de borst , gesellen , Die ' ick voort gemeene nut so dickwils heb gaen stellen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.79	Maer Aiax heeft sijn bloet so meenich jaer gespaert , En heeft sijn groote borst van wonden wel bewaert .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.80	Dan , dat hij heeft belet de griecse vloot te schennen , Is dat so grooten saeck ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.81	dat wil ick wel bekennen , Want te verduijstren t ' goet en was noijt mijn bedrijff .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.82	Maer dat hij d ' eere sich alleen niet toe en schrijff .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.83	Patroclus , die gedect was met Achilles waepen , Heeft oock geweert den brant , tot ons bederff geschaepen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.84	Hij waent , dat hij alleen een hart had ' in sijn borst , Dat Hectors toorn fel stoutlijck verwachten dorst , Heeft Coning en met mijn Achilles selff vergeeten , Aldaer hij in den Raet de negenst ' is geseeten , En boven dander nergens om dan door het lot .	Emotion_Anger
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.85	Dan segt , ghij stercken helt , die mette Princen spot , Welck was den wtgang doch vant vechten met u beijen Dan dat ghij ongewont liet Hector van u scheijen ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.87	wat ist mij een smert te dencken aen den dach , Dat men der griecken muer , Achilles , vallen sach .	Emotion_Sadness
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.88	De tranen noch de rou , noch vreese condt mij schaeden Int dode lichaem cout op deesen hals te laeden .	Fear_Emotion_BodyPart_Sadness
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.89	Op deesen hals droeg ick Achilles , en met hem De waepens , die ick wens datmen mij nu toestem .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.90	Ick hebbe crachten , die voor dat gewicht niet vreesen , En een gemoedt , dat u van d ' eer sal danckbaer weesen .	Fear_Joy_Honor_Emotion_BodyPart
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.91	De blaeuwe seegodin heeftse de waepens schoon Seer constelijck doen smeên , eergierich voor haer soon , Op dat een slecht soldaet , daer wij noijt geest in sagen , Des hemels gaven waert onwaerdich soude dragen ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.92	Het gene , datmen in den schilt gehouden siet , Verstaet hij , weet ick wel , int alderminste niet .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.93	Besach hijt eens te recht , hij souder in verwerren : Het Aertrijck , en de Zee , de loop der gulden sterren .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.94	Gij sout u schamen selffs , dat ghij begeeren gaet De waepens , die ghij doch int minste niet verstaet .	Emotion_Desire
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.95	Maer hij saijt dat ick laet ben in de crijch gekomen , En daerentusschen denct niet , dat hij so den vromen Achilles oock beschelt .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.96	Ist veijnsen sont geweest ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.97	Wij veijnsden alle baij , wie van ons beijden meest ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.98	Dan , soot vertoeven voor een misdaet sou verstrecken , Men heeft mij nae den crijch sien vóór Achilles trecken .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.99	Hem hiel sijn moeder thuijs , en mij mijn cuijsse vrou , Hem gafmen d ' eerste tijt , en al de rest aen ouw .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.100	Ick zal mijn misdaet nu doch wel verdaden connen Gemeen met sulcken man , nochtans is hij gevonnen Door mijne cramerij , van als bij een geschraept , Maer ick ben doort vernuft van Aiax niet betraept .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.101	Gaet sijn botte tong met mij te schelden toonen , Verwondert daer niet in , u gaet hij niet verschoonen : Die valschelijck van mij misdadich wert genoempt , Is het u luijden eer dat ghij die hebt verdoempt ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.102	Maer Palamedes cont sijn onschult niet betogen , Ghij saecht de stucken selff , ô griecken , voor u ogen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.103	Ghij saecht dat gout , dat lach begraven in sijn tent .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.104	Maer seeker , dat verraet was claer genoech bekent .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.105	Dat Philoctetes op het eijlant is gebleeven , Verdaet u eijgen saeck , geen schult men mij can geeven .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.106	Ghij alleen liet het toe ; ick heb het wel geraen , Op dat hij mocht de moijt van dese crijch ontgaen , En sachten door den rust sijn overwreede pijnen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.107	Hij deed ' alsoo en leeft , men sal dees raet bevijnen Niet slechtelijck getrou , maer noch geluckich mee .	Joy_Emotion
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.108	Die maeckt sij oock getrou den geenen diese dee .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.109	Dewijl men Propheteert , datmen niet wt can roijen Dardanus ouden rijck , noch slechten t ' slot van Troijen , Ten sij dat hij er sij , beveelt mij niet de saeck , Laet Aiax derwaerts gaen , op dat hij willich maeck Door sijn welspreeckentheijt , een man vol rasernijen Van sieckt en gramschap , om met hem op wech te tijen .	Emotion_Anger
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.110	Off voer hem door vernuft loosselijck herwaarts aen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.111	De vloet van Simois sal eer te rugge gaen En sonder bladen staen Jda , den berch daer boven , En griecken aen de stat van Troien hulp beloven , Eer s ' plompen Aiax geest den griecken compt te staet , En mijn trouhartichaijt tot uwaerts u verlaet , Daer in ick eewichlijck volharden sal stantvastich .	Emotion_Loyalty
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.112	Harde Philoctetes , al valt ghij nu so lastich De Coning , t ' volck , en mij , hoewel dat ghij vervloect Gestadelijck mijn hooft , en niet en wenscht off soect Dan mijn verhoopte doot en van mijn bloet te suijgen , Nochtans so sal ick sien , u hert gemoet te buijgen , En doe al wat ick kan , dat ick u herwaerts stier .	BodyPart
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.113	Ick sal , iont mij t ' geluck , u pijlen brengen hier , Gelijck ick Helenus hier heb gebracht gebonden , Der goden schick ondect , gelijck ick heb gevonden Middel om Pallas beelt te crijgen op ons sij .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.114	En Aiax niettemin gelijct hem noch bij mij ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.115	Want sonder t ' beelt men cont hem niet van Troien wreecken .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.116	Waer was doen Aiax ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.117	waer was sijn vermeetel spreecken ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.118	Waeromme swijcht hij doch ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.119	hier en Ulysses niet Het bloot geweer noch wreede waepens aen en siet , Maer stoutelijck darff gaen doort midden van de wachte Binnen , en niet alleen bij doncker naere nachte , Maer tot int hoge slot , en maecken luttel werck Van de Godinne selffs te roven wt haer kerck , En gaen met sulcken rooff dwars door den vijant wagen , t ' Welck had ick niet gedaen , vergeefs soud ' Aiax dragen Sijn seeven dubbelt schilt van ossen huijden groff .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.120	Dien nacht , dien nacht , bracht icker d ' overwinning off !	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.121	Doen wan ick Troia , als ick Troien maeckte winlijck .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.122	Aiax , siet niet op Diomedes dus onminlijck Vast met u weesen stuers en spreecken binnen ' smonts .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.123	Hij heeft sijn deel aen d ' eer , wij maeckent onder ons .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.124	Als ghij ( u hoochste roem ) de schepen ginckt beschermen , Al den gemeenen hoop sachmen rontom u swermen , Verselschapt van het volck , en waerdij niet alleen , U hulp het ganse heijr , en mij niet meer dan een , Welcke , ten waer hij wist en hielde dat een vechter Min dan een wijs man is en ongelijck veel slechter , Hij soud ' oock selven nae de waepens taelen gaen .	Emotion_Hope
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.125	Den anderen Aiax soud ' daer vrijlijck oock nae staen , Die bet gematicht is .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.126	Eurypylus den cloecken En oock Andromons soon soude dees eere soecken , Idomeneus en voorts Meriones te loon Soud ' dees begeeren , en Plisthenes iongste soon .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.127	Dees' machmen immers wel in crachten u gelijcken !	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.128	Nochtans sij willen mij int raden gaeren wijcken .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.129	Tot vechten isse goet , ick kent , u rechter hant , Doch moet gematicht sijn van ons u rou verstant .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.130	Cracht hebdij sonder geest , ick sorg voort t ' geen mach gebueren , Ghij eijscht te vechten , mij de veltheer leijt te vueren Tijt en gelegenthaijt , en nae mijn raeden doet .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.131	Ghij sijt van lichaem sterck , en ick bent van gemoet .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.132	So veel een stuerman wijs de roeijers gaet te booven , So veel men moet een hooft boven sijn crijsluij looven , So veel moet , Aiax , ick sijn boven u geacht .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.133	En heb ick goet verstant , k ' en heb geen minder cracht .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.134	Danckbaer van mijn verdienst wilt , Princen , u verclaren Voor sorge die ick droech de tijt van negen jaren .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.135	Jont uwen waecker nu de prijs van dit gevecht .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.136	Ons arbeijt is opt eijnt , ick heb het al geslecht , Watter was in den wech , Troien heb ick bedorven , Door dien ick middel heb tot diens bederff verworven .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.137	Nu bid ' ick u altsaem door ons gemeene hoop En goden , daer ick snachts den vijant mee ontsloop , Doort vallen van de stat , wiens ondergang wij swoeren , En door het geen , dat noch is wijslijck wt te voeren - Isser noch ijet waer in moijt en perijckel steect , Soo daer tot Troias val noch eenich ding gebreect - , Daer door bid ' ick u , dat ghij mijnder wilt gedencken , Off wilt ghij mij niet , wilt Pallas de waepens schencken .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5994.s.1	So veel als d'eedel ziel t ' lichaem te boven gaet , So veele boven cracht t ' vernuft te loven staet .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5994.s.2	Daerom dees Princen u dees hooch geachte prijsen , Ulysses , tot een loff en tot een loon toewijsen .	None
hoof001achi01_01.TEI.2.text.body.div.div.stage.5995.s.1	Gaen in de heeren met Ulysses .	None
hoof001achi01_01.TEI.2.text.body.div.div.stage.6001.s.1	Aiax tastende aent swaert ; doorsteeckt sijn selven .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6022.s.1	Nu , dit is seecker t ' mijn , off eijscht Ulysses t ' mee ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6022.s.2	Tegens mijn selven sal ickt bruijcken hier ter stee .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6022.s.3	Dat dicwijls nat geweest vant bloet is der Troianen , Sal in sijns meesters borst de wech na t ' herte banen En druijpen van sijn bloet , op dat koem aen den dach , Dat niemant Aiax dan Aiax verwinnen mach .	None
hoof001achi01_01.TEI.2.text.body.div.div.stage.6026.s.1	2 Soldaten .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.speaker.6028.s.1	1ste Soldaet	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6047.s.1	Beweechlijck ongeluck !	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6047.s.2	laijt Aiax hier verslagen ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6047.s.3	Wat droeve tijding sal ick nu de griecken dragen ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6047.s.4	Op mijne schouders wil ickt doode lichaem laen , En daer mee bij sijn bloet en naeste vrienden gaen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6047.s.5	Die sij int leeven van sijn eer hebben versteecken , Sullen de griecken nae sijn doot noch wel om smeecken .	EmotionalAction_Despair
hoof001achi01_01.TEI.2.text.body.div.div.stage.6050.s.1	Chooren .	None
hoof001achi01_01.TEI.2.text.body.div.div.stage.6050.s.2	A.B.	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.1	Choor A 1 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.2	Wie oijt ter werrelt voort gebrocht Heeft in sijn leeven rust gesocht ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.3	Noch hier en leeft geen sterfflijck mens , Off hij tracht nae een seecker wens , En waent , dat diens volkoming soet Soud ' schencken rust aen sijn gemoet .	Aquiescence_Emotion_BodyPart
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.4	B 2 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.5	Sulck vintmen , die voor seecker hout , Dat hij besit het sorchlijck gout , Het welck men wt de Mijnen graeft , Waerom Peru den Spangiaert slaeft , Op dat 't hem gans bevrijen sou Van ongerusthaijts wreede rou .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.6	A 3 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.7	De Spangiaert met godloos gewelt Peru , met sorch sich selven quelt .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.8	Der Indianen erffgenaem Vant gout en van de sorch te saem In vrees van so veel wreethaijt leeft , Als hij omt gout bedreven heeft .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.9	B 4 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.10	Maer de geltgier en merct dit niet , Die ander achterdencken vliet En bant vant hert de rust gewis , Die soeckend ' daerse niet en is , A 5 .	Aquiescence_Emotion_BodyPart
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.11	Vergeet de goden altegaer , En knielt voor anders geen outaer Dan voort Geval , berooft van reên , En brengt ten offer al het geen Dat hij den andren eerst ontrect , Ter plaetsen daert geen duecht en strect .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.12	B 6 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.13	In dees Godin woont reeden niet ; Noch siet wie haer eere aenbiet ; Stroijt sotte gaven in de wint , Niet wetend ' selve wiese vint ; Gaet siet dan off beschaijdenhaijt In een sinloose vrouwe leijt .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.14	A 7 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.15	Dan , soot Geval , niet door sijn beên , Maer door haer sotte macht alleen , Hem leijt ter trap eerst voorgestelt , En hoopt sijn kisten op met gelt , De welck wanneer vol souden sijn , Hij waende , dat sijn onrusts pijn Soud ' vlien wt het begeerich hert , Bedrogen , voelt een niewe smert .	Emotion_Greed_BodyPart_Sadness
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.16	B 8 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.17	Verlaet hij schoon het snoot gewin , Hij beelt sich selff wat anders in , En gh ' lijck als van te vooren acht , Vercreech hij t ' geen , daer hij nae tracht , Dat voor gewis t ghewenschste goet Te vreên sou ' stellen sijn gemoet .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.18	A 9 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.19	Wert staech als eerst bedroogen groff .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.20	Een ander bout den min een hoff In d ' ogen van een schoone vrou , En maect een wellust van sijn rou , Roept d ' altelichte Venus aen , En waent , geen goethaijt cond ' bestaen , B 10 .	Emotion_Sadness
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.21	Ten waer door d ' eijgenschap van haer , In welck als wechgenomen waer Den gans onnoemelijcken strael , Die haer eer doet achten altemael , En ons inbeelt door sijnen cracht Haer groothaijt , waerom datmens ' acht , A 11 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.22	Versmaen wij souden haer geboôn , En achten ons ons eijgen goôn ; So meest dan t ' geen , dat godhaijt sticht , In de Godin van Cypers licht ; Te recht wert sij oock meest geviert In t ' geen sij meest op aerden ciert .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.23	B 12 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.24	De Min gelijck t ' geval is blint , So datmen niet met voorsicht wint .	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.25	Dan , so de Minnaer onverdacht Vercrijcht sijn wellust onverwacht , Terstond hij lichtlijck die beweent Als cleender die hij hadt gemeent .	Emotion_Greed_Desire
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.26	Den aert bekennend ' van de Min , Crijcht hij ijet anders in sijn sin. A 13 .	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.27	De grootste luijden opter Aerd ' Haer siel noijt hebben reijn bewaert Van de begeert naer eer en staet ; Niet dunct haer voor het heerschen gaet , En achten t ' alderhoochste goet , Dat haer een hope kindren groet , En het crijsvollick dicht omringt , Daer sorghe licht voor henen dringt , Die meest in Saelen hooch onthout , Met Jasp en Marber opgebout ; B 14 .	Worry_Emotion_Desire
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.28	Dat meenich eelman voor haer rij , Met knechts gecleet in turcxse sij , Die stijff vant gout en perlen craect , Dat nijt en smaet sijn meester maect ; En datmen voor haer eere beeft Aldaer de Son sijn opgang heeft , En met een schrick haer naem verhaelt Ter plaetse daer de Sonne daelt ; Ons Aerden creijts in stucken berst Van haeren roem , te nau geperst , Om t ' volck met angste te belaen , Die tegens onse voeten gaen ; A 15 .	Fear_Emotion
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.29	Dat nae haer doot en laetste wr Haer name leeff en eewich duir , En sonder enich haer genot Verwondert wert vant vollick sot .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.30	B 16 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.31	Loopt hier om over berch en zee , Voert dondrich schut en blixem mee , Coopt t ' ijdel vollixs lichte gunst , Soect met bedriegerij en cunst 't Verdrucken van u meed'gesel , Tot dat u weer een ander vel .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.32	A 17 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.33	Betrout op de Jonst als de wijnt , Die u u Prins te draegen schijnt , Speelt met Venijn en soect sijn staet , Op dat een ander u verraedt , Off ghij een eynd ' neempt schandelijck Sonder te komen aen het rijck .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.34	B 18 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.35	Maer off u wel geluckte schoon , En veijlich ghij besadt de croon , De gantsche werrelt volcht daer aen , Die soud ' noch te begeeren staen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.36	Den iongen grieck maeckten geclach , Wanneer hijt al gedwongen sach , Omdat hij niet genaecken mocht De werrelden , die , naer hem docht , In groot getal noch waeren vrij , En plagen die met slavernij .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.37	A 19 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.38	Begeert van t ' geen , dat nergens was , Volchden begeerts volcoming ras .	Emotion_Desire
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.39	Waer soud ' hij soecken ruste soet Socht hijse niet in sijn gemoedt ?	BodyPart
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.40	B 20 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.41	De Mensch kan meer begeeren dan Hij immermeer verwerven kan .	Emotion_Desire
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.42	‘ Die staech op sijn begeerten acht , ‘ Van diens volcoming rust verwacht , ‘ Vercrijcht de ruste nummermeer , ‘ Begeerte blijft altijt sijn heer .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.43	A 21 .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.6418.s.44	Des ghij , ô Prins die hier op let , t ' Onnodich wt u sinnen set , De Rust leijt in u selven , siet , Sterfft u begeert , so derffdij niet .	Fear_Emotion_Desire
