stee033tham01_01.TEI.2.text.body.div.head.198.s.1	Thamas Koelikan , of De verovering van het Mogolsche ryk ; Treurspel .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2615.s.1	Doemwaardig voorwerp !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2615.s.2	bloos om all ' uw gruwelstukken .	BodilyProcess_Shame
stee033tham01_01.TEI.2.text.body.div.div.sp.2615.s.3	Dat Nizamëlmoluk , door ware dapperheid , Met Milko u beschaam ' !	Emotion_Shame
stee033tham01_01.TEI.2.text.body.div.div.sp.2615.s.4	zie hen ter dood bereid .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2615.s.5	U , laffer dan de minste uit alle uwe onderdanen , Verwyfde moordenaar !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2615.s.6	u voegen ydle tranen .	BodyPart_Shame
stee033tham01_01.TEI.2.text.body.div.div.sp.2615.s.7	Beklee den rang , dien u een overwinnaar schenkt : Door die verheffing word uw glorie niet gekrenkt , Nu 't kroost van Mahomet het erfrecht heeft verloren : 'k Won voor myn ' zoon dit ryk , aan u ten leen beschoren .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2615.s.8	Deel , met dien jongen held , dit ryk als keizerin : Hy is geen dwingland ; neen !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2615.s.9	die prins verdient uw min .	Emotion_Love
stee033tham01_01.TEI.2.text.body.div.div.sp.stage.2612.s.1	Tegen Milko .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2620.s.1	Ik paren met den zoon , terwyl de wraak des vaders Myn bloedverwanten moord !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2630.s.1	Ik straf de krygsverraders : Uw maagschap , 't vorstlyk bloed , word door myn ' zoon gered .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2630.s.2	De glorieryke nicht van snooden Mahomet Zal , met myn ' zoon gepaard , myn ' luister niet bevlekken ; En 't huwlyk met dien prins u tot geen schande strekken , Al word uw bloedverwant , die 't recht der volken hoont , Door myn gerechte wraak van doodstraf niet verschoond .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2645.s.1	Ik heb , uit goedheid , niet uit zucht tot euveldaden , Een ' edelmoedig ' held , maar meest myzelv ' verraden ; Myzelv ' , die , hopeloos , de afgrysselykste smart , Een knagend naberouw , gevoel in 't stervend hart .	Emotion_BodilyProcess_Sadness_Remorse
stee033tham01_01.TEI.2.text.body.div.div.sp.2645.s.2	Het doel van Alikan is my te laat gebleken .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2645.s.3	Het voegt u , Nadir !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2645.s.4	van myne ontrouw u te wreken .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2645.s.5	Denk echter , zo uw gunst myn droeve beê verhoort , Dat ik , onschuldig in 't bestemmen van den moord , Van 't misdryf onbewust , door Alikan gedrongen , Uw leger dezen nacht met weêrzin heb besprongen .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2645.s.7	verhaast uw wraak ; slacht , slacht uwe offerhand ': Maar stel geen ' keizer bloot aan openbare schand ' .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.speaker.2649.s.1	Nizamëlmoluk , tegen Nadir .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2666.s.1	't Voegt u , doorluchte held !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2666.s.2	uw wraakzucht in te toomen , Totdat ge uit Alikan de waarheid hebt vernomen ; Totdat u zeker blyke , uit zyn bekentenis , Of keizer Mahomet aan moordzucht schuldig is .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2666.s.3	De ontrouwe gunstling , die , aan 't hoofd der muitelingen , Den hopeloozen vorst tot stryden durfde dwingen , Ja al 't Mogolsche heir , in myne afwezendheid , Door schyn van ware trouw arglistig heeft misleid , Moet , eer gy 't vonnis velt , zo hem uw benden sparen , Door dwang , door pyniging , u alles openbaren .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2666.s.4	Gy zult , zo Mahomet geen lyfsgenaê verwerft , En uw verblinde wraak zyn waardig kroost ontërft , Nadat u de onschuld van dien keizer is gebleken , Door 't schenden van uwe eer hem op uzelven wreken .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2666.s.5	Bedwing uw woede , of ducht een eeuwig naberouw .	Emotion_Anger_Remorse
stee033tham01_01.TEI.2.text.body.div.div.sp.2675.s.1	Gy tergt myne eedle wraak door uw vermeetle trouw .	Emotion_Vindictiveness
stee033tham01_01.TEI.2.text.body.div.div.sp.2675.s.2	Verbloem geen gruweldaên : het zal u niet gelukken Een ' koningsmoordenaar aan 't wrekend staal te ontrukken .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2675.s.3	Aanschouw , arglistige !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2675.s.4	eer myn grimmigheid bedaar ' , By 't vroege morgenlicht , zyn straf in 't openbaar .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2675.s.5	De dag vertoeft te lang : myn woede is ongeduldig .	Emotion_Anger
stee033tham01_01.TEI.2.text.body.div.div.sp.2679.s.1	Zyn dit uw deugden ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2679.s.2	wreede !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2684.s.1	ô Nadir ! 'k sterf onschuldig .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2684.s.2	ô Angstig Indostan !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2684.s.3	ô schande !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2684.s.4	ô dierbaar kroost !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2688.s.1	Rampzalige monarch !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2688.s.2	uwe onschuld zy uw troost !	None
stee033tham01_01.TEI.2.text.body.div.div.stage.2694.s.1	Nadir , Mahomet , Milko , Nasser , Nizamëlmoluk , Semire , Malek .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2699.s.1	De dood van Alikan bevredige u , myn vader !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2699.s.2	Gy zyt gewroken .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2709.s.1	Beweent gy dien verrader ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2714.s.1	Door hem waar ' Mahomet van 't misdryf vrygekend , Indien ...	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2734.s.1	Verban uw vrees , zie 't eind ' van uwe elend ' .	Fear_Emotion
stee033tham01_01.TEI.2.text.body.div.div.sp.2734.s.2	Myn vorst , ik poog vergeefs dat hoofd der moordenaren , Ter openbare straf , naar uw bevel te sparen , En zoek hem in den stryd ; wanneer zyn vloekgespan In wanhoop roept : ‘ Men sterve , of veilige Alikan !	Emotion_Despair
stee033tham01_01.TEI.2.text.body.div.div.sp.2734.s.3	’ Ik , met een deel van 't heir den vyand nagetogen , Stoutmoedig op hunn ' schrik , vind schielyk my bedrogen .	Fear_Emotion
stee033tham01_01.TEI.2.text.body.div.div.sp.2734.s.4	Ik geef , terwyl men ons dolzinnig wederstreeft , Myn aarzlend krygsvolk moed ; ik roep : ‘ Vorst Nadir leeft .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2734.s.5	’ Rampzalige Alikan , door ons op nieuw besprongen , Door 't sneuvlen van zyn volk tot overgaaf gedwongen , Spreekt , doodelyk gewond , zyn ' vorst al stervend vry Van opgestemden moord , van krygsverradery .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2734.s.6	Welhaast word al 't gevolg van Alikan verslagen .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2734.s.7	Door zyn bekentenis behoed ik 's keizers magen , Zodra 't verwinnend heir , zelfs zonder tegenstand , In 's vyands legerstede uw zegevanen plant .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2742.s.1	Zal Nadir op zichzelv ' in 't einde triomferen ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2742.s.2	Of zult ge , uit blinde wraak , uw ' grooten naam ontëeren ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2742.s.3	Een ' vorst verwyzen , die meêdoogendheid verdient ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2742.s.4	Hoe zult gy Mahomet ontmoeten ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2761.s.1	Als myn ' vriend .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2761.s.2	ô Keizer !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2761.s.3	word de hoon , u t'onrecht aangewreven , Vergoed door Indostan , met vreugd u weêrgegeven ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2761.s.4	Zal uwe ervarenis , uit haat tot ydlen lof , De vleijers , tot uw heil , verbannen uit uw hof ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2761.s.5	Zult gy , nadat uit weelde uw rampen zyn gesproten , De pracht , de dartelheid uit uw paleis verstooten ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2761.s.6	Ja toonen aan uw volk , door loflyk staatsbeleid , Dat gy gelukkig wierd door uw rampzaligheid ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2761.s.7	Zal Nizamëlmoluk u steeds ten raadsheer strekken ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2761.s.8	Zal Milko met myn ' zoon een ' eedlen echt voltrekken ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2761.s.9	Acht ge uw genegenheid my waardig ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2761.s.10	Staat gy toe Dat ik myne eischen , in uw rykstad , zelf voldoe ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.stage.2747.s.1	Nadir omhelst Mahomet , en vervolgt .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2766.s.1	Zou Nadir iets vergeefs op Mahomet begeeren ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2766.s.2	'k Zal onöphoudlyk u als myn ' beschermer eeren .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2771.s.1	ô Onvoorzien geluk !	Emotion_Happiness
stee033tham01_01.TEI.2.text.body.div.div.sp.2776.s.1	Gy toont , volmaakte held !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2776.s.2	Dat ge in grootmoedigheid uw hoogste glorie stelt .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2784.s.1	Laat ons , nu al 't verraad , al 't krygswee , is verdwenen , Ons beider legermagt in ware vreê veréénen ; Opdat uw oorlogsvolk blymoedig adem haal ' , En de overwonneling op de ontrouw zegepraal ' !	Joy_Emotion_BodyPart_BodilyProcess
stee033tham01_01.TEI.2.text.body.div.div.stage.2786.s.1	EINDE .	None
