huyd001achi01_01.TEI.2.text.body.div.head.900.s.1	Achilles , treurspel .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3491.s.10	had ik 't geweer noch zelf maar opgevat ; Was ik gesneuveld door het woeden van die handen , Ik zag my leevend niet vol oneere en vol schanden !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3498.s.1	De Vorsten smeeken u , dat gy in deezen staat Hen wederom , myn Heer , voor 't laatste niet verlaat !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3516.s.1	Ik zal ten stryd gaan ; ja .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3516.s.2	Niet op 't verzoek der Helden , Die zo ondankbaar my en myne deugd vergelden : Niet op de bede van den snoodsten dwingeland .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3516.s.4	Uw ' dood , myn vriend , uw ' dood zal myne hand Weer wapenen ten stryde .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3516.s.5	ik zal uw onheil wreeken , Uw moorder straffen , of hy zelf zal my doorsteeken .	EmotionalAction_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3516.s.6	Maar , zo ik winnaar keer , beef , Agamemnon , beef !	Fear_BodilyProcess
huyd001achi01_01.TEI.2.text.body.div.div.sp.3516.s.7	Gy , gy zult de eerste zyn , dien ik den doodsteek geef , Als Hector legt geveld .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3516.s.8	Komt , gaanwe , myne vrinden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3516.s.9	't Wordt tyd , dat ik dien wreede in 't eind doe ondervinden , Dat , schoon Patroclus legt verslaagen door zyn ' magt , Achilles evenwel met zyn vermogen lacht .	None
huyd001achi01_01.TEI.2.text.body.div.div.p.3518.s.1	Einde van het vierde Bedryf .	None
huyd001achi01_01.TEI.2.text.body.div.head.3521.s.1	Vyfde bedryf .	None
huyd001achi01_01.TEI.2.text.body.div.div.stage.3525.s.1	brizeïs , cephize .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.1	WAar dwaalen wy ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.2	Ik zie geen ' menschen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.3	Zyn zy allen , Die zo lang rustten , op den vyand uitgevallen ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.4	'k Zie geen ' beweeging ; ik hoor niet het minst geluid .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.5	Barst nu , 'k ben eens alleen , myn ' traanen , barst nu uit .	BodyPart_BodilyProcess_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.6	'k Geef u een vryen loop .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.7	In welke zwaarigheden Stort zich een stervling niet , die eens het spoor der reden Verlaat , en , door de drift vervoerd van zynen zin , Te bits in 't haaten , of te teêr is in zyn ' min !	Emotion_Hatred_BodilyProcess_Love_Other
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.8	Achilles gramschap kost zyn waardsten vriend het leeven .	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.9	Nu wordt hy weder door een nieuwen toorn gedreeven ; Wil alles onderstaan , tot koeling van zyn moed , Eerst in Held Hectors , dan in Agamemnons bloed .	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.10	Strydt hy dan voor den Griek , of voor de Frigiaanen ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.12	myn ' liefde geeft my grooter stof tot traanen .	Emotion_BodyPart_Love_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.13	Toen ik myn Vaderland zag vallen , groote Goôn !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.14	Waarom moest gy my toen bewaaren ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.15	welk een hoon Heb ik in 't Grieksche heir , na dien tyd , niet geleden !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.16	Maar 't was eerst een begin van myn ' rampzaligheden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.17	Die hand , die mynen Heer , myn waarden Bedgenoot , Die myne vrienden , die myn ' Broederen ter dood Gebragt heeft , kus ik zelve , ô schande !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.18	en staa verlegen , Dat zy myn ' vyanden weerhoudt in hunnen zegen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.19	Was 't , al op één tyd te verliezen , niet genoeg Voor een ' rampzaalge vrouw !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.20	Maar neen , Brizeïs droeg Haar noodlot met geduld , en dacht , door vroome klagten , En een ' sneeuwitte deugd , die rampen te verzachten .	Aquiescence_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.21	Maar , ach !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.22	die deugd lydt zelve ook schipbreuk in het end .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3578.s.23	'k Aanbid den oorsprong van myn ' droefheid en elend ; 'k Smeek hem , met traanen in 't gezigt , dat hy zich wapen ' , Om 't overschot myns lands met zyne legerknaapen Te vallen op het lyf , en gansch te roeijen uit ; En 'k zucht , om dat hy 't oor voor myn ' gebeden sluit : Ja noem hem zelve wreed , wyl hy my durft ontzeggen , De stad , op myn verzoek , in puin en asch te leggen .	Emotion_EmotionalAction_BodyPart_BodilyProcess_Sadness_Despair
huyd001achi01_01.TEI.2.text.body.div.div.sp.speaker.3580.s.1	cephize	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3585.s.1	De vroomsten zien zich 't meest door 't los geval bestreên Gy zyt geene oorzaak van uw ' wederwaardigheên .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3596.s.1	Zo noch Achilles my bemint , gelyk voor deezen , 't Is waar , 'k heb reden om myn ' droefheid te geneezen .	Emotion_Love_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3596.s.2	Maar hebt gy niet gezien , noch zelfs van deezen dag , Met welk een trots , met wat verachting hy my zag ?	Emotion_Disgust
huyd001achi01_01.TEI.2.text.body.div.div.sp.3596.s.3	Hoe streng hy my geboodt zyn byzyn weer te ontvluchten ; En hebt gy hem , zelfs op dat woord , wel eens zien zuchten ?	Emotion_Despair
huyd001achi01_01.TEI.2.text.body.div.div.sp.3596.s.4	Dit smart my 't meest van al , dat 'k my moet zien versmaad Van hem , om wien ik zelf myne eer en pligt verraad .	Emotion_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3609.s.1	't Was echter , om aan u zyn ' trouwe min te toonen , Toen Agamemnon hem bestondt zo fel te hoonen , Dat hy den stryd verliet , en rustte nacht en dag , Hoe groot de nood ook was , daar hy ons alle in zag .	Emotion_Love
huyd001achi01_01.TEI.2.text.body.div.div.sp.3609.s.2	Hy klaagde , dat hy uw gezigt zo lang moest derven .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3621.s.1	Hy klaagde , dat hy geen ' voldoening kon verwerven .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3621.s.2	Brizeïs niet te zien , was hem een ' kleine smart ; Maar zo lang zonder wraak te blyven , trof zyn hart .	Emotion_BodyPart_Sadness_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3621.s.4	hoe wordt myn ' ziel thans tusschen hoop en vreezen Gedreeven !	Fear_Emotion_Hope
huyd001achi01_01.TEI.2.text.body.div.div.sp.3621.s.5	Weet gy niet , wat de oorzaak toch mag weezen , Dat Agamemnon my belast heeft , aanstonds weêr Te keeren naar de tent van mynen Held ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3634.s.1	Wanneer Achilles 't sterflot van zyn halsvriend hadt vernomen , Is hy , vervoerd van toorn , terstond in 't veld gekomen , Om weer ten stryd te gaan .	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3634.s.2	Ik weet alleen , dat hy Den Veldheer is ontmoet in deeze raazery , En hem gesprooken heeft in 't aanzien van de Helden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3634.s.3	Het overige zal ons Phenix mooglyk melden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3634.s.4	Ik zie hem naderen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3640.s.2	hadt Achilles steeds De lessen van dien man gevolgd , van wat al leeds Hadt hy zich zelf bevryd ?	None
huyd001achi01_01.TEI.2.text.body.div.div.stage.3646.s.1	brizeïs , phenix , cephize	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3655.s.1	ACh !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3655.s.2	troost my in myn lyden , Getrouwe Phenix !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3655.s.3	mag ik me op uw ' komst verblyden ?	Joy_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3655.s.4	Waar is Achilles ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3655.s.5	waar de Veldheer ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3655.s.6	Om wat reên Zondt Agamemnon my terstond weer herwaarts heen ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3666.s.1	Droog uwe traanen af , Mevrouw ; houd op van schreien Het einde nadert van uw ' rampen . 'k durf my vleien , Dat , zo Achilles het geluk heeft , dat zyn ' hand .	BodyPart_BodilyProcess_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3666.s.2	Het vreesselyke staal in Hectors boezem plant , Hy , die ons zynen wrok zo bitter deedt beweenen , Zich in het kort weer met den Veldheer zal vereenen .	Emotion_EmotionalAction_Sadness_Spitefulness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3682.s.1	't Is waar , Achilles hand is dapper : maar de kracht Van braaven Hector wordt niet veiliglyk veracht .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3682.s.2	Als dit de grond is , daar 'k myn ' blyschap op moet bouwen ; 'k Beken , dat 'k op die hoop my weinig durf betrouwen .	Joy_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3682.s.3	De Zoon van Priam , met de wapens van myn Held , In 't midden van zyn volk , en meester van het veld , Strydt met te groot een moed voor Trojes hooge wallen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3682.s.4	En schoon hem 't los geluk al tegen wilde vallen , Hoe kan Achilles hand hem toch beletten , dat Hy zyne woede ontwyke , en vlucht ' tot in de stad ?	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3682.s.5	Maar heeft Achilles met den Veldheer reeds gesproken ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.1	Toen Hectors woênde hand Patroclus hadt doorstoken , Begaf ons heir zich straks ter vlucht .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.2	de Frigiaan Dorst op een nieuw zyn klaauw aan onze schepen slaan .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.3	Hy was reeds bezig , met de vlam daar in te steeken , Wanneer Achilles kwam , om zynen vriend te wreeken .	EmotionalAction_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.4	De Vorsten waren reeds vergaderd by de vloot ; En pleegden t'zaamen raad , wat hun in deezen nood Te doen stondt .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.5	Nestors en Held Tydeus braave zoonen Staan midden in den kring , schoon zwaar gekwetst , en toonen , Zelfs door hun voorbeeld noch , hoe elk zyn Vaderland Behoort ten dienst te staan .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.6	De Veldheer , met zyn ' hand In eenen sluyer , zoekt , terwijl hy niet kan stryden , Door goeden raad , de vloot en 't leger te bevryden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.7	In deezen staat treedt hem Achilles te gemoet .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.8	Zyne oogen schitteren van gramschap ; gansch verwoed Toen hy den Veldheer zag , en hem begon te naderen .	Emotion_BodyPart_BodilyProcess_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.9	Het wraakvuur deedt hem 't bloed meer kooken in zyne aderen .	Emotion_BodyPart_BodilyProcess_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.10	Hy vliegt straks naar hem toe , en , slaande zyne hand Aan 't zwaard , barst hy dus uit : O pest van 't Vaderland !	BodilyProcess_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.11	Boet , boet uw lust nu in Achilles heldentraanen !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.12	Verheug u in 't geluk der snoode Frigiaanen !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.13	Maar gy zult u niet lang verblyden in myn ' smart .	Joy_Emotion_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.14	Verweer u , of ik dryf u 't staal door 't snoode hart .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3732.s.15	De schim van mynen vriend rust eer niet , voor myn ' handen In 't bloed van Hector , en in 't uwe , zyne schanden Weer hebben afgewischt .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3739.s.2	wat gaat my aan !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3739.s.3	Weerhield hem niemand dan ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3739.s.4	Heeft hy het stuk begaan ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.1	Vrees niet , Mevrouw .	Fear_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.2	De wyze Ulysses , en de Helden , Een afschrik hebbende van zulk een ' wreedheid , stelden Zich voor den Veldheer , die , tot zyn geluk , gewond , Niet magtig was , dat hy dien vyand wederstondt .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.3	Ulysses vat het woord , zoekt voor hem te beweeren , Hoe hy zyn grooten naam en deugden zoude onteeren , Zo hy hem aantastte , en dorst kwetsen , die zyn ' hand Gebragt hadt buiten staat , door 't stryden voor zyn land .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.4	Toont hem in 't korte ook , hoe de Veldheer zy genegen , Zich weder met hem te verzoenen ; hoe de zegen Der Trojers zyne hulp vereischte voor de vloot .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.5	Vorst Agamemnon zelf , bewoogen door den nood Van 't bange Vaderland , treedt hem stoutmoedig nader , En spreekt hem minlyk aan : Gy scheldt my voor verraader , Achilles ; my , die al gedaan heb , wat ik kon , Op hoop , dat ik in 't einde uw ' trotsheid eens verwon .	Emotion_Pride
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.6	Ik deed myn pligt ; maar noch zal ik u klaarer blyken Doen zien , hoe min ik dacht , u te verongelyken .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.7	Zo spreekt hy , en beveelt met eenen , dat me u aan Zou zeggen , aanstonds naar Achilles tent te gaan .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.8	Straks vliegt Achilles voort , en laat zich , onder 't scheiden , Dus hooren : Groote Goôn !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.9	wilt myne hand geleiden !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.10	Gunt my 't geluk , dat ik , wanhoopende en verwoed , Myn wraakvuur blusschen moge in Hectors heldenbloed !	Emotion_Despair_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.11	Of , vaart hy voort , zyn oog op Agamemnon slaande , Is 't sterflot van dien Held voor my noch niet aanstaande , En kan hy myne woede ontvluchten in dien nood , Uw bloed zal mynen vriend verzoenen , na zyn ' dood .	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.12	Gy zult het offer zyn , dat ik voor hem zal slachten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.13	Zo spreekt hy ; en begeeft zich , moedig op zyn ' krachten , Straks , met het overschot van zyne benden , naar Het heetste van den stryd , het grootste van 't gevaar .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.14	k Verwacht den Veldheer hier , die , knarssende op zyn ' tanden , Noch roemt , tot heil van 't land , zo groot een ' smaad en schanden Te lyden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3805.s.15	echter doet hy beter , als uw Held , Die 's lands welvaaren min , als eige glorie , telt .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3820.s.2	myn vriend ; men zal den eersten mensch noch vinden , Die zich door geene drift noch hartstocht laat verblinden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3820.s.3	Hoe schoon , hoe heerlyk zoude Achilles heldendeugd Niet blinken door 't heelal ; indien hy van zyn ' jeugd Wat minder hadt betrouwd op zyn ' gevreesde krachten !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3820.s.4	Nu wil hy , dat hem elk , als zynen Heer , zal achten , Om dat de Godspraak hem voorspeld heeft , dat zyn ' hand Het moedig Troje zal doen vallen in het zand .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3820.s.6	gy weet myn ' liefde , en kend zyn aard en zeden .	Emotion_Love
huyd001achi01_01.TEI.2.text.body.div.div.sp.3820.s.7	Mag ik staat maaken op zyn ' gunste en tederheden ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3820.s.8	Bemint Achilles my ?	EmotionalAction_Love
huyd001achi01_01.TEI.2.text.body.div.div.sp.3820.s.9	Heb ik wel 't minste deel In zynen toorn gehad ?	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3826.s.1	O ja , Mevrouw ; zeer veel .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3826.s.2	Ik heb hem dikwils , om uw afzyn , hooren klaagen .	EmotionalAction_Loss
huyd001achi01_01.TEI.2.text.body.div.div.sp.3826.s.3	Gy kunt , geloof me , gy kunt hem alleen behaagen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3831.s.1	Dit stelt my weer gerust .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3831.s.2	Ik vreesde in deezen staat , Dat zyne liefde ook was geweeken voor zyn haat .	Fear_Emotion_Hatred_Love
huyd001achi01_01.TEI.2.text.body.div.div.sp.3835.s.1	Ik zie den Veldheer van het Grieksche leger komen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3845.s.2	die den trotsen aard der menschen kunt betoomen , En dwingen naar uw zin !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3845.s.3	behaagt u myn gebed , Bevredigt het gemoed van Held Achilles met Den Koning van Mycene , op dat ik zelve mede Myn ' blyschap eindlyk zie herbloeien door hun vrede !	Joy_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.stage.3853.s.1	agamemnon , met zyn ' rechte hand in eenen sluyer , brizeïs , ulysses , phenix , cephize .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.speaker.3855.s.1	agamemnon	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.1	MEvrouw , het lot moet zich verklaaren in het end .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.2	Wy sneuvlen deezen dag in de algemeene elend , Of zien den traagen val van Trojes muuren naderen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.3	Achilles , dien het bloed aan 't kooken raakte in de aderen , Op 't hooren van de dood van zynen waardsten vrind , Recht thans een bloedbad aan , terwyl hy , gansch verblind Door wanhoop , en door rouw verwoed , en uitgelaaten , Door 't veld vliegt .	Emotion_BodyPart_BodilyProcess_Sadness_Despair_Anger_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.4	Duizend van de dapperste soldaaten Zyn niet bekwaam , hem te weerhouden in zyn vaart .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.5	Zo 't gunstig noodlot thans dien grooten Held niet spaart , Zo mogen we ons , bedekt met oneere en met schanden , Begeeven met de vloot naar afgelegen ' stranden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.6	'k Beken het ongelyk , dat ik hem heb gedaan ; En mooglyk weet ge , dat , toen hy ten stryd zou gaan , Hy my ontmoette ; met wat dolheid , met wat tooren , Hy my zyn fellen haat , en zucht tot wraak deedt hooren ; Hoe hy my zelve , hadt Ulysses 't niet belet , Zyn bloedig zwaard alreeds hadt op de borst gezet .	Emotion_Hatred_Anger_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.7	'k Weet , ik heb niet veel goeds van zyne komst te wachten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.8	'k Zal echter poogen , om zyn ' gramschap te verzachten , Hier blyven , tot ik hem zie keeren uit het veld , En niet meêr vreezen voor zyn ' woede , noch geweld .	Fear_Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.9	Den ramp , dien 't Grieksche volk nu zo lang heeft geleden , Heb ik voortkomen zien uit onze oneenigheden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.10	Dees twist heeft hem en my reeds duur genoeg gestaan .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.11	't Wordt tyd , dat elk van ons zich eenmaal zie voldaan , Dat we ons bevredigen , en 't Grieksche leger toonen , Hoe zeer wy wenschen , hen in 't einde te verschoonen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.13	wat kan ik doen , 't geen ik niet heb bezocht ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.14	Wat heeft dien wreeden tot bedaaren oit gebrogt ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.15	Dien toomeloozen , die , door ydele gedachten Vervoerd , waant , dat hem elk , gelyk een God , moet achten : Schoon ik van 't algemeen , naar billykheid en eisch , Als Hoofd van 't Grieksche heir benoemd ben op deez ' reis .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.16	Doch 't gaa , zo 't wil !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.17	ik zal myn ' vyandschap vergeeten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.18	En , Goden , heb ik my in mynen pligt gekweeten ; Zo is myn ' ziel gerust , en zal , zelfs na haar ' dood , Vertroosting vinden in uw ' goedheid , daar geen nood , Geen ' wraakzucht van een mensch my immer zal doen beeven .	Fear_Emotion_BodilyProcess_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.19	'k Voel reeds dien bittren haat uit myn gemoed verdreeven .	Emotion_Hatred
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.20	'k Voel een ' voorspelling van een heerlyker geluk .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3917.s.21	Dat dan Achilles 't zwaard in Hectors boezem drukk ' , Op dat de vyanden zich eens voor ons verneêren , En Grieken in het eind ....	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3927.s.1	'k Zie Alcimus , myn ' Heeren .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3927.s.2	't Schynt uit zyn iever , of een ' zaak van groot gewigt Hem aanperst .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3927.s.3	'k Lees de vreugd uit zyn vernoegd gezigt .	Joy_Emotion_BodyPart
huyd001achi01_01.TEI.2.text.body.div.div.stage.3932.s.1	agamemnon , ulysses , brizeïs , phenix , cephize , alcimus .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3939.s.1	NOit zaagt gy d'ondergang zo na van Trojes wallen , Myn Heer .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3939.s.2	De Hemel geef dat zy in 't korte vallen !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3945.s.1	Wat tyding brengt gy ons ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3945.s.2	spreek , Alcimus .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3945.s.3	wel aan : Verhaal my in het kort , hoe alles is gegaan .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.1	Gy zaagt hoe Peleus zoon , verwoed door wraak en tooren , Den vyand viel op 't lyf .	Emotion_Anger_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.2	Zo ras de Trojers hooren , Dat hy weer in het veld gekeerd is , en hem zien , Zag ik hen gansch verbaasd naar hunne vesten vliên .	Emotion_Wonder
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.3	De schrik was algemeen .	Fear_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.4	hoe Hector schreeuwde en raasde , 't Was alles vruchteloos .	EmotionalAction_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.5	zyn ' stem kon die verbaasde Niet wederhouden , noch doen stilstaan in hun vlucht .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.6	De Grieken heffen een gejuich aan , dat de lucht Weergalmt aan allen kant , waardoor de vyand meerder Verslaagen wordt .	Joy_EmotionalAction_Pride
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.7	't Was nu geen stryd meer ; 't was veel eerder Een schrikkelyke moord .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.8	Geen twintig Grieken zyn Gekwetst , daar duizenden van Trojers , door de pyn , En 't missen van hun bloed , verzwakt , het veld beverven .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.9	Die 't niet ontvluchten kan , mag geen ' genaê verwerven .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.10	Achilles midd'lerwyl zoekt Hector .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.11	Deeze Held , Die niet gewoon was , zonder wederstand , het veld Te ruimen , wykt ; maar zo , dat hy , zelfs onder 't wyken , Veel , die hem naderen , doet storten op de lyken .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.12	Maar hadt hy minder moed , en meerder vrees , gehad , Licht was hy met zyn volk gekomen in de stad .	Fear_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.13	De Koning Priam zelve , op 't hoogste van zyn ' wallen Gestegen , ziet zyn volk , d'een na den and'ren , vallen ; Laat straks , om meerder schade en onheil te verhoên , De poort ontsluiten , om den vluchteling het woên Des Griekschen legerknaaps , is 't mogelyk , te onttrekken .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.14	De dappre Hector , die zyn roem niet wil bevlekken , Komt vluchtende achter aan , en strydt noch , daar hy vlucht .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.15	Achilles volgt hem na , en doet de ruime lucht Weergalmen op zyn naam : doch weet het zo te maaken , Dat Hector eindlyk niet weêr by zyn volk kan raaken , Noch nadren aan de poort ; snydt hem den toegang af , En wapent zynen arm tot een ' gestrenge straf .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.16	't Verbaasde volk , dat reeds 't geweer hadt weg gesmeeten , Hadt ook 't gevaar van dien beminden Held vergeeten , En , durvende zyn oog niet wenden achter uit , Laat hem Achilles woede en raazerny ten buit .	Emotion_BodilyProcess_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.17	Hy roept vergeefsch om hulp , ontsluit te laat zyne oogen , En ziet zyn ' reukloosheid .	None
