vond001pala01_01.TEI.2.text.body.div.head.375.s.1	J.V. Vondelens Palamedes Oft Vermoorde Onnooselheyd .	None
vond001pala01_01.TEI.2.text.body.div.sp.2960.s.2	wel wats dit .	None
vond001pala01_01.TEI.2.text.body.div.sp.2960.s.3	wie komt ons hier aen boord ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2963.s.1	Het is de goe gemeent	None
vond001pala01_01.TEI.2.text.body.div.sp.2968.s.1	o Goddeloose treken !	None
vond001pala01_01.TEI.2.text.body.div.sp.2973.s.1	Wat seght ghy ? 't is het volck dat heefter in te spreecken .	None
vond001pala01_01.TEI.2.text.body.div.sp.2973.s.2	Wat seyter 't leger toe ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2973.s.3	koomt geeft uw oordeel dra .	None
vond001pala01_01.TEI.2.text.body.div.sp.2973.s.4	Sal Palameed de landverrader sterven ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2977.s.1	Ja .	None
vond001pala01_01.TEI.2.text.body.div.sp.2982.s.1	Dat is de stemme Godts , ghy Rechters neyght uwe ooren , En stemt met uw ' gemeent , of vreest der Goden tooren .	None
vond001pala01_01.TEI.2.text.body.div.sp.2985.s.1	Men lever hem den volcke .	None
vond001pala01_01.TEI.2.text.body.div.sp.2989.s.1	Ick stem 't .	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.2990.s.1	TH.	None
vond001pala01_01.TEI.2.text.body.div.sp.2992.s.1	Thersites oock	None
vond001pala01_01.TEI.2.text.body.div.sp.3016.s.1	Argivische landou , mijne oogen sien den roock Opgaen van uwen brand , en Calches ondertusschen Die wieght het volck in slaep , en niemand tracht te blusschen Het vier , dat in sijne asch vast smeult en heymelijck smoockt En die u hoeden sou , die is het , die dit stoockt , En uyt besondren wrock geeft voedsel dese vlammen , Roemt op geen ' lange ry van oude vadrenstammen , Op hoven schoon van bou , nocht steden trots van muur : Men sloopt men slecht ' et al op dese onsalige uur : Men velt geswind ter neêr , wat langsaem is geklommen .	Emotion_Spitefulness
vond001pala01_01.TEI.2.text.body.div.sp.3016.s.2	Gaet Griecken ruckt om veer die suyl der vorstendommen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3016.s.3	Den Athlas , die 't gebied met sijne schouders schraeght , En onverwickelijck dat groot gevaerte draeght : Die onlangs heeft gevryt uw ' dierverpande steden .	None
vond001pala01_01.TEI.2.text.body.div.sp.3016.s.4	Gaet Griecken , smoort de ziel van uw ' gerechtigheden : Verworght uw ' trousten raed in soo veel ongevals : Uw ' vryheyds voorspraeck ruckt de tong uyt sijnen hals .	None
vond001pala01_01.TEI.2.text.body.div.sp.3016.s.5	Mijne ziele smelte aen lucht , en Pylus myne beenen Ontfange , eer dat ick hoor der Griecken val beweenen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.1	ACh !	None
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.2	waer toe of der Goden onbescheyd Befaemde deughde hier rust en vreê ontseyd : En sonder staf , en aerselen doet gaen So steyl een pad , so wilde en woeste een ' baen : Door kreupelbosch , door weghen ruygh begroeyt , En onbestraet : daer elcke stap vermoeyt Een ' arbeydsaem hardvochtigh ' man , geteelt Om barrevoets geschoeyt te gaen met eelt : Daer vrou natuur gesaeyt heeft scharp gesteent , Dat sweeten doet selfs reusen langgebeent : Daerme ' eensaem dwaelt : daer sonder spoor of pad , Voor 't oogh geen ' spits verrijst van vleck of stad , Soo swaer een wegh , van 's Hemels hoogen trans , Dreef Junoos wrock den bastaerdsoon haers mans Geweldigh in : 't geklater van haer ' sweep Van kindsbeen af sijn ' grove krachten sleep .	None
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.3	Voor d'eerste proef 't wicht met sijn hantjes greep Twee slangen aen , die 't flucx te barsten kneep : De voester schepte haer ' doodverw , en sagh stom 's Kinds vuystjens swart van adders om en om .	None
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.4	Sijn ' stiefmoer staegh raest op Alcmene beus : Als sy hem siet van Hydra , Leeu , en Reus , Van Diomeed , Busyr , en Stier , en Beer , En Kakos moord met zege komen weêr : En gespen , tot verwondring sijner eeu , Om sijne borst de slang , en fieren Leeu : Geharrenast , overgeleecken held , Met die hy vreesde , en moedigh had gevelt .	None
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.5	Wat grouwelijck wat schrickelijck gedroght Lucht , Zee , en Aerde in 't licht te voorschijn brogt , Dat leyd gekneust .	None
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.6	elck Hercules daeden prijst , Waer Phoebus glans verguld's Aerdbodems lijst .	None
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.7	De Faem sijn roem voert over alle zeen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.8	Sijn Godheyd word kerckpleghtigh aengebeen : Van daer de Son de beyde Mooren verft , Tot daerse daelt , en in de baeren sterft .	None
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.9	Maer endelijck so breeckt hy met sijn ' knods Ter poorten in des onderaerdschen Gods : Der schimmen rijck na boven open lagh : 't Spriet ooghter al geslagen van den dagh .	None
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.10	Van derwaerts hy opdondert onversaeght , En voor sich heen den swarten rekel jaeght : Viert , kort , en vlyd de keten met sijn hand , Waer mede hy fors den dryekop leyde aen band .	None
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.11	Met sweem de Son , en 't licht ontsonck sijn ' siel , En als een kleed de nacht op 't Aerdrijck viel , Van schrick en vrees .	Fear_Emotion
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.12	hy dreef den grouwel voor , En voerde hem soo de Griecxsche steden door .	None
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.13	So had de vuyst van Hercules geklemt .	None
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.14	Men sagh nu aerde en onderaerdsch getemt , Als hy sijn hoofd door 's Hemels nave stack , En onderschoorde het licht gestarrent dack .	None
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.15	Alcides deughd genoot dit tot haer ' loon , Dat hy om hoogh met d'eeuwigheyd der Goon Omtoogen werd : en slaende 't hoofd om leegh Roock 't wieroock , dat van d'outers opwaerts steegh .	None
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.16	Alcmenaes soon , die sulck een ' glori kreeght , Wat baetet dat ghy 't Aerdrijck hebt geveeght Van ongediert , van menigen tyran , En dat de Goon u bruyckten tot hunn ' wan ?	None
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.17	Als zedert uw ' vergoding d'Opperhel , Na ouden aerd , wat grousaem is , en fel , Weêr heeft geteelt , en rockent enckel quaed : Als 't onkruyd weêr vertreed het edel saed ?	None
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.18	Och !	None
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.19	of ghy noyt van ons gescheyden waert .	None
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.21	had ghy doch gestaeckt uwe Hemelvaert : So sou ons ' borst niet suchten na om hoogh : Noch ' tranendou neerbigglen uyt ons oogh .	BodyPart_BodilyProcess_Sadness_Despair
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.22	So souden wy niet derven d'oude vreughd : Noch ' treurigh sien , hoe d'hooghgemelde deughd So overvalsch betight word , en beklad : Hoe 't heyligh bloed 't meyneedigh sweerd bespat : Hoe d'oppervorst , en aller guyten tolck , Dat edel breyn ten roove geeft aen 't volck : 't Welck opgeruyt , door vorst en priesterhaet , In sijn bederf met blijschap weyen gaet .	Joy_Emotion_BodilyProcess_Sadness
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.23	Nu raest en woed d'onwetende ghemeent , En onse staet voorboghtigh overleent : ' Thans alsme ontwaeckt , en slaet sijn ' dolheyd ga .	BodilyProcess
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.24	Koomt naberou , en klaegen veel te spa ' Thans als 's mans deughd na logens mist en damp Opbeurt het hoofd , en blinckt als 's Hemels lamp .	Emotion_EmotionalAction_Remorse
vond001pala01_01.TEI.2.text.body.div.sp.3116.s.25	Dan sal 't gehuyl betuygen wie hy was : Maer te vergeefs bevochtigen fijn asch .	EmotionalAction_Sadness
vond001pala01_01.TEI.2.text.body.div.head.3118.s.1	De vyfde handel .	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.3123.s.1	BODE .	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.3123.s.3	NEPTUYN .	None
vond001pala01_01.TEI.2.text.body.div.sp.3128.s.1	VErvloeckte , afgrysselijcke , en deerelijcke moord .	None
vond001pala01_01.TEI.2.text.body.div.sp.3128.s.2	Verfoeylijck schelmstuck , waer heeft men oyt gehoort Van sulck een ' grouwel ?	None
vond001pala01_01.TEI.2.text.body.div.sp.3128.s.3	kan den Hemel dat gehengen !	None
vond001pala01_01.TEI.2.text.body.div.sp.3128.s.4	Wie sagh doorluchtigh bloed oyt schandelijcker plengen ?	None
vond001pala01_01.TEI.2.text.body.div.sp.3133.s.1	Die neerlaegh ons verhael : vertel van stuck tot stuck Mijn broeders uytgang , en beklaeghlijck ongeluck .	None
vond001pala01_01.TEI.2.text.body.div.sp.3223.s.1	So flucx de rechters na veel overlegs ten lesten Hem gaven 's Krijgsvolcx grim , en hevigheyd ten besten .	None
vond001pala01_01.TEI.2.text.body.div.sp.3223.s.2	Teegh al de Pelopeesche , en Ithakoische schaer Na 's opperhoofdmans tent , en legerplaetse , daer Men Palamedes hiel versekert , en gevangen , En paep Eurypilus hem sterckte , om sijne gangen Te strecken na de dood getroost , en wel gemoed .	None
vond001pala01_01.TEI.2.text.body.div.sp.3223.s.3	Met so spreeckt Calches : ghy die onser aller bloed En leven op een ' prijs geset hebt , en u merckelijck Besondight , en misgaen aen 't weereldlijck , en 't kercklijck : De goedige gemeent die vordert u tot straf : Uw jongste tijd is hier , dus breeckt dit marren af .	None
vond001pala01_01.TEI.2.text.body.div.sp.3223.s.4	d'Euboeër vorst die rees van daer hy was geseten , En sprack : o mannen die verhit sijt en gebeten Op mijne onnooselheyd , wat is dit voor een ' wijs ' , Dat veertighjaerge dienst , en soo veel slavernijs , Met stortinge van bloed vergolden word in 't ende ?	Emotion_BodilyProcess_Anger_Vindictiveness
vond001pala01_01.TEI.2.text.body.div.sp.3223.s.5	Sy kreten : lantverraer , Jupijn uw ' meyneed schende : Ghy hebt u vonnis wech .	None
vond001pala01_01.TEI.2.text.body.div.sp.3223.s.6	hy sweegh , en trad voor heen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3223.s.7	Sijn ' rechte sijde quam d'Aertswichelaer bekleen , De slincke Eurypilus , en schenen sich t'erbarmen .	Emotion_Compassion
vond001pala01_01.TEI.2.text.body.div.sp.3223.s.8	Een Cephaleensch soldaet recht voor hem op sijne armen 't Quansuys meyneedigh Goud droegh in een ' beuckelaer .	None
vond001pala01_01.TEI.2.text.body.div.sp.3223.s.9	Soo ging hy moedigh , en met voegelijck gebaer : Bedrommelt , en bestuwt van Krijgslien , en van trossen , En vorderde sijn ' tred na Idaes hooge bossen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3223.s.10	Een heuvel ryster aen den voet des berghs , die schuyn Groeyt als een schoutooneel : van wiens verheven kruyn En toppunt , als de vloot werp 't ancker in dese haven , Een ' kerck de Son gewijt , geciert met rijcke gaven , Verstreckt een ' baeck in zee : vermits de God , die korts Voor d'ooster gevel braef te prijck stond met een ' torts : Wiens goude flonkervlam natuurlijck scheen te lichten , En dagh te senden op der menschen aengesichten .	None
vond001pala01_01.TEI.2.text.body.div.sp.3223.s.11	Nu leyd dat schoon gebou geschonden , en ontsloopt , En d'haylge steenen hier en ginder opgehoopt , De voorige heerlijckheyd besteenen , en beschreyen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3223.s.12	Ons' krijghsvolcx moedwil in die Godenprael ging weyen , En brande , en blaeckt'et al .	None
vond001pala01_01.TEI.2.text.body.div.sp.3223.s.13	d'aertswichelaer stond stom , En loegh om 't plonderen van Phebus heyligdom , En grenickte , als hy sagh , hoe 't schuym der menschen vayligh , Een schouspel maeckte van den Phrygiaenschen Hayligh .	None
vond001pala01_01.TEI.2.text.body.div.sp.3223.s.14	Dese eertyds een ' gewyde en afgekeurde plaets , Nu een verspogen vloeck , na'et woeden des soldaets Ten vadermoord gedoemt , met grouwelijcke woorden , Vast grimmelt van het volck , dat swart van allen oorden Hier dringt , en t'samenschoolt , en Idaes steylheyd leeft Van menschen , daer de Bergh een open uytsicht heeft Op desen heuveltop : ontallijckheyd van fielen In sijn ' Cypressen , en geboge tacken krielen , En beven in de blaên .	None
vond001pala01_01.TEI.2.text.body.div.sp.3223.s.15	Wat isser een gewoel !	None
vond001pala01_01.TEI.2.text.body.div.sp.3223.s.16	Een yder heeft sijn wit : dees draeght sich stil , en koel In 't weereldlijck beloop , noch ' weet wat hy sal wenschen , En om te kijcken volght slechts 't spoor van andre menschen : Die braeckt sijn ' gal , en scharpt sijn tong gelijck een pyl , En bootst in 't spreecken na den priesterlijcken styl , En scheld , en is vol viers , en groeyt in 's naesten schennis , En word al heel bereen van yver sonder kennis , En dorst na ' et edel bloed : een ander ruym so flaeu In tegenyveren , uyt vreese van het graeu , Sich intoomt , en met rou het treurspel komt bekijcken , En 't voorspel tot bederf der Europeesche rijcken : Een eenigh swijger weeght de wereld in een schael , 's Volcx sotterny belacht , en treurt om 's lydens quael .	Fear_Emotion_Sadness
vond001pala01_01.TEI.2.text.body.div.sp.3223.s.17	De domme menighten haere handen t'samen klappen , Met dat hy als een Leeu grootmoedigh aen komt stappen , En klimt den heuvel op , eer dat hem yemand verght : En staende op 't opperste , nae 't rysende geberght Dat staetigh aensicht wend , waer meê hy onbesweecken Plagh in Mycenens sael voor 't hayligh recht te spreecken , En voor den Griecxschen staet te dingen met sijn ' tong .	None
vond001pala01_01.TEI.2.text.body.div.sp.3223.s.18	Het nieusgier volck , door 's mans vrypostigh wesen , hong In twijffel , of hy met den hals sijn ' schuld sou boeten , Dan ofmen door genade het vonnis sou versoeten .	None
vond001pala01_01.TEI.2.text.body.div.sp.3229.s.1	Mijn ' borst die klopt , en schrick myne aendacht breeckt , en stoort : Doch vaer ghy niet te min met uw ' vertelling voort .	Fear_Emotion_BodyPart_BodilyProcess
vond001pala01_01.TEI.2.text.body.div.sp.3286.s.1	So staende in t'openbaer , met opgerechten hoofde , O mannen , seyd hy , of uwe heusheyd noyt geloofde Al 't geen de valscheyd heeft van landverraeder dicht , Dat was mijns harten wensch . 'k heb volgens mynen plicht Gants vroom , en ongeveynst , en opentlijck gehandelt , En sterf een oprecht Grieck , gelijck ick heb gewandelt .	None
vond001pala01_01.TEI.2.text.body.div.sp.3286.s.2	Uyt had hy , als daer op van wedersyden hem De Priesters by de Goon verbaden met hunn ' stem , En steenden overluyd .	None
vond001pala01_01.TEI.2.text.body.div.sp.3286.s.3	na et sluyten der gebeden Soo weeckense af verbaest , en gaven sich beneden .	None
vond001pala01_01.TEI.2.text.body.div.sp.3286.s.4	Hy met sijn dienaers hulp , getroost , en wel te moe , Bereyde sich ter dood , en tot de middel toe , Ten halven lyve naeckt , in 't uytterst van sijn lyden , Sijn ' lijfknecht oorlof gaf , die treurigh trad ter syden , Na d'alderjongsten dienst .	Emotion_Sadness
vond001pala01_01.TEI.2.text.body.div.sp.3286.s.5	daer stond de Deughd geciert Met waere onnooselheyd , van 't leelijck ongediert Begrenen en begrimt .	None
vond001pala01_01.TEI.2.text.body.div.sp.3286.s.6	de Beestelijcke krygers Van menschen nu veraerd in Luyperden , en Tygers , Van reedlijckheyd ontkleed , beseten van de wraeck , En felste Rasery , beving een graeger smaeck Na'et Goddelijcke bloed .	Emotion_BodilyProcess_Anger_Vindictiveness
vond001pala01_01.TEI.2.text.body.div.sp.3286.s.7	sy knarsten op de tanden .	BodyPart_BodilyProcess_Anger
vond001pala01_01.TEI.2.text.body.div.sp.3286.s.8	De gramschap saghmen uyt hunn ' dreygende oogen branden : Die gloeyden vreesselijck , gelijck als koolen viers : En nu verkropt van toorne , ontsint , en vol getiers , En vloeckens , als den haet hunn ' klaghten had geslepen , De grouwelijcke beuls , en duyvels steenen grepen , En blixemden met maght op desen vroomen vorst .	Fear_Emotion_EmotionalAction_Hatred_BodyPart_BodilyProcess_Anger_Vindictiveness
vond001pala01_01.TEI.2.text.body.div.sp.3286.s.9	Ick sagh den eersten steen afstuyten van sijn ' borst : Den tweeden van den slaep sijns hoofds , en hoorde klincken Den slagh van 't beckeneel .	None
vond001pala01_01.TEI.2.text.body.div.sp.3286.s.10	terstond verging hem 't blincken Van 't eerlijck silverhayr .	None
vond001pala01_01.TEI.2.text.body.div.sp.3286.s.11	dat achtbaere gelaet Werd jammerlijck van bloet besprenckert , en begaet .	None
vond001pala01_01.TEI.2.text.body.div.sp.3286.s.12	Met seegh hy swijmend neêr .	None
vond001pala01_01.TEI.2.text.body.div.sp.3286.s.13	de Godvergete boeven Die hagelden soo lang , tot datse hem gants begroeven , En smoorden door 't gewight van steenen meer en meer .	None
vond001pala01_01.TEI.2.text.body.div.sp.3286.s.14	Gelijck als Bacchus rey ging raesende te keer Den soeten Harpenaer , die vogelen kost locken , En dieren , en 't geboomt , met tortsen steenen stocken : En morselden sijn vleesch met allerley geweer : Soodanigh was het end van desen wijsen Heer : Als 't reuckeloose volck toevliegende , op ging krabblen Het bloedigh puyn , en om de wreede steenen grabblen : Dees uyt nieusgierigheyd , en die uyt encklen haet , Op dat sijn dolligheyd , en moordlust werd versaed .	Emotion_Hatred
vond001pala01_01.TEI.2.text.body.div.sp.3286.s.15	Veel dooptender in 't bloed de vochtbesweete doecken , En wrongen 't uyt in wijn , en soopen 't op met vloecken , En nooden juychend tot d'onmenschelijcke feest Hunn ' spitsbroers , van dien God , en selven tuymelgeest Gedreven en geraeckt .	None
vond001pala01_01.TEI.2.text.body.div.sp.3286.s.16	Den Hemel stroock uw ' sinnen Met troost , om door geduld dat onheyl te verwinnen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3301.s.1	Grootvader legtge dood in d'afgrond , noch ' gevoelt Uw ' Godheyd 't ongelijck uws naeneefs .	None
vond001pala01_01.TEI.2.text.body.div.sp.3301.s.2	koom en spoelt , En wasch het aerdrijck weêr van d'oude grouwel vlecken .	None
vond001pala01_01.TEI.2.text.body.div.sp.3301.s.3	Uw ' gramschap kost wel eer der bergen kruynen decken , En tot uw broeders wraeck , de menschen en het vee [ Doen Pyrrhe en haer gemael niet sagh als baere zee ] Verdrencken , en verdoen : uw hoofd nu op wilt steecken En toon uw log noch ' traegh , om straf en streng te wreecken U selven , en uws bloeds geleden smaed , en hoon .	Offended_Emotion_EmotionalAction_Shame_Anger_Vindictiveness
vond001pala01_01.TEI.2.text.body.div.sp.3301.s.4	Koom hanthaef uw geslaght , en d'oude sluyerkroon Van Koning Nauplius : op datter door u oordeel Noch blijck , dat Godensaed heeft boven andre voordeel .	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.3304.s.1	NEP .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.1	Mijn soon , die 't broederlijck en deerlijck ongeluck Besteent , schep moed , en toom , en matigh uwen druck .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.2	Sijn ' dood so onverdient , als staet , en landbederflijck , Roept wraeck , en maeckt sijn ' naem roemruchtbaer , en onsterflijck .	Emotion_Vindictiveness
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.3	De dappere Ajax en Achilles blyven stout Bewaerders van het lijck , tot datmen namaels houd Sijne uytvaert , als sijne asch met traenen word begooten , Van Cadmus borgery , de schreyende Boeoten : Wanneer de toeloop van 't by hem verdedight volck Sijn ' sterflijckheyd verselt ter onderaerdsche kolck , Verwelft met elpenbeen , verdeckt met marmorsarcken : Daer Themis antwoord geeft , en in haer kerck der kercken Het wieroock voor haer smoockt .	BodilyProcess_Sadness
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.4	dight aen de voeten van d'Aenbedelijcke maeghd , men desen grooten man Een goude pronckbeeld recht .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.5	De Griecxsche Ionffers bringen , En leenen tot dees ' prael haere afgestreecke ringen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.6	Alreede sie ick staen den Hayligh hallef naeckt , Vrypostigh als een held , die voor de vryheyd waeckt : Beteeckent door den hoed , bewaert soo sorrighvuldigh Met d'eene : d'andre hand , aen Trojens goud onschuldigh , d'Handvesten , toevertrout 't gewijde parckement , En segels gade slaet , op datse niemand schend .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.7	d'Eerwaerdige Godes 's mans deughden schijnt te vieren , En deckt sijn ' grysen kop met haylige laurieren : Terwijl hem vreeslijck lijf en leven word ontseyd Van 't grimmigh ongediert : op sijne onnooselheyd [ Gemat van ouderdom en veertighjaerigh worstlen ] Als op een ' vetten roof met opgesteecke borstlen , Met manen versch geschud , en muylen opgespart , Gebeten , en verbit .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.8	sijn fiere moed die tart 't Vierspouwen van den Draeck , eene onrust zyner eeuwe , Het huylen van den Wolf , het brullen van den Leeuwe , 't Schuymbeckende Everswijn , het naer geloey des Stiers , Het grynsen van den Beer , 't gebriesch eens Tygerdiers , En 's Luyperts tantgeknars .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.9	soo leeft sijn ' faem de jaren En eeuwen door in spyt der Vadermoordenaeren : Die Phoenix sijner tijd en hoe de nyd meer bast , Hoe minder hy vertsaeght , hoe hooger dat hy wast .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.10	't Is billijck dat sijn roem , en lof ten grave uyt swelle .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.11	AEolien hem wyd , en haylight een Kapelle , En jaergetydigh feest : en set op 't hoogh outaer Syn ' beeltenis met sang , en deftigh kerckgebaer .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.12	De Priesters met hunn ' pracht , en blinckende gewaeden Hem offrende , haelen op sijne heerelijcke daeden ; Maer groot is 't jammer , en beschreylijck 't ongeval , 't Welck om een vroome siel gants Griecken treffen sal : Groot is d'ellende daer sijne haeters sich in wickelen Mijn neef uw Vader gaet met geyle minne pricklen Der Koninginnen , en Princessen eensaem bed : Wier Bruydegoms de Krijgh voor Trojen houd verlet : Wier poeselachtigh vleesch , door 't langh ontbeeren , weeligh , De wellust kiest voor schaemt , en draeght sich overspeeligh : En heelt sijn ' kitteling , en lonckt , en streelt , en kust : En onderlingen brand met soet omhelsen bluscht : Versmaed der mannen trou , om 't puyck der jongelingen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.13	d'Oneerelijcke galm van spelen , danssen , singen , Door 't gulden welfsel rolt : en Venus stroyter 't saed Om neerslagh , bloed , en moord , en allerhande quaed , Om tranen , en gehuyl te maeyen , en te oegden : Om vorst , en vorstendom ; en rijcken te verwoesten : En 't doolende overschot , met twyfelige stap , Te senden over zee , en sand in ballingschap , So verre , en so uytheemsch , dat nieusgier 't volck komt gapẽ , En dut of 't menschen sijn , of seker slagh van aepen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.14	Achillis gramschap slaght Thersites met een ' vuyst .	Emotion_EmotionalAction_BodyPart_Anger
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.15	De moord slaet Diomeed voor Trojen . 't water bruyst , En raeckt aen 't sieden , als mijn grimmigheyd verbolgen Haer ' vinnen van sich steeckt : waer op de stormen volgen , Die Agamemnon in het keeren met sijn vloot Afeyschen rekening van Palamedes dood , En 't bloed mijns bloedverwants : en pynigen 't gewissen Des fellen moordenaers : die enckle duysternissen , Met roode straelen viers , en kromme blixems siet Gespouwen , en doorklooft : en met sijne ooren niet Als schorre donders hoort , en ysselijcke slagen : En drijft onwetende na Samos door de vlaegen , In 't eeuwigh schuymend graf van Icarus en looft Den saligen Priaem voor 't hoogh outaer onthoofd : Vergeeft sijn ' segefeest : en vangt , vol schricx en bevens , Met sijn gehoor 't gekraeck van stevens tegens stevens , Van syde tegens sy , scheepskielen tegens kiel .	Fear_Emotion_BodilyProcess
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.16	Des vaders Nauplius met smart verkropte siel , Die op d'Eubeër kust 't weerkeeren van de Greecken Alree geroken heeft , een ' fackel doet ontsteecken , En licht in zee van 't slot : dat steyl , en hooghgebout , Op 's bergs verheve kruyn , van wedersyds beschout , Een ' baere Zee : wier diepe , en holle watren woelen , d'Eylanden allesins , en vasten grond bespoelen .	Emotion_BodyPart_BodilyProcess_Sadness
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.17	De stuurlien van de vloot , verlockt door dese toorts , Sich geven derwaerts aen : daerse al te saemen voorts , In plaetse van de nood , en lijfsgevaer t'ontslippen , Vervallen in 't gedruys der Caphareesche klippen , En 't luydende gehuyl van soo verbolgen vloed , Die stadigh barnt , en op de blinde klippen woed .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.18	Daer houd gerechte wraeck d'ontrampeneerde schepen Verlet , door 't scharp gesteent , als van haere hand gegrepen : Of met een ' dijck bewelt van sand , dat hallef dryft , En door gebreck van vloed hen sloopt , en stucken wryft , Of achter driftigh , voor gestrand op harde kayen : Of stootse aen splinters door den draeystroom , in het swayen .	Emotion_Vindictiveness
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.19	De schippers vloecken d'onherbergelijcke ree , En haeten 't drooge land , en roepen om de zee : Wiens heesche , en schorre keel , door 't naer gehuyl der menschen [ Dat ydel en vergeefs met bedeloft , en wenschen Mijn ' gramschap paeyen wil ] word over 't vlack verdooft .	Emotion_Hatred_BodilyProcess_Despair_Anger
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.20	Ulysses evenwel , en 't wrongkroondraegende Hoofd Ontslippen dit gevaer , gespaert tot leyder treurspel : Daer gener schipbreuck van 't voorspoocksel is , en 't veurspel .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.21	'k Sie Clytemnestre alree geveynsdelijck en bly , Onthaelen haer ' gemael : en Argos borgery Haer ' vorst met waere vreughd begroeten , en ontfangen .	Joy_Emotion
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.22	De lucht geslagen word met fluyten , en gesangen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.23	De Kercken gaen ter feest .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.24	de Koninglijcke sael Word staetigh toegerust , met overdaed van prael .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.25	Bancketten rechtmen aen , hoedanigh voor hunn ' traenen De jongste maeltijd was der blyde Phrygiaenen .	Joy_Emotion
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.26	Het tafelbedde blinckt van 't Iliasche paers , En 's purpers glans vermeert by toorts , en wassekaers .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.27	't Goud van Assaracus verswelght de Griecxsche wynen , En Goden leckerny .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.28	de koppen vol robynen Het sterffelijck gesicht , en d'oogen scheemren doen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.29	't Goud recht'er wildbraed aen , en Paeu , en Kallekoen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.30	Hy self leyd hoogh , en prat , en munt door sijn cieraeden Voor andren uyt , met bonte en spicklige gewaeden , En draeght aen 't lijf de pracht , en kleeding van Priaem .	None
