vond001jose05_01.TEI.2.text.body.div.head.163.s.1	Joseph in Dothan .	None
vond001jose05_01.TEI.2.text.body.div.sp.3127.s.1	Waer ben ick , onder broêrs , of broedermoordenaeren ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3131.s.1	Ick bidde u , Ruben , rust , en laet dit schelden vaeren .	None
vond001jose05_01.TEI.2.text.body.div.sp.3135.s.1	Ick heb mijn broêr belooft te troosten : laet my gaen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3139.s.1	Hy riep u by uw ' naem , en zagh vast stewaert aen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3143.s.1	O Joseph , zaegt ghy noch naer Ruben , om t'ontvlieden ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3147.s.1	Ick kon niet dencken , wat dat roepen wou bedieden .	None
vond001jose05_01.TEI.2.text.body.div.sp.3152.s.1	Hy bouwde te vergeefs op Rubens looze trouw .	Emotion_Loyalty
vond001jose05_01.TEI.2.text.body.div.sp.3168.s.1	Mijn waerde broeder , rust , en matigh uwen rouw , En schick u naer den tijdt : ghy ziet , hoe 't staet geschoren .	Emotion_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3168.s.2	Ick geef den moedt , zoo lang hy leeft , noch niet verloren .	None
vond001jose05_01.TEI.2.text.body.div.sp.3168.s.3	De jonge slijte een wijl zijn jeught in slaverny .	None
vond001jose05_01.TEI.2.text.body.div.sp.3168.s.4	Een slaef raeckt licht , door 't een of 't ander middel vry : Indien hy 't juck ontloope , en eens te lande uit raecke : Of treffe een goede luim , dat hem de meester slaecke : En menigh slaef , gezet in heerelijck bewindt , Verdoofde zelf 't geluck van 't welgeboren kint .	Emotion_Happiness
vond001jose05_01.TEI.2.text.body.div.sp.3168.s.5	Wie weet waer Josephs heil en welvaert zy gelegen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3168.s.6	Het hangt veel aen 't geluck : dies zet u hier niet tegen , Noch wick het niet te zwaer , dat beter kan beslaen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3168.s.7	Het radt draeit wonderlijck : maer Levi komt hier aen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3176.s.1	ICk heb een ' bock geslacht , om 't stuck een verf te geven .	None
vond001jose05_01.TEI.2.text.body.div.sp.3176.s.2	Nu met dit laeuwe bloet dien rock met kunst bewreven , En hier en daer besprengt , en dan door 't stof gesleurt , En met de hant en tant gereten en gescheurt ; Gelijck of eenigh wildt den jongen had verbeten .	None
vond001jose05_01.TEI.2.text.body.div.sp.3180.s.1	Wat zie ick , Josephs rock ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3184.s.1	Nu , niet te luit gekreten .	None
vond001jose05_01.TEI.2.text.body.div.sp.3190.s.1	Och Levi , gun my , dat ick mijn verlangen blusch , Dien lieven rock omhelze , en noch voor 't leste kus ; Naerdien my Josephs mont noch aenschijn magh gebeuren .	None
vond001jose05_01.TEI.2.text.body.div.sp.3194.s.1	Nu broeder , geef hem 't kleet , en vry zijn zat van treuren .	BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.1	O pluim , waer in het duifken stack , 't Welck wrede havicken vervoerden , Terwijl het my aen hart ontbrack , En Haet en Nijt hun aes beloerden .	Emotion_Hatred_Envy_Anger
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.2	O rock , ô vaderlijck geschenck , U zal ick nacht en dagh omarmen , Als 't hart in droeve tranen drenck .	Emotion_BodyPart_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.3	U zal ick in mijn bed verwarmen . 'K zal afgezucht , door al 't geklagh , Met u al my merende spreecken , Gelijck of Joseph by my lagh : En t'elckens , als mijn oogen leken , Zal ick haer wisschen met uw wol .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.4	O wol , ô vacht , die 't lam bedeckte , Het welck ick blaten hoorde in 't hol , Dat zyne onnoosle tranen leekte ; Dat op zijn blaeten antwoordt gaf , Toen Godt en alle harders zwegen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.5	Och Ruben , ghy verdient een straf , Die 't grootste schelmstuck op kan wegen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.6	't Ontschuldigh kint hebt ghy verdaen , En in dien jammerpoel gestooten .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.7	Dien ouden man ginght ghy verraên , En van zijn beste pant ontblooten .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.8	O heiligh , ô ontschuldigh kleet !	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.9	Men recke en pynige al mijn leden .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.10	Geen slagh van sterven zy te wreet , Voor my , een ondier zonder reden .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.11	Och , vader , Ruben is dat wildt , Van 't welck uw Joseph wert verslonden .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.12	Hy heeft uw hartebloet gespilt .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.13	Uw eigen zonen zijn de honden , Die 't hart , in 't wilde woeste veldt , Vervolghden , met hun bitse becken .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.14	Geloof niet watmen u vertelt ; Hoe wy 't verbloemen , of bedecken .	None
vond001jose05_01.TEI.2.text.body.div.sp.3236.s.15	Onnoozel kleet , onnoosle rock , Och , wat al jammers broet een wrock .	Emotion_Spitefulness
vond001jose05_01.TEI.2.text.body.div.sp.3241.s.1	Geef hier dat kleet : ick zal 't bekladden , stuckwijs boorden .	None
vond001jose05_01.TEI.2.text.body.div.sp.3241.s.2	Besprengkelen met kunst .	None
vond001jose05_01.TEI.2.text.body.div.sp.3245.s.1	Nu geef het zonder woorden .	None
vond001jose05_01.TEI.2.text.body.div.sp.3256.s.1	Dit bloet verstreck schoon root , mijn vinger een penseel .	None
vond001jose05_01.TEI.2.text.body.div.sp.3256.s.2	Zoo tart ick zelf Natuur en 't geestighste panneel .	None
vond001jose05_01.TEI.2.text.body.div.sp.3256.s.3	Hier moet ick 't sprengkelen , daer ' dick , daer dunner smetten ; Hier scheuren , sleepen ; daer mijn scherpe tanden zetten ; Zoo slingeren door 't slijck , en trappen 't met den voet ; Zoo 't zant vermengelen en slijck door een , en 't bloet .	None
vond001jose05_01.TEI.2.text.body.div.sp.3256.s.4	Wien zou men met dien rock aldus in slaep niet wiegen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3264.s.1	Eerst broedermoorden , dan den vader noch bedriegen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3264.s.2	Welck een afgrijslijckheit !	None
vond001jose05_01.TEI.2.text.body.div.sp.3264.s.3	ontzien wy schant noch straf ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3264.s.4	Och , eerst onschuldigh kleet , nu lijck kleet , over graf En lijck des ouden mans , ghy wort nu mede schuldigh , Ja schuldiger dan wy .	None
vond001jose05_01.TEI.2.text.body.div.sp.3268.s.1	Nu broeder , zijt geduldigh .	None
vond001jose05_01.TEI.2.text.body.div.sp.3272.s.1	Indien ghy zwijght , als wy , men kan niet quaets vermoên .	None
vond001jose05_01.TEI.2.text.body.div.sp.3283.s.1	Wat al blancketsel heeft een schellemstuck van doen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3283.s.2	Men hoeft veel logens , om een logen te bewimpelen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3283.s.3	Bedriegers , gaet bedrieght de harsselooze simpelen , En kleene kinders , maer geen ' man , die harssens heeft .	None
vond001jose05_01.TEI.2.text.body.div.sp.3283.s.4	't Verraet ons al wat leeft , en al wat niet en leeft .	None
vond001jose05_01.TEI.2.text.body.div.sp.3283.s.5	De putgalm baeuwt ons na : de heggen krygen tongen , De nesten ooren : hoort , hoe piepen oude en jongen : Het velt heeft oogen : het geboomte slaet dit ga .	None
vond001jose05_01.TEI.2.text.body.div.sp.3287.s.1	Ghy zorght en vreest te vroegh .	Fear_Worry_Emotion
vond001jose05_01.TEI.2.text.body.div.sp.3303.s.1	Te vroegh niet , maer te spa .	None
vond001jose05_01.TEI.2.text.body.div.sp.3303.s.2	Men paeit zoo licht geen ' man , die pit heeft achter d'ooren .	None
vond001jose05_01.TEI.2.text.body.div.sp.3303.s.3	Dat mooght gy zien , wanneer men 't schelmstuk naer zal sporen ; De broeders , hooft voor hooft , byzonder ondervraegh ; Op uw gebaren let ; hoe zich een ieder draegh ; Doorsnuffle plaets en tijt ; bespiede , of wy verschelen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3303.s.4	Het moorden is geen kunst , maer kunst een ' moort te heelen ; Uit eenen mont gelijck te stemmen over een .	None
vond001jose05_01.TEI.2.text.body.div.sp.3303.s.5	Oock kan men bockenbloet van 's menschen onderscheên , Door reuck , of kleur , of smaeck , en wat wy nu niet droomen : Of oock het kint de rock van iemant zy ontnomen ; Of eenigh wilt ontrent die wildernissen waert .	None
vond001jose05_01.TEI.2.text.body.div.sp.3303.s.6	Ick raes van ongedult .	Emotion_BodilyProcess_Other
vond001jose05_01.TEI.2.text.body.div.sp.3308.s.1	Het kleet is nu geklaert .	None
vond001jose05_01.TEI.2.text.body.div.sp.3308.s.2	Koom Judas , langh my 't gelt .	None
vond001jose05_01.TEI.2.text.body.div.sp.3312.s.1	O schrickelijcke dingen !	None
vond001jose05_01.TEI.2.text.body.div.sp.3318.s.1	Ick tel ' er twintigh , dat 's voor elck twee zilverlingen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3318.s.2	Daer broeders , elck een paer .	None
vond001jose05_01.TEI.2.text.body.div.sp.3322.s.1	Wat zie ick met gedult ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3326.s.1	Nu Ruben , neem uw deel : het zilver heeft geen schult .	None
vond001jose05_01.TEI.2.text.body.div.sp.3330.s.1	Nu Ruben , neem het gelt .	None
vond001jose05_01.TEI.2.text.body.div.sp.3335.s.1	Zou ick mijn handen schenden Aen dat vervloeckte gelt ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3340.s.1	Hoe zal dit spel noch enden ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3340.s.2	Hou vast , aenvaert uw deel : wy deelen in 't gelijck .	None
vond001jose05_01.TEI.2.text.body.div.sp.3345.s.1	O bloetgeldt , het zy veer , dat ick noch winning strijck Uit broederlijck verlies : geen gelt zal my bevlecken .	None
vond001jose05_01.TEI.2.text.body.div.sp.3351.s.1	Zie toe , en wacht u wel 't verborgen stuck t'ontdecken , Met dees beteutertheit : ghy zijt'er mede aen vast ; Dies draegh , als billijck is , met ons gelijcken last .	None
vond001jose05_01.TEI.2.text.body.div.sp.3355.s.1	Hy draege alleen dien last , die raet gaf tot verkoopen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3359.s.1	Ghy doemde hem ten put : hebt ghy u niet verloopen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3363.s.1	Helaes , om beters wil .	None
vond001jose05_01.TEI.2.text.body.div.sp.3368.s.1	't zy put , 't zy koop , tast aen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3368.s.2	Wy zijn al even schoon : elck heeft zijn best gedaen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3374.s.1	Mijn handen sidderen : waer toe worde ick gedrongen ?	Fear_BodyPart_BodilyProcess
vond001jose05_01.TEI.2.text.body.div.sp.3374.s.2	Och moortgelt , och , gy maeckt my schuldigh aen dien jongen , Mijn ' broêr .	None
vond001jose05_01.TEI.2.text.body.div.sp.3384.s.1	Een halven broêr , en slechts van vaders zy .	None
vond001jose05_01.TEI.2.text.body.div.sp.3384.s.2	Gebroeders , zet u hier , op eene lange ry , En reick my elck uw hant , dat niemants mont zal roeren Noch reppen van dit werck , maer helpen 't voort volvoeren , Op halsstraf , wie zich hier een stip te buiten ga .	None
vond001jose05_01.TEI.2.text.body.div.sp.3384.s.3	Zoo onderworp ick my der broedren ongena .	None
vond001jose05_01.TEI.2.text.body.div.sp.3384.s.4	Nu lang my elck de hant .	None
vond001jose05_01.TEI.2.text.body.div.sp.3389.s.1	Nu Ruben , zonder zuffen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3389.s.2	Tast toe .	None
vond001jose05_01.TEI.2.text.body.div.sp.3393.s.1	Lang hier de hant .	None
vond001jose05_01.TEI.2.text.body.div.sp.3397.s.1	Hoe laet ick my verbluffen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.1	Zoo krijght de handel klem .	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.2	voor 't uiterste besluit , Met maght naer Mambre toe , een knaep en 't kleet vooruit , Wy achter aen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.3	de knaep magh tegens vader zeggen : Wy vonden dezen rock , geslingert in de heggen , Op 't wilde woeste velt , zoo bloedigh en beslijckt .	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.4	Is 't Josephs rock , of niet ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.5	bezie , wat dit gelijckt .	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.6	Dat zien zal hem terstont van hart en zin berooven , En 's droomers liefde doen het ongeluck gelooven .	BodyPart_BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.7	Houdt ghy u in 't begin zoo koel zoo droogh als ick .	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.8	Dan steent en trapt den vloer , tot dat men hem verquick .	EmotionalAction_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.9	Ick weet den ouden knecht , van d'eerste vrees verrezen , Oock grootvaêr en 't gezin zoo geestigh te belezen , Dat elck haest roepen zal , verwondert in zijn ' geest : Hoe stil is 't huys , als was ' er Joseph noit geweest !	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.10	Nu Ruben , zijt gerust : ick wil vrypostigh voorgaen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.11	Was 't anders , Joseph zou met uw geboortrecht doorgaen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.12	Komt volght my al gelijck , en spreeckt uit eenen mont .	None
vond001jose05_01.TEI.2.text.body.div.sp.3419.s.13	Dat gelt naer Hebron toe .	None
vond001jose05_01.TEI.2.text.body.div.sp.3423.s.1	Gaet voor : ick volgh terstont .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.1	MYn Godt , ick schrick .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.2	och , wat een huis wil ginder leggen , Wanneer die logenbo den vader aen koom zeggen , Hoe 't kleet gevonden zy op 't veldt , en toon hem dat , Gescheurt , gesleurt , gesleept , van stof en bloet bekladt .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.3	Met wat voor ooren zal hy 't hooren ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.4	hoe zich houwen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.5	Met wat voor oogen 's kints bebloeden rock aenschouwen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.6	My dunckt ick zie met wat een jammerlijck gestalt Hy d'armen smijt van een , en achterover valt , Met zynen blooten kop ; al 't aenge zicht geschapen Natuurlijck als een lijck : de maeghden , kinders , knaepen , Ons vrouwen , moeders , en 't geheele huisgezin Toeschieten op 't misbaer : den kleinen Benjamin , Aen zyne voeten staende , op 't schreien van de moeders , Beschreien onbewust 't verlies zijns trouwen broeders .	Emotion_BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.7	Ja schrey vry , arrem kint , want ghy verliest wel 't meest .	BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.8	Hy riep op 't lest om u , met een beangsten geest .	Fear_Emotion_BodyPart
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.9	Zijn blinde grootvaêr komt al bevende , op dat schreien , De huisdeure uit , en laet zich onder d'oxels leien , Met kommerlijcken gang : ô slyve stramme stock , O blindeman , bedanck uw blintheit : want de rock Des alderzoetsten neefs kan u geen droefheit baeren ; Maer hou de hant van 't kleet .	Fear_Emotion_BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.10	ô schors van hondert jaren En seventigh min drie , waert ghy zoo doof , als blint , Of slecht van ouderdom , als 't jonghst geboren kint , Zoo zoudt ghy tandeloos dat leedt niet moeten kaeuwen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.11	Mijn broêrs , niet meer mijn broêrs , hoe zie ick zonder flaeuwen Den vader zwymen ?	EmotionalAction_Sadness_Despair
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.12	hoe kan Ruben 's harten gront Bedecken , dat er niet een woort berste uit zijn ' mont ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.13	Wy moorders staen beducht , waer vader zy gebleven , En Levi druckt mijn hant : zwijgh stil of 't geldt u 't leven .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.14	Zoo blaest hy my in 't oor , was ick een zoutpylaer , Zoo stom , gelijck moey Lots , zoo liep ghy geen gevaer , Dat Ruben 't melden zou , met wencken of met woorden .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.15	Ghy broederslagers dwingt my meê tot vadermoorden .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.16	Zoo morre ik binnens monts , half doot van schrick en schroomt , En wordt terwijl gewaer , hoe vader weêr bekoomt , Als uit een ' naeren droom : hoe op die dorre wangen Van wederzyde een traen blijft aen de rimpels hangen .	Fear_Emotion_BodyPart_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.17	Hy scheurt in 't endt zijn kleet , zijn borst , zijn baert , zijn hair , Als een kranckzinnigh mensch , en huilt met groot misbaer : Dit 's Josephs eigen rock : het wildt heeft hem verbeten ; Een ongenadigh dier mijn ' troost mijn hart gegeten .	Emotion_EmotionalAction_BodyPart_BodilyProcess_Sadness_Despair
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.18	Och , vrouwen , laet my gaen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.19	och , kinders laet my los .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.20	Gaet roept een ' winterbeer en tiger uit het bosch , Dat zy den vader oock , gelijck den zoon , verslinden .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.21	Wegh troost van kinderen , van vrouwen magen vrinden .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.22	Mijn zoon , wat tiger draeght u in zijn ingewandt ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.23	Op , vader , zoeck uw kint : begraef het met uw hant .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.24	Ghy vint misschien in 't wout , in woeste wildernissen , Een lit , zoo zult ghy niet den heelen Joseph missen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.25	Ja vond ick voet of hant , of hooft of been , of iet , Tot troost in mynen rouw : nu heb ick anders niet Dan 't kleet , met bloet besprengt .	Emotion_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.26	ick kus die roode smette , Dees reten van den rock , daer 't wildt den tandt in zette .	EmotionalAction_Love
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.27	Och , had een heete koorts dat jeughdigh vier geblust In d'oogen : ick die zelf geloken en gekust , En 't stervende aengezicht met tranen overgoten , En na den dootsnick noch dien bleecken mont gesloten ; 't Had my aen troost , noch u aen uitvaert niet gefaelt .	EmotionalAction_BodyPart_Love_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.28	'k Zou dencken : 't kint heeft zijn natuurschult vroegh betaelt .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.29	Of zoo ghy sneuvlen most , noch liefst door menschenhanden , Dan op het eenzaem velt , door leeuws of luiperts tanden : Want 's menschen hart altijt tot zijns gelijcken treckt .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.30	Uw vyant had noch 't lijck met aerde wat bedeckt , Of iemant , langs den wegh , den dooden noch begraven , En 't lecker aes misgunt de kraeien en de raven .	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.31	O ramp , voltoit ghy zoo in 't endt 't rampzaligh jaer , Het welck mijn Rachel ley van 't kraembedde op de baer ; Mijn bedt schofferen zagh , van mijnen oudstgeboren ; Mijn dochterken verkracht ; mijn zoonen , dol van toren En wraeck , dien moort begaen , aen Hemor en zijn stadt ; En al 't Hebreeusch geslacht verlastert en bekladt , Met merckelijck gevaer van goet , en bloet , en leven .	Emotion_Anger_Vindictiveness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.32	Waer laet ick my van rouw ?	Emotion_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.33	waer wort mijn geest gedreven ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.34	O hondert zeven jaer , wat stapelt ghy op een ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.35	'k Heb in mijn jeught verdriet en dienstbaerheit geleên ; Mijn broeders wrock bezuurt , veel jaren moeten zwerven ; Maer 't leste valt my 't zwaerste .	Emotion_Sadness_Spitefulness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.36	ick ga met Joseph sterven .	EmotionalAction_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.37	Gaet kinders , graeft een graf : mijn beenen worden stijf .	BodyPart_BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.38	Zoo dunckt my dat hy kermt , en gordt een ' zack om 't lijf , En jammert nacht en dagh ; het zy de zon in 't oosten Verryze , of daele in 't west ; geen mensch kan vader troosten .	EmotionalAction_Despair
vond001jose05_01.TEI.2.text.body.div.sp.3512.s.39	Och , d'ouders teelen 't kint , en maecken 't groot met smart : Het kleene treet op 't kleet , de groote treên op 't hart .	Emotion_Sadness
