stee033adag01_01.TEI.2.text.body.div.head.207.s.1	Ada , gravin van Holland en Zeeland ; treurspel .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.14	vereischt gy gruwelstukken ? ) Voor 't onrechtvaardig staal 't onschuldig hoofd doen bukken ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.15	Of moet ik , wreede min !	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.16	myn ' eedlen stam ten smaad , My schuldig maken aan lafhartig staatsverraad ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.17	Aan bloedig oproer ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.18	aan verwoesting myner landen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.19	Myn angst voorspelt my niets dan woeden , moorden , branden .	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.20	Waar vind ik uitkomst ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.21	wie verlost my uit den nood ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.22	Graaf Willem is gehoond ; hy dreigt : myn ' vaders dood Doet my de teêrheid van een waarde moeder derven .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.23	Mogt ik haar spreken , ach !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.24	myn bruîgom zou niet sterven ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.25	Hy sterven ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.26	Neen , hy leve !... ô Vaderland !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.27	ô eer !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.28	Myn ' minnaars doodsgevaar ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.29	Ik overweeg niet meer ; Ik wil zyn dierbaar hoofd van dat gevaar bevryden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.30	ô Nood !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.31	ontschuldig my .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.32	ô Holland !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.33	zie myn lyden .	None
stee033adag01_01.TEI.2.text.body.div.div.head.2472.s.1	Elfde tooneel .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.2474.s.1	Ada , Lodewyk .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2482.s.1	Verzaker van uw min !	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2482.s.2	grootmoedig bruidegom !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2482.s.3	Kent gy 't arglistig hoofd van Utrechts priesterdom ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2482.s.4	Dien schandelyken slaaf van snoode zelf belangen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2482.s.5	Weet gy zyn wreedheid ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2487.s.1	Ja : graaf Willem is gevangen , Uw nutte vlucht belet , al 't hofgezin ontsteld .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2491.s.1	Het smartlykste ongeluk is u noch niet gemeld .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2495.s.1	Staat Utrechts dwingeland naar Willems heldenleven ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2499.s.1	Noch dreigt ons feller wee .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2503.s.1	Hoe doet uw angst my beven !	Fear_Emotion_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2508.s.1	Men dreigt uw dierbaar hoofd ; gy zyt in lyfsgevaar .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2508.s.2	Stort neêr voor 't moordend staal , of streef naar 't echtaltaar .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2514.s.1	Ik , die geen dood ontzie , in wanhoop ongeduldig , Wacht uit uw ' lieven mond myn vonnis .	Emotion_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2514.s.2	Ik ben schuldig ; Ik zelf , door drift misleid , heb u verraden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2518.s.1	Gy ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2533.s.1	Ik heb graaf Willem aan des bisschops dwinglandy Onwetend ' blootgestelt .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2533.s.2	Ik dacht u , door 't ontdekken Van heimelyk verraad , een wis bederf te onttrekken .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2533.s.3	Ik yverde u ten val .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2533.s.4	Hoe was myn ziel beducht !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2533.s.5	De wachten , omgekocht tot uw besloten vlucht , Maar door myn blinde drift beschuldigd by uw moeder , Verklaarden uw geheim , verrieden uw ' behoeder : En ik , myn misdaad ziende ; ik , roekloos , ongetrouw , Verwoed gepynigd door een vruchtloos naberouw , Ja 't wroegend leven moede , en uw genade onwaardig , Ducht 's bisschops woede niet : verwys my ; wees rechtvaardig .	Emotion_Anger
stee033adag01_01.TEI.2.text.body.div.div.sp.2533.s.6	Myn wanhoop eischt de dood in uw ' verdienden haat .	Emotion_Hatred_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2542.s.1	Neen , gy verdient myn min ; gy stemde in geen verraad .	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2542.s.2	Ik wil u dezen dag tot echtgenoot verkiezen , En door geen wreede dood myn ' bruidegom verliezen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2542.s.3	Myn keur is reeds gedaan ; men dwingt my .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2542.s.5	verwin Die felle wanhoop ; denk hoe teêr ik u bemin .	Emotion_Love_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2554.s.1	Myne Ada mint my noch !..	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2554.s.2	Ik zou gelukkig sterven , Zo gy den bystand van graaf Willem niet moest derven .	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2554.s.3	Hy is in hechtenis ; hy word gedreigd , gehoond , Zyne edelmoedigheid met snoode wraak beloond ; En u , doorluchte wees !	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2554.s.4	is alle hulp onttogen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2554.s.5	Vrees , Holland !	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2554.s.6	vrees ; voorzie oneindige oorelogen , Verwoede weêrwraak , en uw ' wissen ondergang .	Fear_Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2554.s.7	Ikzelf , geliefde bruid !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2554.s.8	verried uw dier belang !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2554.s.9	ô Gruweldaad !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2554.s.10	ik wrocht ontelbare yslykheden !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2559.s.1	'k Vergeef u alles .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2559.s.2	Laat myn liefde u overreden .	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2559.s.4	dat ons echtverbond den wreedsten slag weêrhou ' !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2563.s.1	Begeert gy dat ik leve , en uwen val aanschouw ' ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2567.s.1	Begeert gy dat men u voor 't moordend staal doe bukken ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2577.s.1	Wyt , wyt aan my alleen uw doodlyke ongelukken .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2577.s.2	Ik haat , verfoei myzelv ' .	Emotion_Hatred
stee033adag01_01.TEI.2.text.body.div.div.sp.2577.s.3	Men pleng ' myn schuldig bloed !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2577.s.4	Ik ly de felste smart in 't wroegende gemoed .	Emotion_BodyPart_BodilyProcess_Sadness_Despair_Remorse
stee033adag01_01.TEI.2.text.body.div.div.sp.2577.s.5	Ik vrees geen strenger wraak dan in die pyn te leven .	Fear_Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2577.s.6	Zo gy myn wanhoop wist , gy zoud my niets vergeven .	Emotion_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2577.s.7	Uw gunst , uw liefde , die myn hartewee vergroot , ...	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2577.s.8	Vaarwel , mevrouw .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2581.s.1	Vertoef .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2581.s.2	Waar vliegt gy heen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2585.s.1	Ter dood .	None
stee033adag01_01.TEI.2.text.body.div.div.head.2588.s.1	Twaalfde tooneel .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.1	Hy vlucht !...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.2	Ontmenschte !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.3	Moest myn ongeluk noch groeijen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.4	Hy ziet ( ô bittre smart ! ) vergeefs myn tranen vloeijen !	Emotion_BodyPart_BodilyProcess_Sadness_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.5	Ik smeek hem vruchteloos !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.6	hy doemt myn min !..	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.7	Welaan , Ik volg uw wet , ô pligt !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.9	zal hy vergaan ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.10	Neen , hy verhoor ' myn beê !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.11	myn doodsangst duld geen wetten .	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.12	Verblinde bruidegom !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.13	ik wil uw dood beletten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.14	ô Liefde !	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.15	sterk myn taal ; geef , geef myn zuchten klem ; Beweeg myn Lodewyk ; of , Ada !	BodilyProcess_Sadness_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2601.s.16	sterf met hem .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.2603.s.1	Einde van het vierde bedryf .	None
stee033adag01_01.TEI.2.text.body.div.head.2607.s.1	Vyfde bedryf .	None
stee033adag01_01.TEI.2.text.body.div.stage.2610.s.1	Amstel , Reinoud .	None
stee033adag01_01.TEI.2.text.body.div.sp.2617.s.1	Wat nieuwe staatsorkaan is yllings opgekomen ?	None
stee033adag01_01.TEI.2.text.body.div.sp.2617.s.2	Is Diedriks broeder hier in hechtenis genomen ?	None
stee033adag01_01.TEI.2.text.body.div.sp.2617.s.3	En dreigt men Lodewyk vermetel met de dood , Zo hem zyn droeve bruid niet kiest tot echtgenoot ?	Emotion_Sadness
stee033adag01_01.TEI.2.text.body.div.sp.2629.s.1	In uwe afwezendheid is Willems eer geschonden ; En 's bisschops dreigement , den wreedsten aller vonden , Verneemt men uit de klagt der angstige erfgravin .	Fear_Honor_Emotion
stee033adag01_01.TEI.2.text.body.div.sp.2629.s.2	Zy , eerst verwinnares van haar getergde min , Poogt nu met Lodewyk in echtverbond te treden , En tegen Diedriks wil dien bruîgom te overreden .	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.sp.2629.s.3	Voor Adaas hoog belang bied hy zyn leven aan : Maar kan zyn teder hart haar wanhoop lang weêrstaan ?	Emotion_Despair
stee033adag01_01.TEI.2.text.body.div.sp.2629.s.4	Hoeveel zyn moed vermag , noch is de liefde sterker .	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.sp.2635.s.1	Verlos Oostvrieslands graaf op 't spoedigst uit zyn ' kerker ; Betoon uw zuivre trouw ; betoon uw ' heldenmoed ; En zie de onnoozelheid voor dwinglandy behoed .	Emotion_Loyalty
stee033adag01_01.TEI.2.text.body.div.sp.2639.s.1	Mag Ada zich gerust op Willems deugd verlaten ?	None
stee033adag01_01.TEI.2.text.body.div.sp.2645.s.1	's Lands adel , haar getrouw tot heil der onderzaten , Verliet zich op dien graaf in haar bestemde vlucht .	None
stee033adag01_01.TEI.2.text.body.div.sp.2645.s.2	Gy voed eene ydle vrees , zo gy den landvoogd ducht .	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.sp.2651.s.1	Uw woord is my genoeg ; ik zal myn ' pligt betrachten .	None
stee033adag01_01.TEI.2.text.body.div.sp.2651.s.2	Maar 't is een stout bestaan ; 't paleis heeft nieuwe wachten ; De looze bisschop waakt ...	None
stee033adag01_01.TEI.2.text.body.div.sp.speaker.2654.s.1	Amstel	None
stee033adag01_01.TEI.2.text.body.div.sp.2663.s.1	Ga , Reinoud ; spil geen ' tyd ...	None
stee033adag01_01.TEI.2.text.body.div.sp.2663.s.2	'k Zie Adelheide .	None
stee033adag01_01.TEI.2.text.body.div.sp.2663.s.3	Ik rust op uw getrouwe vlyt .	None
stee033adag01_01.TEI.2.text.body.div.sp.2663.s.4	My lust door stoute taal den nood haar voor te dragen : Ik heb te veel gewaagt , om niet noch meer te wagen .	None
stee033adag01_01.TEI.2.text.body.div.sp.2663.s.5	Men zie wat best van twee onz ' aller heil bereid ' , Of Reinouds heldenstuk , of haar grootmoedigheid .	None
stee033adag01_01.TEI.2.text.body.div.sp.stage.2658.s.1	Terwyl Reinoud vertrekt , vervolgt Amstel .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.2666.s.1	Adelheide , Amstel .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2671.s.1	Gy , die met leden uit den adel hebt gesproken , Verklaar my hun besluit .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2671.s.2	Word noch 't ontzag verbroken ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.1	Ze erkennen dat ontzag niet als een ' pligt van staat , Maar noemen Adaas echt heerszuchtig landverraad .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.2	Ik moet , vorstin , ik moet , in 't veinzen onbedreven , De waarheid in het einde aan u te kennen geven .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.3	Graaf Diedriks laatste wil word inderdaad verkracht .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.4	Men werkt uw ' ondergang , door 't misbruik uwer magt ; Verdeelt , verzwakt al 't land ; en maakt uwe Ada schuldig , Opdat een twistend volk noch haar noch Willem huldig ' .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.5	Kan zy , indien zy huwt , zyn strenge wraak ontgaan ?	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.6	De bloem der edelen spant waarlyk met hem aan .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.7	Verdrukte onnoozelheid noopt my tot mededoogen .	Emotion_Compassion
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.8	Herroep uwe oude deugd ; ontsluit intyds uwe oogen ; Vergun Oostvrieslands graaf de wettige voogdy ; En de adel veilige u voor wraak en tyranny !	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.9	'k Laat u alleen ; besluit : uw lot is in uw handen : Verkies den roem der deugd , of't loon der dwingelanden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.1	Men wyt , my hoog verraad ; en , tot myn bittre spyt , Myn hart , myn wroegend hart verdient dat bits verwyt : 'k Heb Utrechts kerklyk hoofd te veel gehoor gegeven .	Emotion_BodyPart_Remorse
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.2	Hy dwingt de ontstelde bruid !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.3	hy dreigt haar ' minnaars leven !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.4	Is dit , verdrukten , die grootmoedig my beschaamt !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.5	Een lot dat gy verdient ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.6	een dwang die my betaamt ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.7	Gelooft niet , dat ik ook onschuldig bloed zou plengen ; 't Is veinzen ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.8	Maar te wreed ; ik moet , noch wil 't gehengen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.9	Uw rampspoed baart myn ziel eene onverdraagbre smart .	Emotion_BodyPart_Sadness_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.10	ô Willem !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.11	Adelheide , in 't groot gevaar verward , Gaf u , naar Diedriks wil , 't voogdyschap zyner staten , Indien ze veilig op uw woord zich mogt verlaten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.12	Maar neen ; onze oude haat , die gruwzaam heeft gewoed , Die Holland tranen kost en dierbaar burgerbloed , Ontzegt , ô vyand !	Emotion_Hatred
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.13	u dat vreeslyk staatsvermogen : Ik kan uw wraakzucht nooit in 't landbestier gedoogen .	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.14	Myn angstig kroost !	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.15	schepmoed ; ik doem des bisschops dwang .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.16	Graaf Willem is verrast ; hy zal , uit staatsbelang , Uw ' onvermydbren echt in 't einde moeten stemmen : In zynen kerker zal myn aanbod beter klemmen : Oostvriesland , hem beloofd , zy noch zyn eigendom !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.17	Zyn stem winne ieders hart voor uwen bruidegom !	None
stee033adag01_01.TEI.2.text.body.div.div.stage.2724.s.1	Adelheide , Ada , Vander Are , Lodewyk .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.speaker.2726.s.1	Andelheide .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2728.s.1	Myn dochter , wees getroost ; 'k wil u den dwang ontrukken .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2732.s.2	durft gy spotten met myn hooplooze ongelukken ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2739.s.1	Men heeft de plegtigheid verricht voor 't echtaltaar .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2743.s.2	hoe !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2743.s.3	verricht ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2747.s.1	ô Schaamte !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2747.s.2	ô groot gevaar !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2756.s.1	Uw wreede gunst , vorstin , schenkt myn verliefde zinnen Een onwaardeerbaar pand , de schoonste der gravinnen : Maar , in dat vreemd geluk , stelt gy myne echtgenoot , Uzelve , en 't gantsche land , aan wraak en woede bloot .	Emotion_Anger_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2756.s.2	Van dit ontydig feest zal Holland eeuwig gruwen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2756.s.3	Wat blindheid !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2756.s.4	schandlyk door bedreiging ons te huwen !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2760.s.1	Zo spoedig voor 't altaar de plegtigheid verricht !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2768.s.1	Myn moeder , zie myn smart met deernis : 'k heb gezwicht ; De ontmenschte bisschop heeft het middel uitgevonden , Waardoor ik , tegen dank , myn glorie heb geschonden .	Emotion_Compassion
stee033adag01_01.TEI.2.text.body.div.div.sp.2768.s.2	Ik wilde u smeeken ; 't is tyrannig my belet .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2768.s.3	Gy had , myn wanhoop ziende , ons uit den nood gered .	Emotion_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2775.s.1	Uw echt behoed uw land ; uw min heeft niets misdreven .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2775.s.2	Moest gy , ontrouwe !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2775.s.3	uw lot in Willems handen geven ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2775.s.4	Ondankbre !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2775.s.5	zorg ik niet voor uw bestreên geluk ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2775.s.6	Verfoeit gy 't nut bestaan geyk een gruwelstuk ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2780.s.1	ô Looze dwingeland !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2780.s.2	ô bronaêr onzer plagen !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2780.s.3	't Voegt u dien wreeden roem op snoode hulp te dragen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2785.s.1	Verleidend hoofd der kak !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2785.s.2	doortrapte huichelaar !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2785.s.3	't Ontbreekt u aan geen ' glimp ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2791.s.1	Bedwing hun tong .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2802.s.1	Barbaar !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2802.s.2	Was 't Adelheides wil door doodschrik hen te dwingen , En , eer men Willem sprak , den toeleg door te dringen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2802.s.3	Gelooft gy dat uw taal , na 't misbruik van 't gezag Dat ik u hier verleende , op my noch iets vermag ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2802.s.4	Is hun verhaaste trouw een nut bestaan te noemen ?	Emotion_Loyalty
stee033adag01_01.TEI.2.text.body.div.div.sp.2802.s.5	Hun weigring was gegrond ; uw wreedheid is te doemen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2806.s.1	Ik vind , maar ach !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2806.s.2	te spaê , myn waarde moeder weêr .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2817.s.1	Gy scheld en lastert my , terwyl ik 't onheil keer !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2817.s.2	Besef uw dwaling , die myne achtbaarheid ontheiligt ; Zie 't graaflyk huis , door my , voor Willems haat beveiligd , Zyn ' trotsen moed gefnuikt , zyn leven in uw magt , En all ' de muiters tot gehoorzaamheid gebragt .	Emotion_Hatred
stee033adag01_01.TEI.2.text.body.div.div.sp.2817.s.3	Zy beven voor zyn hoofd : vergroot hunn ' schrik door dreigen .	Fear_Emotion_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2821.s.1	Ik wil door weldaên tot erkentenis hem neigen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2829.s.1	Doe meer ; betrouw ons lot aan Willems gloriezucht .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2829.s.3	waagt men ooit te veel , wanneer men alles ducht ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2829.s.4	Vertoon hem de eeuwige eer der ware heldenstukken ; Tracht Ada door hemzelv ' aan zyne wraak te onttrukken ; Men onderwerp ' zich aan zyn ' wil !	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2833.s.1	Wat onbescheid !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2839.s.1	Stel alles aan zyn deugd en edelmoedigheid .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2843.s.1	Natuur vereischt myn zorg voor uw gedreigde staten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2847.s.1	Behoort my 't erfdeel noch ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2851.s.1	Hier kan geen kennen baten .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.2856.s.1	Adelheide , Ada , Vander Are , Lodewyk , Hildegaard .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2860.s.1	Wat jaagt u angstig hier ?	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2864.s.1	De hooge nood , vorstin .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2868.s.1	Wat nood ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2872.s.1	Hoe beef ik !	Fear_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2876.s.1	Spreek .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2876.s.2	Verraad my 't hofgezin ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2890.s.1	Men brengt de maar ' van één der yslykste euveldaden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2890.s.2	Uw hoofdman Reinoud zelf heeft vluchtende u verraden , De rustelooze stad door muitery beroert , Ja Willem , loos vermomd , uit dit paleis gevoert .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2890.s.3	Uw vyand , reeds bekend , het morrend volk genaderd , Ontdekt aan 't muitgespan , dat meer en meer vergadert , 't Voltrekken van den echt .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2890.s.4	Men roept , , Graaf Willem leev ' !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2890.s.5	‘ Dat Adelheide met haar vloekverwanten beev ' !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2890.s.6	Zo schreeuwt men .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2890.s.7	De eedlen , in dat oproer toegeschoten , Verleenen Willem hulp , als laffe deelgenooten Van zyn geheim verraad ; zy voeren krygsvolk aan .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2894.s.1	Erbarmlyk echt !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2898.s.1	Men moet dat woelend rot weêstaan ,	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2904.s.1	Ziedaar de bittre vrucht ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.stage.2902.s.1	tegen den bisschop .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2909.s.1	Laat ons geen ' tyd verspillen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2913.s.1	Ik zal , door myn gezag , de muitelingen stillen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2918.s.1	ô Lodewyk !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2918.s.2	bescherm uw nieuwe heerschappy : Gy hebt óók helden uit den adel op uw zy ' .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2923.s.1	Ik zal , myn waarde bruid !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2923.s.2	uw vorstlyk erf verweeren : Oostvrieslands graaf zal nooit dan bloedig triomferen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2928.s.1	Myn wanhoop , die ons huwde , elendige echtgenoot !	Emotion_Despair
