noms001mich01_01.TEI.2.text.body.div.head.282.s.1	Michiel Adriaansz de Ruiter , treurspel .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.7	De Hemel kiest , ter spyt der aadlyke onverlaten , Zyn werkuig naar zyn ' wil , uit aller menschen staten .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.8	De worm , en de adelaar , de boom en kleinste plant , Beschouwt Hy met één oog , als 't werk stuk van zyn hand .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.9	De zandkorl is zyn werk , gelyk de bol der aarde .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.10	In 't kort , de deugd alleen bepaalt der menschen waarde .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.11	De dwaas zy met geboorte en edel bloed gevleid .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.12	Geboorte is inderdaad slechts een toevalligheid : Zy kan niet tot verdienste ons worden toegerekend , Zolang ons leven niet door weldoen is geteekend .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.13	Geen sterfling heeft zyn ' stam , zyne afkomst in zyn magt ; De Hemel schikt ons lot , die geeft ons ons geslacht .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.14	De man die op zyn leest of schoonheid is hovaardig , Is 't voorwerp van elks spot , en is bespotting waardig , Die op geboorte pogcht verdient die minder spot , Daar de adeldom , als 't schoon , een gunst is van het lot ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.15	La Borde ontfing met ons van ééne hand het leven : Heeft hem het Fransche bloed te verr ' van 't spoor gedreven , Hy is daarom niet min myn tedre ontferming waard ' .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.16	Zo hy te sparen is , dient hy , als mensch , gespaard .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.17	Ik zal den raad voldoen , ik zal u vergenoegen , En tevens zal ik my naar myn beginsels voegen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.18	Gy , wilt gy in uw ' rang voortaan aanbidlyk zyn , Verlaat uw woest begrip , vergaap u aan geen ' schyn .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.19	Wees mensch : dit smeek ik u .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.20	Ik wil u niet verneêren , Maar verg u slechts één zaak : kom !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.21	leer van my regeeren .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2386.s.1	de ruiter , de jonge valkenburg , valkenburg .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.1	Indien , gelyk welëer , de stem der droeffenis , ( De grooten walgelyk ! ) u nóch behaaglyk is , Mynheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.2	duld dat een man die 't grootste deel zyns levens Met roem sleet in 's lands dienst , in kryg en rechtbank tevens , Wiens strenge zucht voor 't recht ontelbre malen bleek ' , U , schreijende , om 't behoud van uw ' gevangensineek ' .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.3	't Is waar , 'k heb hem welëer ter straf doen overgeven , Maar ik voldeed alleen den pligt my voorgeschreven : 'k Was rechter ; door myn ' eed gebonden aan de wet , Gedrongen door den nood , en tevens aangezet Door 's tyds omstandigheid , die geen genaê gehengde , Dewyl hier dikwyls 't volk zyn bloed in tweestryd plengde , En durvende in 's lands nood een ' raad , geneigd ter straf , Niet wederspreken in het vonnis dat hy gaf , Moest ik een ' oorlogsman , beschermer van myn leven , In weêrwil van myn hart , ter doodstraffe overgeven .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.4	Uw edelheid begrypt dat zo ik aan dit strand Uw ' togt vernomen had naar dit gedreigde land , Ik zeker van myn ' post niet eer my had ontslagen , Voor dat ik Neêrlands vloot en u had op zien dagen , En dat ik dus de straf , op deez ' of geenen schyn , Geschorst had tot uw komst , wat ook 't gevolg mogt zyn .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.5	Thans , door het lot verrast , verstoken van vermogen , Is al myn troost uw deugd !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.6	de Ruiters mededoogen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.7	Bestond La Borde veel , hy zag zyne echtgenoot , Mishandlen , en daarby zyn eigen hoon was groot .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.8	Ik twyfel of niet elk , zo fel tot toorn ' gedreven Als hy , de grimmigheid en wraak gehoor zou geven .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.9	Het Fransche volk is fier , zyn bloed word licht verhit ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.10	Denk dat de mensch vertoornd bezwaarlyk zich bezit !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.11	Voeg hier opmerksaam by dat niemant ons vertoonde , Dat dees gevangen ooit één ' eenig ' sterfling hoonde : Hy is bekend voor fier , maar heusch .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.12	Zyn hart is teêr ; Dat van zyn ' hooner was het tegendeel , mynheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.13	De waereld kende hem voor twistziek , licht genegen By wien zyn vrind niet was baldadigheid te plegen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.14	Noch meer , La Bordes dienst aan dit gewest gedaan , Verpligt ons die niet zagt met hem te werk te gaan ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.15	Is 't heden tyd om bloed te storten , of te sparen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.16	Hy is een oorlogsman : indien wy hem bewaren , Wat heeft uwe edelheid te wachten van een ' man Van wiens erkentnis men zich 't all ' beloven kan ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.17	Zyn leven , eedle held !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.18	door uwe gunst beveiligd , Zy aan uw ' dienst , ten dienst van Nederland , geheiligd .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.19	Doch is all ' 't geen hy heeft voor my en 't land bestaan , Te weinig om den held de dood te doen outgaan , Welaan !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.20	myn dienst , myn trouw , den staat zolang gebleken , Zy 't recht vergund één gunst van uwe hand te smeeken : Men schenk ' , ten loon van 't geen ik heb voor 't land verricht , Genade aan hem die my behield by 't levenslicht .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.21	En om uw gunst dit land altyd te doen gedenken , Zal ik de helft myns goeds ten nut der armoê schenken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2449.s.22	Ontzeg die bede niet aan een ' trouwhartig ' man , Die , zonder trots te zyn , zichzelv ' beroemen kan Dat hy dees ryke kust belangeloos regeerde , En 't aanzien van ons volk by 't heidendom vermeêrde .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.2444.s.1	Zich aan de voeten des admiraals werpende .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.2453.s.1	de ruiter , hem omhelzende , en opheffende .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2459.s.1	Sta op , eerwaarde held !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2459.s.2	uwe eedle erkentenis Vraagt my niets dan den prys dien zy hoogst waardig is .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2459.s.3	Uw landvoogdy was 't eêlst dat ik dit volk kon wenschen ..	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2459.s.4	Men vind veel grooten , maar slechts weinig eedle menschen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2459.s.5	Ik zal ...	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2464.s.1	de ruiter , valkenburg , de jonge valkenburg , een hoofdman .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2475.s.1	Op uw bevel is hier de raad byéén , Mynheer , en wacht uw ' last om in dees zaal te treên .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2475.s.2	Maar burger en soldaat , door ongeduld bezeten , Verlangende uit uw ' mond La Bordes lot te weten , Rot saam ' by dit kasteel , en elk van ons raad licht Den wensch van 't zuchtend hart uit hun bedrukt gezigt .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2475.s.3	De menigte groeit aan ; terwyl La Bordes gade , Naby de poort die dringt tot schreeuwen om genade .	None
noms001mich01_01.TEI.2.text.body.div.div.head.2478.s.1	Zevende tooneel .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2480.s.1	de ruiter , valkenburg , de jonge valkenburg , mevrouw la borde , een hoofdman .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.1	Verschoon een vrouw , mynheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.2	die , door haar smart verheerd , Onäangemeld verschynt , en stout gehoor begeert .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.3	De raad is reeds by één , uw strengheid is gebleken , Dus kom ik voor La Borde u geen genade smeeken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.5	ik heb gehoord hoe gy den tweestryd doemt , En dat La Bordes wraak by u word moord genoemd ; 'k Weet dat , ( ik was het zelf die dit terstond ontdekte , ) De jonge Valkenburg u hier ten raadsman strekte , En 't is my wel bewust dat gy , zo gy hem hoort , Myn ' echtgenoot op nieuw zult doemen tot de koord .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.6	Ik twyfel daaraan niet , gy zult het vonnis vellen ; Dus kan 't myn wit niet zyn u door gesmeek te kwellen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.8	volstrekt bewust van uwe zucht voor 't recht , Die myn benepen hart thans alle hoop ontzegt , Wil ik u aan dees kust gelegenheid verschaffen Dat gy uw ' roem , mynheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.9	vergrooten kunt door straffen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.10	Zo ge op 't beleedigd recht te wreken glori draagt , Wat roem baart u de straf van haar die 't recht belaagt !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.11	Ik , ik alleen verviel deez ' dag tot die verwoedheid : Ik heb 't gerecht belaagd : misbruikende al de goedheid Van gryzen Valkenburg , zocht ik myn ' echtgenoot Door een strafwaarde list te onttrekken aan de dood : Ik bood hem myn gewaad om 't oog der wacht te ontvlieden , Doch hy wilde op die wyz ' geenszins zich hulp zien bleden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.12	Die weigring trof myn hart , en spoorde op 't sterkst my aan Tot een noch stouter , doch strafwaardiger bestaan : Ik wilde in 't naaste bosch 't Fantynsche volk beroeren ; Ik wilde als hoofdmannin het naar dees muren voeren , La Borde redden , all ' wat my hierin weêrstond Doen sneuvlen , of , vol moeds , zelf sneuvlen op deez ' grond .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.13	Om my , om my alleen zag hy zyn borst bestryden , Alleen myne eer ter wraak is hy gebragt in 't lyden ; Hy deed voor my 't geen ik niet voor myzelf kon doen ; Dus wilde ik , trots 't gerecht , hem voor de dood behoên .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.14	Ziedaar wat strafbre drift myn moedig hart beroerde !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.15	Dank myn ' gemaal dat ik myn opzet niet volvoerde : Hy heeft bewerkt , ter spyt der drift die my bezielt , Dat Valkenburg my hier in heusche gyzling hield .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.16	Kom , straf , schoon 't me is mislukt om hem 't gerecht te ontrukken , Den kwaden wil , mynheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.17	doe voor 't gerecht my bukken ; Toon dat gy zelfs den wil van 't kwaad uw gunst ontzegt , Verëeuwig dus uw zucht voor de eer van 't heilig recht : Want by zo streng een ' held is 't zeker kwaad geheeten , Dat ik voor myn ' gemaal zo veel my wil vermeten .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.18	Doe meer : voorkom terstond , in 's lands verwarden staat : 't Ontwerp door my beraamd , zo gy me in vryheid laat : Want zo 't my is mislukt La Bordes boei te breken , 't Is my noch niet belet La Bordes dood te wreken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.19	Ikzelf , ik klaag my aan : myn dierbare echtgenoot Getuige , in 't sterven zelfs , wat ik voor hem besloot .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.20	Het volk , door myn geween reeds tot gemor bewogen , Eischt myn ' gemaals behoud , luidkeels , met schreijende oogen : Myn invloed op dit volk , hun deelen in myn pyn , Toont een ' gestrengen raad wat ééns zyn lot kan zyn ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.21	Bewaar hem ; en , indien ge uw glori stelt in straffen , ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.22	Wilt gy 't gedreigde land een zekre rust verschaffen , Voorkom myn woede .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.23	Ikzelf heb u myn feit ontdekt , ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2543.s.24	Kan 't zyn , ontruk my 't licht , dat my ten walg verstrekt !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.1	De wanhoop heeft uw ' geest te verr ' van 't spoor gedreven .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.2	Men kan de wanhoop licht een dreigement vergeven !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.3	't Is uw geluk , myn kind !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.4	dat ik de driften ken , Dat ik myzelv ' bezit ... dat ik De Ruiter ben !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.5	't Zou my niet moeilyk zyn om u met grond te toonen Dat uw Fantynen , en al die dees kust bewonen , Volstrekt onmagtig zyn één enkel oogenblik , Ten nadeel van 't gerecht , myn hart te slaan met schrik .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.6	De wanhoop , inderdaad !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.7	doet u uzelf bezwaren .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.8	Gy durft me een ' toeleg die ondoenlyk is verklaren !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.9	La Borde is hier geen man die als getuige geld , En niemant straft een ' wil noch niet te werk gesteld .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.10	Gedeeltlyk is me uw wit , reeds voor uw komst , gebleken ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.11	't Lust my niet langer van uw vreemd ontwerp te spreken !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.12	'k Zal myn gemoed voldoen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.13	Wacht hier uw vonnis af , En oordeel of dit hart behagen schept in straf .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.14	Dat straks de raad verschyn ' .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2572.s.15	Gy zult getuigen wezen Of iemant van myn ' aart ooit noodig heeft te vreezen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.2569.s.1	Hy luistert valkenburg iets in 't oor , waarna by tegen den landvoogd vervolgt :	None
noms001mich01_01.TEI.2.text.body.div.div.head.2575.s.1	Agtste tooneel .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2583.s.1	de ruiter , de jonge valkenburg , mevrouw la borde , la borde .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2583.s.2	Raadsbeeren , hoofdlieden , en soldaten , aan den ingang .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2583.s.3	De raadsbeeren plaatsen zich in twee reijen , ter rechter en linker zyden van den admiraal en den landvoogd .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2583.s.4	La borde en zyne gemalin plaatsen zich tegen elkander over , vooraan op het Tooneel , waarna valkenburg , met een ' degen in de band , verschynt , en zich aan de linker zyde des admiraals plaatst .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.1	Ik heb , doorluchte raad , myne achting dubbel waard ' !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.2	Gezien wat wanbedryf den schuldigen bezwaart ; En tevens ingezien , naar 't voorschrift myner pligten , Wat uw ' gevangens schuld met reden kan verlichten .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.3	De landvoogd heeft dees zaak niet in myn hand gesteld ; Neen , ze is my door de vrouw des schuldigen gemeld .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.4	Het vonnis dat gy gaaft steunt en op wet en reden ; Gy deed den schuldigen met recht ter strafplaats treden ; En daar aan 't vonnis niet volkomen is voldaan , Drongt gy , met recht , op nieuw op die voldoening aan .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.5	Dit was uw pligt .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.6	Het hoofd van dees gedreigde stranden , Eischte uw ' gevangens bloed noch heden van myn handen ; Hy gaf in zucht voor 't recht , in strengheid , u niet toe : Thans eischt myn hart van my dat ik myn ' pligt voldoe .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.7	Indien myne uitspraak één ' der raden mogt mishagen , Hem voegt daarom geen ' haat den landvoogd toe te dragen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.8	Zo ze iemant , als een lid des raads , mishaaglyk schyn ' , 'k Hoop dat zy hem als mensch niet zal mishaaglyk zyn .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.9	Gy stiet een ' man ter neêr , door gramschap aangedreven , Gy hebt hem op den grond verwoed een wond ' gegeven , De raad drong , naar de wet , rechtvaardig op uw straf ; Doch daar de Hemel u bewys van bystand gaf , En u , als waar ' 't een loon van 't geen gy voor dees landen Verrichtte , op 't wonderbaarst ruk te uit der beulen handen ; Daar gy uw opperhoofd , zelfs met uw lyfsgevaard , Zo loflyk hebt ontrukt aan zyner beulenschaar '; Daar ge onvoorbeeldlyk wreed in gade en eer beleedigd , En eenigzins uit nood , die beiden hebt verdedigd ; Daar ge als een eerlyk man de waarheid hebt verklaard , En zelf betuigt dat gy , schoon gy onkundig waart Dat gy uw ' vyand wondde in 't zand ter neêr geslagen , Rechtvaardig hebt verdiend daarvoor uw straf te dragen , En reeds 't schavot betrad , zelfs zonder mortery , Laat ik , op 's Hemels spoor , u met den doodschrik vry .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.10	Leef !...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.11	Edelmoedig held !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2629.s.12	uw deugden ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.2607.s.1	Tegen la borde .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.2627.s.1	mevrouw la borde , met vervoering .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2655.s.1	Laat my spreken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2655.s.2	Uw moed is Valkenburg , uw trouw is 't land gebleken : Maak , door 't gebruik van beide , op nieuw , wanneer gy stryd , Dat elk De Ruiter dank ' dat hy u heeft bevryd .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2655.s.3	'k Herstel u in uw ' rang .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2655.s.4	Aanvaard van my deez ' degen : Gebruik dien in 's lands dienst , trek Englands benden tegen ; Maar denk dat niets u eert , hoe stout ge uw ' vyand tart , Dan een bezadigde aart , en een menschlievend hart .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2655.s.5	Ziedaar myn ' strengen aart : ga , doe thans uw Fantynen , 'k Geef u daar vryheid toe , tot myn bederf verschynen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.2646.s.1	Hy geeft la borde het geweer , waarmede valkenburg is uitgekomen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2676.s.1	ô Held !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2676.s.2	beschaam my niet : 'k Zal hen geleiden , ja !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2676.s.3	Maar tartende , in uw ' dienst , alle oorlogsongenaê .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2676.s.4	De Ruiter !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2676.s.5	eedle ziel !... uw deugd verdient rechtvaardig ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2676.s.6	Maar 't menschdom is geen ' vorst als held De Ruiter waardig .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2676.s.7	ô Myn gemaal !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2676.s.8	dees ziel voelt uwe erkentenis , Die door uw tranen spreekt , meer dan uitdruklyk is .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2676.s.9	Laat ons dien steun des lands als onzen vader eeren .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2676.s.10	Ziedaar het waar geluk van mannen die regeeren !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.2661.s.1	Hem met verwondering aanziende , en in tranen uitbarstende .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.2674.s.1	Zy ombelst , nevens haar ' gemaal , de voeten des admiraals .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.2674.s.2	de ruiter , na hen te hebben opgehest , neemt hen beiden in zyne armen , terwyl hy , met nadruk , en in verrukking , tegen den landvoogd vervolgt :	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.2679.s.1	la borde , snikkende .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2684.s.1	De tranenvloed , ô held !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2684.s.2	dien my uw deugd ontwrong , En die my noch ontvloeit , boeit met myn hart myn tong , Dees kling , gezwaaid ten dienst des redders van myn leven , Zal nooit dan met myn kracht in 't veld myn vuist begeven .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.2688.s.1	valkenburg , tegen mevrouw la borde .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2690.s.1	Hoe juicht myn hart , myn kind , by 't vlieden van uw pyn !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.2694.s.1	de jonge valkenburg , uit een diep gepeins bekomende , tegen den admiraal .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2696.s.1	Het lot schonk my een ampt ; gy leert my 't waard ' te zyn !	None
noms001mich01_01.TEI.2.text.body.div.div.head.2700.s.1	Laatste tooneel .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2702.s.1	alle de vorigen , en de hoofdman .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.2705.s.1	de hoofdman , schielyk uitkomende .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2712.s.1	Daag op , mynheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2712.s.2	aan 't hoofd van uwe waterscharen : Wy zien een kloeke vloot ons nadren langs de baren .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2712.s.3	Zo veel ons oog kan zien , wend zy zich Oostwaarts heen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2712.s.4	't Fantynsche volk rukt aan , 't is alles op de been , Om zo 't de Britsche vloot gelukken mogt te landen ; Met nadruk 's vyands volk te ontfangen op de stranden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.2716.s.1	de ruiter , tegen la borde .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2725.s.2	thans wissche uw drift , in 't land ten dienst te staan , Het kwade uit dat zy deed , door ééns te verr ' te gaan .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2725.s.3	Wat ons betreft , mynheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2725.s.4	laat ons de waereld leeren Dat wy de kunst verstaan van stryden en regeeren , En dat menschlievendheid , geen rang , geen aadlyk bloed , Het waar sieraad is van den man van eer en moed .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.2720.s.1	Tegen den landvoogd .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2727.s.1	EINDE .	None
noms001mich01_01.TEI.2.text.body.div.div.cf.p.2731.s.1	De Gecommiteerden tot de zaken van den Schouwburg hebben , volgens Octroy door de Heeren Staten van Holland en Westvriesland , den 5den November , 1772 .	None
noms001mich01_01.TEI.2.text.body.div.div.cf.p.2731.s.2	aan hen verleend , het recht van deze Privilegie , alleen voor den tegenwoordigen Druk van MICHIEL ADRIAANSZ DE RUITER , Treurspel , vergund aan Jan Helders .	None
noms001mich01_01.TEI.2.text.body.div.div.cf.p.2734.s.1	In Amsteldam .	None
noms001mich01_01.TEI.2.text.body.div.div.cf.p.2734.s.2	den	None
noms001mich01_01.TEI.2.text.body.div.div.cf.p.2736.s.1	September , 1780 .	None
