hoof001gran01_01.TEI.2.text.body.div.head.885.s.1	P.C. Hooft GranidaSpel	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5443.s.2	Boven de gemeene maeten Wild ' hij sien een lievend paer , Des den hemel keurich haer Las uit soo verscheyen staeten .	Emotion_Love
hoof001gran01_01.TEI.2.text.body.div.div.sp.5443.s.3	Dat ghij twee vereenicht blijft Blijckt de Goden te begeeren , En de Coning wil niet keeren 'T geen den hemel mercklijck drijft .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5443.s.4	Lang , al lang genoeg geleden , Blijx genoech van vaste tróuw ; Dat uw overleden róuw Dien tot meerder vrolijckheden .	Emotion_Loss_Loyalty_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.5443.s.5	O Geluck , sijdt eenmael sadt Van ellenden op ellenden , En ten laesten moe van wenden Schut den loop hier van uw radt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5443.s.6	God en Coning willen staeken Der gelieven tegenspoedt , Liefd ' en minne , lof uw gloedt , Die nu sonder smart sal blaeken .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5443.s.7	Liefd en Min aen een vertuyt , Beyde siel , en lichaem-mengers , Heilighe ' oppervrientschap-strengers Salicht bruidegoom en bruidt .	None
hoof001gran01_01.TEI.2.text.body.div.div.stage.5445.s.1	tisiphernes , granida , daifilo , coning , rey van jofferen , rey van harderinnen	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5450.s.1	Verheucht , met blij gelaet comt ons het hof te moet .	Joy_Emotion_BodyPart_BodilyProcess
hoof001gran01_01.TEI.2.text.body.div.div.sp.5450.s.2	Siet daer den Coning selfs .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5455.s.1	Dat ick hem val te voet .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5455.s.2	Ach vader !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5463.s.1	Wellecoom , mijn dochter , staeckt uw vresen ; En ghij die mij voortaen een waerde soon sult wesen ; Der Goden wille volch ick .	Fear_Emotion
hoof001gran01_01.TEI.2.text.body.div.div.sp.5479.s.1	Heer , houdt dese voor De schoonste tempels , die de liefde sich vercoor Om eens voor al ten toon sijn heerlijckheit te stellen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5479.s.2	Gunt , heer , dat eewelijck elckander sij versellen , En dat den Hemel bindt , mijn Coning , niet en scheydt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5479.s.3	Dit loon eisch ick alleen van uw grootachtbaerheit , Voor al de diensten die mijn leven haer oyt deede .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5483.s.1	Ach , eedel prinsse !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5490.s.1	Nu stelt uw gemoedt in vrede , Ach , twijfelt langer niet , mijn kindren !	Emotion_BodyPart_Relief
hoof001gran01_01.TEI.2.text.body.div.div.sp.5490.s.2	niet soo blindt En ben ick of ick sie , dat sonderling bewindt Der Goden besich is met u te samen hechten .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5494.s.1	Ach , onverdiende troost !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5500.s.1	Dochter , u op wilt rechten , En ghij , Daifilo , rijst .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5510.s.1	Laet , Goden , het geluck , In tegendeel van dit , met den voorgaenden druck Vernoeghen , oft , en ist daermee niet te betaelen , Laet het de rest op mij , niet op mijn Lief verhaelen ; Soo 't sijn can dat ick smaeck het geen sij niet en smaeckt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5510.s.2	Ach , Coning !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5525.s.1	Daifilo , mijn dochter is geschaeckt Van wijsheit en versocht verstandt , die haer bereyden Den alderhoochsten wech , en tot de Liefde leyden .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5525.s.2	Sij liet om uwentwil het overladend rijck , Besit het nu met haer voortaen min commerlijck ; Dits mijne , dits de wil der Goden wijs van rade .	Worry_Emotion
hoof001gran01_01.TEI.2.text.body.div.div.sp.5536.s.1	Cleen souw de danckbaerheit , en lof van uw genaede O Coning , bij mij sijn , indien dat ick verstondt Datse verclaerbaer waer met menschelijcke mondt : Des ick het minste niet bestaen mach uit te spreken .	Joy_Emotion_Other
hoof001gran01_01.TEI.2.text.body.div.div.sp.5547.s.1	Een soon van Persen can 't aen genen staet gebreken , Des , Tisiphernes , niet uw heerschappij verlaet .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5547.s.2	Wij dancken u dat ghij u selven , noch uw staet Verschoont en hebt , om dees gelieven t'saem te veugen : Ghij hiellept int verdriet , nu hellept int verheugen .	Joy_Emotion_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.5547.s.3	En ghij , gelieven , comt , verquickt u van uw moeyt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5554.s.1	Ick sie mijn wensch .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5554.s.2	Den Parth gevangen , en geboeyt Vergeeve ' ick sijn misdaet , wil't Daifilo vergeven .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5562.s.1	Sijn voorgenomen moordt ons diende tot het leven , Jae trouwen , ick vergeef't ; en Prinsse doet uw sin.	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5566.s.1	Lof Goden wonderwijs !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5570.s.1	Lof groote Liefd en Min !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5577.s.1	Godt en Coning willen staeken Der gelieven tegenspoet , Liefd en Minne , lof uw gloedt Die sij sonder smarte smaeken !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5588.s.1	Groote Goden , niet om raeken Is de grondt van uw besluit , 'T was uw lust dit huwlijck maken Voert met jonst de bruiloft uit .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5603.s.1	Liefd en Min aen een vertuyt , Beyde siel en lichaem-mengers , Heilighe ' oppervrientschap-strengers Salicht Bruidegoom , en Bruidt .	None
hoof001gran01_01.TEI.2.text.body.div.div.p.5605.s.1	EINDT	None
hoof001gran01_01.TEI.2.text.body.div.div.p.5614.s.1	Al waelt het .3 1605 1	None
