meij001verl01_01.TEI.2.text.body.div.head.2412.s.1	De verloofde koninksbruidt , treurspel .	None
meij001verl01_01.TEI.2.text.body.div.div.p.3949.s.1	Einde des tweeden Bedrijfs .	None
meij001verl01_01.TEI.2.text.body.div.head.3953.s.1	Derde bedryf .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.3955.s.1	Velleede , Fastarad .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3958.s.1	Lafhartigh Prins , en gheeft den moedt zo niet verlooren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3961.s.1	Zwijgh Moeder , 'k wil van gheen verraadery meêr hooren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3966.s.1	Niet altijdt zeilt de kiel in stroom , en teeghen windt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3966.s.2	Mislukte ons deeze kans ; 't kan keeren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3966.s.3	't Luk is blindt , En weiff'ligh : 't wil voortaan ons kroonen , met zijn ' ghonsten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3972.s.1	Dat 's hacchelijk .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3972.s.2	Voor my , 'k ben , door uw ' looze konsten , En naghebootste schimme , eens om den tuin gheleidt ; En heb my , op uw ' raadt , in doodtsghevaarlijkheidt Ghesteeken : maar 'k hoop my ten tweeden maal ' te hoeden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3990.s.1	Verwijfde , en zonder hart , zijt ghy zo bang te moede Voor wat ghevaars ?	Fear_Emotion_BodyPart
meij001verl01_01.TEI.2.text.body.div.div.sp.3990.s.2	Hier woont een onversaagder gheest ; Een mannenhart schoeit zich op mijne vrouwenleest .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3990.s.3	Ik zal , en zonder u ; my van den Dwinglandt wreeken , Hem bonzen van den troon , door alle weêrstandt breeken , En zetten , als Vórstin , my in mijns Vaders stoel .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3990.s.4	Ghaat heen ghy , voegh u by zijn dóchter , uwe boel , Om , in haar ' gheile schoot , met streelen , en met kussen , D'ontsteldheidt , welke u 't bloedt nóch roert , in slaap te sussen , Terwijl mijn ' manhaft zulk een heldenwerk bestelt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3990.s.5	Daar komt hy aantreên , met de Koningin verzeldt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3990.s.6	Gha , val zijn ' tróts te voet : maar 'k zweer , het wil u rouwen .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.3993.s.1	Ghrimoald , Heddewigh ghekleedt als Mathilde , Fastarad ter zyden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3996.s.1	Dus zal ik , door uw ' hulp , verspieden , wat zy brouwen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.3997.s.1	Heddewigh	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4000.s.1	Maar Vader , zweemt dit kleedt , en tooysel , al wat na De Koningin ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4010.s.1	Zo zelfs , dat ik verwonderdt sta , En u voor haar , zo 'k was onkundigh , aanzien zoude .	Emotion_Wonder
meij001verl01_01.TEI.2.text.body.div.div.sp.4010.s.2	Weshalven , zo ghy slechts de streeken weet te houden , Die 'k u gheweezen heb , 'k ben zeeker , dat ons schip , Ver van te stranden , op die toeghedreighde klip , Door deez ' hólghaande zee , en overdichten neevel , In spijt der broed'ren minne , en 's Koninginnen wreevel , Ghewenschte reê bezeilt .	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.4014.s.1	Ik wil mijns Vaders last , En lust , behartighen , ghelijk 't een ' dóchter past .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4021.s.1	Ik zal inmiddels tijdt , en hullipmidd'len , zonder Verzuim , navórsschen , om in 't óngheval , waar onder Mijn ' vyandin my dreight te pletten , te verzien .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4021.s.2	Ghy , wat u voorvalt , doet my weeten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4024.s.1	't Zal geschiên .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.4027.s.1	Heddewigh , Fastarad .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4047.s.1	Wat noopt mijn Schoone , haar schoon lichaam te belaaden , Met Kaledoonsche pracht , en koninginssieraaden ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4047.s.2	Of leght ghy toe , mijn hart , 't welk van uw ' schoonheidt tuight En overvloeit , en voor haar ' minnewetten buight Neêrslachtigh , uwer wil nóch dieper t'onderwerpen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4047.s.3	Zo ploeghtghe 't strandt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4047.s.4	Ghemerkt de vlammen , welke 't snerpen En blaak'ren , 't hebben , met zo milden overvloedt Van brandt , gheprópt ; dat zo ' er nóch een vonk dier ghloedt , Met kracht , zich inwringt , het terstondt zal barsten moeten , En storten ylinks neêr , gheborsten , voor uw ' voeten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4047.s.5	Dies staak dat opzet , zo an de behoudenis Uws trouwen minnaars u nóch iets gheleeghen is .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4052.s.1	Gheen toelegh , om uw ' ziel in naauwer minneprangen Te kluisteren , heeft my , met dit ghewaadt , omhangen .	Emotion_BodyPart_Love_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.4052.s.2	Uit heel eene and're bron spruit deez ' verwisseling .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4067.s.1	Ofte is uw ' schoont misnoeghdt met haar ' verovering , En hartenheerschappy , welke over al de Heeren , En pratte Prinssen , die dit prachtigh Hóf hanteeren , Zich uitstrekt ; en pooght zy nóch , onder haare maght , En minghebóden , al het Vórstelijk gheslacht , Welk korts hier , met Mathild ' , ghelandt is , te doen duiken , En dit uitheemsch ghetooy , tót wapens , te ghebruiken ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4072.s.1	Betoom uwe achterdócht ; nócht duidt tót achterstel Van uwe min dit kleedt .	Suspicion_Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.4072.s.2	'k Ghehoorzaam maar 't bevel Des Konings .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4075.s.2	schept hy in deeze praal vermaaken ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4079.s.1	Neen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4079.s.2	Gheen vermaaken ; maar een hoogh ghewight van zaaken , Een harde noodtdwang parst hem , dit ter handt te slaan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4083.s.1	Kont ghy , dus toegherust , dan noodtdwang weederstaan , En stuiten ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4092.s.1	Stuiten niet , maar midd'len , om te stuiten , Opdelven ; en , opdat uw ' minnenyver buiten Alle arghewaan , welke u , met onrust , pijnt , gheraak ' , Wil ik u openen 't gheheimslót van de zaak .	Suspicion_Emotion
meij001verl01_01.TEI.2.text.body.div.div.sp.4092.s.2	Ghy hebt licht al ghehoordt , hoe tróts Mathilde Vader Ghehoondt , en hy de wraak mijn ' Broederen te ghader Belast heeft ; dóch vergheefs , ter oorzaak hunner min ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4098.s.1	Ik heb 't verstaan , en hoe , voor 't hoofdt der Koningin , Hy 't errifrecht hen heeft gheveilt van eerstghebooren ; Dóch vrucht'loos .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4104.s.1	Dies beducht , óf min hun moght bekooren Tót slinckschen toelegh , heeft hy my , om , hoe 't daar staat Gheschapen , te verspiên , vermomdt met dit ghewaadt .	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.4104.s.2	Stel dies uw hart gherust , en ban alle arghvermoeden .	Suspicion_Emotion
meij001verl01_01.TEI.2.text.body.div.div.sp.4108.s.2	dat voel ik nu in mijnen boezem woeden , Veel feller , dan voorheen .	Suspicion_BodyPart_BodilyProcess
meij001verl01_01.TEI.2.text.body.div.div.sp.4111.s.1	Hoe dat ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4115.s.1	Vermits 't ghevaar , Waar in ghy steekt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4118.s.1	Wie ik ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4121.s.1	Ja ghy .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4124.s.1	Van wie , en waar ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4127.s.1	Van uwe Broederen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4131.s.1	Die zullen my verdeedighen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4131.s.2	Te teer is broeders hart , om zuster te beleedighen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4136.s.1	U schijnt vergheeten reets , Mêvrouw , wat ról ghy speelt , Daar ghy gheen zuster , maar Mathilde , door verbeeldt , Voor welkers hoofdt , by hen , de rijkskroon staat te winnen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4140.s.1	D'onmaatelijke liefd ' , die zy der Koninginne Toedraaghen , my , voor dat ghevaar , bescherremdt houdt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4145.s.1	Maar zo de kroon , met haar ' bekoorlijk tintelghoudt , De min vermeesterde , en hen aanriedt , te voltrekken Het vaderlijk ghebódt ?	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.4151.s.1	Dan zoude ik my ontdekken , Eerz ' hen misghingen in zo bijstren euveldaadt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4157.s.1	Maar , zo hunne overmoedt u daar gheen tijdt toe laat , En waarschuwt met de slagh ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4160.s.1	Dat wil de Heemel keeren !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4163.s.1	En zo hy zich niet kreunt uw ongheval te weeren ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4168.s.1	Zo liep ik lijfsghevaaar .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4171.s.1	Ik van mijn opperghoedt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4175.s.1	Wat raadt dan , Prins ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4175.s.2	hoe wordt uwe , en mijn ' ramp verhoedt , En vaders ooghemerk niet in den windt gheslaaghen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4184.s.1	'k Bezef gheen beet'ren , dan dat wy den aanslagh waaghen , En ik , rondom u , met een waakend ooghe , zweef , Om , zo de kroonzucht een van uwe Broeders dreef Tót zulk een overdwaalsch bestaan , u te bevryden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4187.s.1	Welaan ...	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4187.s.2	Maar zacht ; daar komt ' er een : voegh u ter zyden .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.4190.s.1	Trasimond , Fastarad , Heddewigh .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.1	Ruim op , o menschelijk gheslacht , ruim op , en schrik Voor 't laelijk opzicht van een wanghedróchte , als ik , Ghedoemdt van Vader , zo 'k zijn Scepterstaf wil erven , Den waerden leevensdraadt mijns leevens af te kerven ; En van Mathilde , zo 'k wil winnen haar ghemoedt , Mijn ' dólk te dompelen in 't vaderlyke bloedt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.2	Hoe dóbbert , ter ghena van water , windt , en weeder , Mijn ' roerelooze kiel , gheslingerdt op , en needer , En staâgh ghedreighdt , ter muil te worden inghewipt Der vreesselijke Scille , óft woedende Charibd !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.3	Maar hoe , mijn moedt , zultghe u , dus vuidigh , laaten kluisteren Van 't wreev'ligh lót , en na zijn ' lusten leeren luisteren , Ghy , die zeeghaftigh veel heirleeghers hebt ghetart ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.4	O neen : deez ' handt , dit hart suft nóch niet , zonder hart .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.5	Op , op , mijn Hópliên ; op , mijn ' wakkere sóldaaten , Beschorst uw ' lendenen , met staale harnasplaaten , Uw ' boezemen met moedt , uwe armen met gheweer , En trekt eens op , ten dienst van uwen Leegherheer .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.6	Zo , zo spitsbroeders .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.7	Dat ghaat heerlijk .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.8	Men verghaape Gheen tijdt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.9	De krijghsklaroen roep fluks ons heir ter wapen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.10	Elk , onder zijn ' banier , in órden , met der vaert .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.11	De vyandt toont ghelaat , als t'eene maal volschaardt , Van treffen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.12	Klinken daar gheen trommels , en trompetten ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.13	O ja ; zijn ' voortóght komt vooruit , op ons anzetten , Met vollen ren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.14	Men voer ' haar d'onze te ghemoet , En wijk hunn ' yver , en manhaftheidt , niet een ' voet .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.15	Zo , mannenbroeders , zo .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.16	Zijn ' moedt beghint te zakken , Hy deist , hy neemt de vlucht .	Fear_BodilyProcess
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.17	Men vólgh ' hem op de hakken , Men jaagh ...	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.18	Maar houdt : Daar stuift hy , met zijne oorlóghsmaght , Op onze voortóght aan , welke in deez ' strijdt verkracht , En afghevochten , zal ghenoodtzaakt zijn te vlieden , Zo onze traagheidt haar verwaarloost hulp te bieden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.19	Welaan , mijn ' helden ; niet te marren : streeft my naar , En houdt mijn ' stapsteên warm .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.21	Houdt daar , Houdt daar , vervloekt ghespuis , my ten verderf beschooren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.22	Val aan , val aan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.23	Maar hoe ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.24	gheeft ghy den moedt verlooren , Spitsbroeders , en krimpt u ten eersten 't hart zo kleen ; Dat ghy den rugh biedt , en uw ' Veldtheer laat alleen Zo talleloos een heir van Ridderen , en knaapen , Ten oorlógh afgherecht , en opgheghroeidt in 't wapen , Bestórmen ?	Fear_BodyPart_BodilyProcess
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.25	Quijt ghy dus uw ' krijghseedt , eer , en plicht ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.26	En troktghe , in trótsen schijn , te velde , om my zo licht Den schop te gheeven , en , als trouw'looze sóldaaten , In 't uiterste ghevaar te leiden , en te laaten ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.27	Is dit de trouw , beloofdt an mijne Veldtheerstaf ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.28	Is dit de hoop , die my uw ' moedighe optóght ghaf ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.29	Is dit het loon ....	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.30	Maar ( ach ! ) mijn ' weeklaght loopt verlooren !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.31	Zy , dien 't betreft , vliên reedts te verre , om die te hooren , En leev'ren my ten roove aan 's vyandts onghenaân .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.32	Wat raadt dan ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.33	zal ik meê behoud'nis zoeken aan Mijn ' voeten , d'oorlóghsramp , ghereedt my t'overvallen , Ontduikend ' met de vlucht !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.34	óft zal ik teeghens allen My kanten , en een heir bevechten ghansch alleen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.35	Daar zwelt mijn ' moedt , te ghroot ; hier zwicht mijn ' maght , te kleen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.36	Maar hou .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.37	Wie daar ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.38	Het schijnt de Koninginne .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.39	Ik spreeke Haar aan , óf zy viellicht , door mijn deemoedigh smeeken , En 't weederspannigh lót , welk my den rugghe biedt , Haar onbeweeghlijk hart , in 't eind , vermurwen liet , En haaren minnaar toonde een gheinster van meêdooghendheidt .	Emotion_EmotionalAction_Compassion_Desire_Despair
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.40	Gheduchte Koningin , die , door uwe oppermooghendheidt , De vólken niet alleen brengt onder uw ' ghebiedt : Maar , door uw ' schoonheidt , ook al , wat uw ' schoonheidt ziet , In diepe kluisters slaat , vergheef een ' trouwen minnaar ; Dat hem de liefde heeft gheprikkeldt , om verwinnaar Te worden , door het staal ; nadat hy , door ghebeên , En traanen , en ghesmeek , en plicht , en dienstbaarheên , Gheen stap ghevoorderdt had : maar 't hoofdt ghestaâg ghestooten , Uw ' toorn gheterght , en haat , voor weedermin , ghenooten .	Emotion_EmotionalAction_BodyPart_BodilyProcess_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.41	'k Beken , Mêvrouw , 't was wel de rechte wegh niet , met Gheweldt van wapenen , u , tót mijn bruilóftsbedt , Te prangen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.42	Maar ( helaas ! ) niet maghtigh , u te derven , En schrikkende , door 't hoofdt van Vader , te verwerven , Scheen my , van allen , dit het draaghelijkste quaadt : Ja , u waar 't schand ' gheweest ( zo 'k hadd ' die euveldaadt Bestaan ) te schakelen , met heil'ghe huw'lijksbanden , Uw ' koninklyke handt an mijn ' verwaten ' handen , Nóch versch bekroozen van het bloedt der vadermoordt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.43	Vergheef 't mijn ' min dan , en herroep dat wreede woordt , Welk Vaders hoofdt eischt , om uw ' weedermin te winnen , En , 't bijster onweêr van die wreevelighe zinnen Opklaarende , door een zielzoete zonneschijn , Bestraal my met ghenâ van uw ' ghemaal te zijn .	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.45	zy keert mijn ' beê den nek , en wend haare ooren Van mijne klachten af .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.46	En acht ghy dan mijn ' tooren Zo luttel , en mijn ' maght zo krachteloos , zo kleen , Verwaande Koningin , dat ghy my nóch alleen , En van uw oorlóghsvólk verlaaten , durft braveeren , En trótsen ?	Emotion_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.47	denk vry , zo mijn ' min eens komt te keeren In haat ; uw ' hoofdt , hoe schoon , hoe minlijk , loopt ghevaar .	Emotion_Hatred_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.48	Ghy zwijght .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.49	Spreek op , óft ghy wordt fluks den slagh ghewaar .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.50	Maar , welk een draaiboom komt my daar het hoofdt te bieden ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.51	't Schijnt Fastarad , bestuwdt met honderdt oorlóghslieden , Haar ' lijfwacht .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.52	Teeghen zulk een ' hulp val ik te zwak .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4316.s.53	Best , dat ik wyke , en wacht mijn ' slagh af , met ghemak .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.stage.4263.s.1	Hy krijght Heddewigh in 't oogh .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.stage.4271.s.1	Hy spreekt haar aan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.stage.4301.s.1	Heddewigh omziende wenkt Fastarad , die daar op voor den dagh komt .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.4319.s.1	Fastarad , Heddewigh .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4325.s.1	Hy 's wegh , en gheeft mijn hart , met uw ghevaar belaaden , Wat luchts .	Fear_HeavyHeartedness_BodyPart
meij001verl01_01.TEI.2.text.body.div.div.sp.4325.s.2	Hoe dunkt u ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4325.s.3	Quam mijn byzijn u te stade , Oft waar het best , alleen dien woedenden verbeidt ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4336.s.1	'k Beken , hadt ghy , toen hy , door mijn ' stilzwijghendheidt Verbólghen , toeley my te knellen , met zijn wapen , Mijn zyde niet bekleedt , het hadde ' er slecht gheschapen Met my ghestaan ; alzo 't ontdekken myner staat , By deezen dollen , licht zoud ' hebben niet ghebaat , Wien , teeghen Vader , ik gheen aanslagh toevertrouwe : Want nimmer zinloos brein had maght , verraadt te brouwen .	Emotion_Spitefulness
