focq001mini02_01.TEI.2.text.body.div.head.227.s.1	De min in 't Lazarus-huys .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2063.s.2	Ik zeg u duizentmaal vaar wel .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2067.s.1	Kom , kom na binnen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.speaker.2072.s.1	Ferdinand , alleen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2094.s.1	Houd stand , gaa langzaam , myn gedacht !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2094.s.2	Wild gy niet door de wind verzwinden , 't Is noodig , dat gy zyt verdacht , Zo gy het rechte spoor wilt vinden , Dat gy 't verstand tot leyds-man wacht .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2094.s.3	Gy gaat wel , daar de wil u leyd , Door d'eerste driften aangedreven ; Maar laas !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2094.s.4	de reden die beschreyt 't Gevaar , waar in g ' u hebt begeven , Door 't hollen van uw lossigheit ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2094.s.5	ô Neen , ô neen , keer liever weer : Want de berooving van uw zinnen , Ontrooft uw ziel haar glans en eer , En voorts , door een zottin te minnen , Stort al de vreugt van 't minnen neer .	Joy_Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2094.s.6	Weg min , wiens dwang my tegenstreeft ; Weg dwaas , en al te zot verkiezen ; Vermits het gansch geen reden geeft , Zyn brein en reden te verliezen , Om een die brein nog reden heeft .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.2098.s.1	Valerius , Ferdinand .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2106.s.1	'k Weet , Ferdinand , dat gy myn zotheid eer zult vloeken , Dan my bedanken voor dat ik u kom bezoeken : Want , vrind , om uwentwil kom ik nu herwaarts niet , Maar om myn zelven , die door zeker vreemt verdriet , Helaas !	Emotion_Sadness
focq001mini02_01.TEI.2.text.body.div.div.sp.2106.s.2	het leven , met myn vryheid heb verlooren .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2112.s.2	vriend Valerius , wat doet gy my hier hooren ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2112.s.3	Heeft iemant my verspied ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2112.s.4	weet iemant waar ik ben ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2112.s.5	En dat ik in dit huis my niet verbergen ken ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2121.s.1	Tot noch toe , waarde vrind , is uw verblyf verborgen ; En voor ontdekt te zyn en hebt gy niet te zorgen , Vermits dat u dit kleed bewaart tot beter lot ; Maar ach !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2121.s.2	myn Ferdinand !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2121.s.3	ik zelf , ik zelf ben zot ; En wyl myn zotheid zich niet langer kan verschuilen , Zou 't ons wel noodig zyn van klederen te ruilen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2129.s.1	Zeg my , Valerius , wat voorval dat dit is , Dat dus uw brein verdraait uit zyn gestaltenis ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2129.s.3	wat doet uw verf , wat doet uw geest verdwynen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2129.s.4	Wat heeft in 't end uw staat verandert in de myne ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2136.s.1	Heeft men hier gisteren , in 't vallen van de nacht , Geen zekere zottin in 't Laz'rus - huis gebracht , Wiens schoonheid , by de Zon , by Hemel en Planeeten , Ja by d'onsterff'lykheid schier niet is af te meeten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2140.s.2	is zy d'uwe licht , dees hemelsche zottin ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2144.s.1	Was zy de myne , als ik me , eilaas , de haare vin .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2149.s.1	Kom , gaat met my in huis , om u wat neer te stellen , Waar gy my , zo 't u lust , uw voorval zult vertellen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2157.s.2	gy zucht .	BodilyProcess_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2162.s.1	Ik zucht , myn vrind , met reên ; Nadien ik met myn hart , myn brein verlies , met een .	BodilyProcess_Love
focq001mini02_01.TEI.2.text.body.div.div.stage.2164.s.1	Einde van het Tweede Bedryf .	None
focq001mini02_01.TEI.2.text.body.div.head.2168.s.1	Derde bedryf .	None
focq001mini02_01.TEI.2.text.body.div.sp.2210.s.1	Is dan 't geval noch niet vermoeit , Van , in myn onluk , zo verbolgen , My met een quelling te vervolgen , Die alle daag nog wast , en groeit ?	None
focq001mini02_01.TEI.2.text.body.div.sp.2210.s.3	in de plaats van hier t'ontvluchten Het dreigend onluk van myn dood , Zo strekt dit huis my , in myn nood , Een dood van duizend ongenuchten .	None
focq001mini02_01.TEI.2.text.body.div.sp.2210.s.4	Want pas , als of door vlaag op vlaag , Myn ziel nooit smarts genoeg kan vinden , Zo word de waardste van myn vrinden , Op nieuws my tot een dubble plaag .	None
focq001mini02_01.TEI.2.text.body.div.sp.2210.s.5	Valerius , wien myn gedachten Bekend zyn , als zyn eigen hart , Komt en vermeerdert noch myn smart , In plaats van hulp van hem te wachten .	Emotion_Sadness
focq001mini02_01.TEI.2.text.body.div.sp.2210.s.6	Vermids hy meê door myn zottin , Met my , in eenen staat gebracht is ; En zweerd dat hem de ziel verkracht is , Door 't vuur van deze zelfde min .	Emotion_BodyPart_BodilyProcess_Love
focq001mini02_01.TEI.2.text.body.div.sp.2210.s.7	Hy zweert te sterven duizend dooden , Zo zy niet blust zyn heete brand ; Want weinig reden , en verstand Heeft de verhitte min van nooden .	Emotion_BodilyProcess_Love
focq001mini02_01.TEI.2.text.body.div.sp.2210.s.8	Daarom zo tracht hy hier van daan Haar uit dit Laz'rus - huis te lichten ; Quansuis als iemand van zyn Nichten , Waar van de zorg op hem moet staan .	None
focq001mini02_01.TEI.2.text.body.div.sp.2210.s.9	ô Liefde !	None
focq001mini02_01.TEI.2.text.body.div.sp.2210.s.10	in hoe veel zielsgevaren En leeft , en sterft , en quynt die geen , Die ge in uw slaverny doet treên , Wanneer uw Ketens hem bezwaren !	None
focq001mini02_01.TEI.2.text.body.div.sp.2210.s.11	Maar echter , spyt dees smart en pyn , 't Zy men my wys of zot wil schryven , Laat my by myn zottin slechts blyven ; Wilt gy my niet puur zot doen zyn .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.2213.s.1	Anna , Ferdinand .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2228.s.2	of ik van myn zelfs geen tyding dan zal hooren ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2228.s.3	Hier , zeg ik , daar ik eerst myn zelven heb verlooren ; Maar neen , ik dool misschien , mits myn geheugenis , Licht meê , met myn verstant , my reeds ontvlogen is .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2228.s.4	Want d ' al te wrede min doet my het hart ontrukken , Brak wis , met eenen trek , ook , al myn brein aan stukken ; Ja zo , dat spyt de naam van zot , en dwaze min , Ik in my zelfs de daat noch tienmaal zotter vin .	Emotion_BodyPart_BodilyProcess_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2228.s.5	Een zot , helaas !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2228.s.6	vervoert myn wel-bepaalde zinnen , Die reeds al zotter zyn , dan hy , die zy beminnen ; Zo dat ik van een zot ben het Camelcon , Nadien dat ik zyn verf dus schielyk overwon .	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2236.s.1	Na dat ik hooren kan , uit deze haar gedachten , Zo zal 't my noodig zyn my wat voor haar te wachten : 't Zal best zyn , dat ik tracht de zotheid van haar min , Weer door myn zotheid te verdryven uit haar zin : Dies ik my zotter noch ga veinzen dan voor dezen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2241.s.1	Zal dan een zot , helaas !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2241.s.2	myn overwinnaar wezen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2241.s.3	En zal ik ....	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2250.s.1	Hebt gy hier niet in passant , misschien Gevoeld , geproeft , getast , gerooken of gezien , Een zeekren Oliphant die ik flus heb verlooren ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2250.s.2	Gekleed in 't groen Fluweel van 't gat tot aan zyn ooren , En net gefigureert met Laarzen aan het been .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2255.s.1	En hebt gy my hier zelf niet eer gezien , alleen , Wanhoopig in myn druk , en treurig in myn lyden ?	HeavyHeartedness_Emotion_Sadness_Despair
focq001mini02_01.TEI.2.text.body.div.div.sp.2259.s.1	Die eens , ô Zuster !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2259.s.2	lyd , zal zig ook eens verblyden .	Joy_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.2264.s.1	ô Woorden !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2264.s.2	die , indien gy Prophetyen waard , My de gelukkigste zoud maken hier op aard !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2270.s.1	ô Pinxsternakelen , ô Geel , en Roo Karooten !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2270.s.2	Indien gy loopen kost op uw gesplitste Pooten , Hoe zoud gy draven op het roeren van de Trom !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2274.s.2	hoe schielyk keert zyn zotheid wederom !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2279.s.1	Zo gy 't geen 'k verloor my weder kunt bestellen , Zal ik , tot berg-loon , u vereeren twee-paar bellen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2284.s.1	Gelukkig zoud ik zyn , indien ik u 't verstand , Dat gy verloren hebt , weer stellen kon ter hand .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2290.s.1	Kom , geef het my weêrom , indien gy 't hebt gevonden , Of 'k zweer , Caronje !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2290.s.2	dat ik voor jou oude zonden , Al ben je noch zo moy , u smyten zal met slik .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2294.s.1	Zeg eens , uw Vryster , is die wel zo moy als ik ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2301.s.1	Wel deeglyk ; want zy doet elk die haar ziet ontvonken , Vermits zy is van sneeuw en peper t'zaam geklonken .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2301.s.2	Zy is het die my bind met een onbreekb're band , Mits zy door 't zelfde vuur , dat my verteerd , verbrand .	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2305.s.1	Om haar alleen , helaas !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2305.s.2	hebt ge uw verstand verlooren .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2312.s.1	Het branden van haar oog dat maakt het volk tot mooren , En 't lachen van haar mond geest zulken zoeten trek , Dat wel een water-snip zou vliegen in haar bek .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2319.s.2	in plaats dat dit myn min dient om te keeren , Zo doet zyn zotterny myn liefde noch vermeeren .	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2319.s.4	met wat schoonder Geest zou hy niet zyn verçiert , Indien van deze quaal zyn brein genezen wierd .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2328.s.1	't Schynt dat gy by u zelf staat te Philosopheeren ; Des , om myn redenen daar by te Copuleeren , Zo weet dat Amor ( aârs een vreemde snaakse vent ) De ziel , de ziel het lyf regeert , na 't temp'rament : Waar uit ik induceer , dat , na de temp'ramenten , De min vaak wonderlyk in 't lyf moet redementen .	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2333.s.1	Hou op : hier van genoeg ; maar zeg , waar is myn lind Van hoop , dat ik u gaf ?	Emotion_Hope
focq001mini02_01.TEI.2.text.body.div.div.sp.2341.s.1	Dat is al aan de wind : Want zynde niet heel zot in 't minnen , noch in 't hoopen , Zo moest ik dadelyk dat Troef-blad laten loopen , En discarteeren dat behendig uit de weeg , Zo dra ik beter kaart en spel in handen Kreeg .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2345.s.1	Wat kreegt gy dan ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2361.s.1	Ik kreeg een Koningin van harten , Die zelfs de Koningin van Vrankryk wel mogt tarten , In veel Provintien te winnen in een uur .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2361.s.2	Hoewel hier tegen , door een vreemden avontuur , Myn vyand in het spel , hoewel myn vriend in 't leven , Door een verdoemde steek , myn gantsche kaart vergeven , En ieder maakte , door 't zien van het zelfde blad , Dat my de winst van 't spel schier al verzekert had .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2361.s.3	Dit deed wel haast door twist ons vriendschap al verzwinden , Tot vyand makende de twee getrouwste vrinden ; Vermits de vrindschap , in de min en 't speelen , stuit ; Want daar men speelt of mind , daar heest de vrindschap uit .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2365.s.1	Zo is myn hoop dan weg ?	Emotion_Hope
focq001mini02_01.TEI.2.text.body.div.div.sp.2369.s.1	Zo doet myn hoop met eenen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2373.s.1	Wilt gy een ander ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2377.s.1	Hoe ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2377.s.2	te geven , of te leenen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2381.s.1	Te geven , zo gy wilt .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2385.s.1	Waar hebt gy dan het lind ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2389.s.1	Hier op myn hooft .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2393.s.1	Zo hoog ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2397.s.1	Hoe nu dan , zyt gy blind ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2401.s.1	Wel , maakt het dan eens los .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2405.s.1	Gy moet het zelf ontbinden .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2409.s.1	Sta dan zo lang wat stil , ik zal de knoop wel vinden .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.2411.s.1	Hy ontbind haar Hooft-strik .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2418.s.1	Ontknoopse , ze is voor u .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2418.s.3	zo ik dorst , 'k Zou hem omhelzen , en hem drukken aan myn borst : Maar waarom durf ik niet ?	EmotionalAction_BodyPart_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2418.s.4	geen mensch is hier op wegen , Een zot , gelyk hy is , wat is daar aan gelegen ?	None
focq001mini02_01.TEI.2.text.body.div.div.stage.2420.s.1	Zy omhelst hem .	EmotionalAction_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2426.s.1	Hoe nu : wat doet gy my ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2426.s.2	al zachjes , met gemak , Of hoe na wild gy my iets stelen uit den zak ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2431.s.2	hy laat niet toe hem in myn arm te knoopen : ô Dwaze , en zotte min !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2431.s.3	wat kund gy my doen hoopen .	Emotion_Hope
focq001mini02_01.TEI.2.text.body.div.div.stage.2437.s.1	Isabella , in Sotte kleeren , Anna , Ferdinand .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2453.s.1	Die knoop staat wonder wel : neen , neen , ga zo vry voort : Want jy bent alle bey pas zo lang als behoort .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2453.s.2	Voor my ik wensch dat gy een tal van blyde jaren , In dees omhelzing , met malkander wel moogt varen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2453.s.3	Maar hoe , verrader !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2453.s.4	hoe , zyt gy myn Mandricart ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2453.s.5	Die Doralice reeds gegeven had uw hart !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2453.s.7	ik heb alreeds berouw van myn gedachten , Die my wel eer wat goeds deên uit uw liefde wachten En gy in 't heimelyk getrouwe Land-gravin Van Denemarken , zeg , wat dolheid schiet u in ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2453.s.8	Dat zo gy wys zyt , gy hier zot word by de zotten ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2453.s.9	Vertrek , want ieder een zal met uw Tabbaard spotten , Daar gy al slepende de vloer de neus meê snuit .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2457.s.1	Al zachjes , Aagje , zacht , roep zo niet overluid .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2462.s.1	Neen kakelaarster !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2462.s.2	gaat , 'k wil uw gezicht niet velen , Wyl gy het wettig kind zyn erf-recht zoekt t'ontstelen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2467.s.1	Het zal my best zyn dat ik hier van daan vertrek , Eer dat een ander my niet meê en kent voor gek .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.2472.s.1	Ferdinand , Isabella .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2486.s.1	Wat koppelaarster zou myn zaak zich meer bemoeyen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2486.s.2	Wat komt dit Laz'rus - huis al kuuren uit te broeyen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2486.s.3	Waarom is 't dat men u een zoon noemt van de min ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2486.s.4	Daar ik u eer de naam van Vader waardig vin , Nadien men dagelyks kan door uw ' daden hooren , Dat hy door u alleen zo dikwils word gebooren .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2486.s.5	Gy hebt , ô schoone , my verlost ter goeder tyd Van dees gehate vrouw : maar hoe !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2486.s.6	wat treurigheid Vertoont zich in haar oog !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2486.s.7	hoe staat dus opgetogen Die schoonheid , die myn ziel vervoerd heeft met haar oogen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2486.s.9	waarom spreekt gy niet ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2486.s.10	Wat speelt u in den zin ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2494.s.1	Het rout my , dat ik met Mevrouw de Land-gravin Dus stout gesproken heb , voor eerst , om dat ik vreeze Dat gy my denken zult van haar jaloers te wezen : Ten anderen , om dat ik heb uw vreugd gesteurt , En dat ik door myn komst u heb van een gescheurt .	Fear_Joy_Emotion_Envy_Sadness
focq001mini02_01.TEI.2.text.body.div.div.sp.2505.s.1	Ach Aagje !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2505.s.2	zo ik haar bemin , zo durf ik zweren , Dat my de Blixem vry als Bos-kruid mag verteren : En zo ik niet en ben die zelfde Mandricart Die Doralice alleen draagt binnen in zyn hart ; Maar wyl zy , als gy weet , is zotter dan wy allen , Zo hebben wy uit jox met een wat staan te mallen ; En zo 't iet anders is , zo wensch ik , dat voortaan Uw haat my sterven doet , gebakken of gebraan .	Emotion_Hatred_BodyPart_BodilyProcess_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2517.s.1	ô Fiel !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2517.s.2	gy veinst op nieuws het hollen van uw zinnen , Neen , neen , waart gy gekookt zo zou ik u beminnen , Vermids , zo gy dan juist niet wel gevield aan my , Ik u zo datelyk zou hakken tot pastey ; Zo dra ik in dit huis myn voeten quam te stellen , Zo dra begon myn oog mee na uw muts te hellen , En zo gy my niet had doen twyff'len aan uw hart , Gy waard , spyt Rodomond , altyd myn Mandricart .	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2522.s.1	‘ ô Liefde !	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2522.s.2	doet dees vrouw 't verstand tog weder komen , ‘ Wyl gy de geen die 't had het zynen hebt ontnomen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2527.s.1	‘ ô Min !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2527.s.2	zo gy in magt meêr dan Apollo zyt , ‘ Zo maak aan deze man terstont zyn zotheid kwyt .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.2532.s.1	‘ Doe in dit schoone beeld , ô Liefde !	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.2532.s.2	een ziel herleven , ‘ Op dat ik haar myn smart eens mag te kennen geven .	None
